age,hours_per_week,education,gender,marital_status,occupation,race,workclass,query_id
22.153837,38.511772,Some-college,Male,Single,Other/Unknown,White,Other/Unknown,a9f0d204-0c8d-4d11-9f6d-f6e64905413e
20.12848,40.092033,Some-college,Male,Single,Other/Unknown,White,Other/Unknown,a9f0d204-0c8d-4d11-9f6d-f6e64905413e
20.999548,37.84355,Some-college,Male,Single,Other/Unknown,White,Other/Unknown,a9f0d204-0c8d-4d11-9f6d-f6e64905413e
78.18678,48.552868,Bachelors,Male,Married,White-Collar,White,Self-Employed,789d83c4-3bba-4d97-9b96-9b3515fac05f
78.863976,48.971653,Bachelors,Male,Married,White-Collar,White,Self-Employed,789d83c4-3bba-4d97-9b96-9b3515fac05f
79.21483,50.031258,Bachelors,Male,Married,White-Collar,White,Self-Employed,789d83c4-3bba-4d97-9b96-9b3515fac05f
33.00572,43.065845,Bachelors,Male,Married,Blue-Collar,White,Private,f5e20630-706a-4862-b2ed-53fd5288948b
34.30533,43.574684,Bachelors,Male,Married,Blue-Collar,White,Private,f5e20630-706a-4862-b2ed-53fd5288948b
31.100039,39.666348,Bachelors,Male,Married,Blue-Collar,White,Private,f5e20630-706a-4862-b2ed-53fd5288948b
62.27506,3.9458237,HS-grad,Male,Married,White-Collar,White,Private,0829492d-02b1-41bc-bad1-3d5208f4fb26
63.62498,4.1513715,HS-grad,Male,Married,White-Collar,White,Private,0829492d-02b1-41bc-bad1-3d5208f4fb26
63.122784,3.5043304,HS-grad,Male,Separated,White-Collar,White,Private,0829492d-02b1-41bc-bad1-3d5208f4fb26
30.696848,39.84892,School,Male,Married,Service,White,Private,e1cad930-eafd-4000-80a4-423782941df5
32.223965,36.87198,School,Male,Married,Service,White,Private,e1cad930-eafd-4000-80a4-423782941df5
32.847836,40.687428,School,Male,Married,Service,White,Private,e1cad930-eafd-4000-80a4-423782941df5
30.65276,57.568653,School,Male,Divorced,Blue-Collar,White,Private,5a260f21-f75c-4624-9d5c-737ee28e75af
36.57172,54.762257,School,Male,Divorced,Blue-Collar,White,Private,5a260f21-f75c-4624-9d5c-737ee28e75af
33.013145,56.85248,School,Male,Divorced,Blue-Collar,White,Private,5a260f21-f75c-4624-9d5c-737ee28e75af
34.13092,38.529327,Masters,Male,Single,White-Collar,Other,Private,be8e457c-0484-45d2-a55e-dd11833e0679
38.15876,43.293613,Masters,Male,Single,Blue-Collar,White,Private,be8e457c-0484-45d2-a55e-dd11833e0679
41.034878,39.62386,Masters,Male,Single,White-Collar,White,Private,be8e457c-0484-45d2-a55e-dd11833e0679
48.702442,21.773043,Assoc,Male,Married,Sales,White,Private,0af7c9ce-f112-4419-9686-7cefcf95f348
46.466457,24.782476,School,Male,Married,Sales,White,Private,0af7c9ce-f112-4419-9686-7cefcf95f348
46.930687,24.95119,Assoc,Male,Married,Sales,White,Private,0af7c9ce-f112-4419-9686-7cefcf95f348
45.056973,37.262104,HS-grad,Male,Divorced,Service,White,Private,5f64c545-7743-4586-bdc2-dc1b6bed736a
43.385807,38.91515,HS-grad,Male,Divorced,Service,White,Private,5f64c545-7743-4586-bdc2-dc1b6bed736a
40.054077,37.022736,HS-grad,Male,Divorced,Service,White,Private,5f64c545-7743-4586-bdc2-dc1b6bed736a
31.501896,39.456688,Doctorate,Male,Single,Professional,White,Self-Employed,9d995fd8-8ea7-4685-9f22-2609e3164ab0
23.624327,45.016426,Doctorate,Male,Single,Professional,White,Self-Employed,9d995fd8-8ea7-4685-9f22-2609e3164ab0
28.269066,40.126907,Doctorate,Male,Single,Professional,White,Self-Employed,9d995fd8-8ea7-4685-9f22-2609e3164ab0
20.35662,42.255898,Some-college,Male,Single,Blue-Collar,White,Other/Unknown,a9f0d204-0c8d-4d11-9f6d-f6e64905413e
22.314209,36.100365,Some-college,Male,Single,White-Collar,Other,Other/Unknown,a9f0d204-0c8d-4d11-9f6d-f6e64905413e
25.383326,41.649925,Some-college,Male,Single,Other/Unknown,White,Other/Unknown,a9f0d204-0c8d-4d11-9f6d-f6e64905413e
74.867676,44.184452,Bachelors,Male,Married,White-Collar,Other,Self-Employed,789d83c4-3bba-4d97-9b96-9b3515fac05f
76.790215,46.192913,Bachelors,Male,Married,White-Collar,White,Self-Employed,789d83c4-3bba-4d97-9b96-9b3515fac05f
81.50166,44.11589,Bachelors,Male,Married,White-Collar,White,Self-Employed,789d83c4-3bba-4d97-9b96-9b3515fac05f
32.27859,44.4584,Bachelors,Male,Married,Blue-Collar,White,Private,f5e20630-706a-4862-b2ed-53fd5288948b
33.89818,34.032005,Bachelors,Male,Married,Professional,White,Private,f5e20630-706a-4862-b2ed-53fd5288948b
34.431454,38.502895,Bachelors,Male,Married,Blue-Collar,White,Private,f5e20630-706a-4862-b2ed-53fd5288948b
63.62712,1.0,Doctorate,Male,Married,White-Collar,White,Private,0829492d-02b1-41bc-bad1-3d5208f4fb26
59.19058,6.216981,HS-grad,Male,Married,Professional,White,Private,0829492d-02b1-41bc-bad1-3d5208f4fb26
63.46317,1.0,HS-grad,Male,Married,White-Collar,White,Private,0829492d-02b1-41bc-bad1-3d5208f4fb26
35.512012,46.446278,HS-grad,Male,Married,Service,White,Private,e1cad930-eafd-4000-80a4-423782941df5
32.52885,35.305016,School,Male,Married,Service,White,Private,e1cad930-eafd-4000-80a4-423782941df5
24.115265,44.059475,School,Male,Married,Service,White,Private,e1cad930-eafd-4000-80a4-423782941df5
32.774685,48.047535,School,Male,Divorced,Blue-Collar,White,Private,5a260f21-f75c-4624-9d5c-737ee28e75af
36.936836,61.068096,School,Male,Divorced,Blue-Collar,White,Private,5a260f21-f75c-4624-9d5c-737ee28e75af
29.45499,60.43192,School,Male,Divorced,Blue-Collar,White,Private,5a260f21-f75c-4624-9d5c-737ee28e75af
37.22742,40.141403,Prof-school,Male,Single,White-Collar,White,Private,be8e457c-0484-45d2-a55e-dd11833e0679
46.561016,40.53661,Masters,Male,Single,White-Collar,White,Private,be8e457c-0484-45d2-a55e-dd11833e0679
31.635641,35.20965,Masters,Male,Single,White-Collar,White,Private,be8e457c-0484-45d2-a55e-dd11833e0679
50.899597,29.040434,Assoc,Male,Married,Sales,White,Private,0af7c9ce-f112-4419-9686-7cefcf95f348
48.927776,27.154139,Assoc,Male,Married,Sales,White,Private,0af7c9ce-f112-4419-9686-7cefcf95f348
46.747158,23.214537,Assoc,Male,Married,Sales,White,Private,0af7c9ce-f112-4419-9686-7cefcf95f348
43.28385,44.871964,HS-grad,Male,Divorced,Service,White,Private,5f64c545-7743-4586-bdc2-dc1b6bed736a
46.321953,41.12016,HS-grad,Male,Divorced,Service,White,Private,5f64c545-7743-4586-bdc2-dc1b6bed736a
51.96527,43.086933,HS-grad,Male,Divorced,Service,White,Private,5f64c545-7743-4586-bdc2-dc1b6bed736a
29.573563,49.048656,Doctorate,Male,Single,Professional,Other,Self-Employed,9d995fd8-8ea7-4685-9f22-2609e3164ab0
33.040943,34.285328,Doctorate,Male,Single,Sales,White,Self-Employed,9d995fd8-8ea7-4685-9f22-2609e3164ab0
36.527664,33.02054,Doctorate,Male,Single,Professional,White,Self-Employed,9d995fd8-8ea7-4685-9f22-2609e3164ab0
17.0,32.436718,Some-college,Male,Single,Other/Unknown,White,Other/Unknown,a9f0d204-0c8d-4d11-9f6d-f6e64905413e
17.0,39.170452,Bachelors,Male,Single,Other/Unknown,White,Other/Unknown,a9f0d204-0c8d-4d11-9f6d-f6e64905413e
17.0,30.068281,Some-college,Male,Single,Other/Unknown,White,Other/Unknown,a9f0d204-0c8d-4d11-9f6d-f6e64905413e
81.75356,37.08958,Bachelors,Male,Married,White-Collar,White,Self-Employed,789d83c4-3bba-4d97-9b96-9b3515fac05f
83.557724,38.25495,Bachelors,Male,Married,White-Collar,White,Self-Employed,789d83c4-3bba-4d97-9b96-9b3515fac05f
81.06487,40.901215,Bachelors,Male,Married,White-Collar,White,Self-Employed,789d83c4-3bba-4d97-9b96-9b3515fac05f
34.58256,40.14485,Bachelors,Male,Married,Blue-Collar,White,Private,f5e20630-706a-4862-b2ed-53fd5288948b
39.362446,35.872486,Bachelors,Male,Widowed,Blue-Collar,White,Private,f5e20630-706a-4862-b2ed-53fd5288948b
26.716576,56.797783,Some-college,Male,Married,Blue-Collar,White,Private,f5e20630-706a-4862-b2ed-53fd5288948b
57.074783,3.751151,HS-grad,Male,Married,Blue-Collar,White,Private,0829492d-02b1-41bc-bad1-3d5208f4fb26
53.082745,3.2446089,HS-grad,Male,Married,White-Collar,White,Private,0829492d-02b1-41bc-bad1-3d5208f4fb26
52.841377,1.0,HS-grad,Male,Married,White-Collar,White,Private,0829492d-02b1-41bc-bad1-3d5208f4fb26
37.79362,36.675716,School,Male,Married,Service,White,Private,e1cad930-eafd-4000-80a4-423782941df5
28.131725,50.001915,School,Male,Married,Service,White,Private,e1cad930-eafd-4000-80a4-423782941df5
36.658455,31.737207,School,Male,Single,Service,White,Private,e1cad930-eafd-4000-80a4-423782941df5
27.381008,62.462387,School,Male,Divorced,Blue-Collar,White,Private,5a260f21-f75c-4624-9d5c-737ee28e75af
33.1068,62.04714,School,Male,Divorced,Blue-Collar,White,Other/Unknown,5a260f21-f75c-4624-9d5c-737ee28e75af
17.376286,55.633564,School,Male,Divorced,Blue-Collar,White,Private,5a260f21-f75c-4624-9d5c-737ee28e75af
45.56691,49.091644,Masters,Male,Single,White-Collar,White,Private,be8e457c-0484-45d2-a55e-dd11833e0679
33.555943,46.355476,Masters,Male,Single,White-Collar,White,Private,be8e457c-0484-45d2-a55e-dd11833e0679
41.324135,48.96832,Masters,Male,Single,White-Collar,White,Private,be8e457c-0484-45d2-a55e-dd11833e0679
54.701984,23.741457,Assoc,Male,Married,Sales,White,Private,0af7c9ce-f112-4419-9686-7cefcf95f348
42.06513,30.493872,Assoc,Male,Married,Sales,White,Private,0af7c9ce-f112-4419-9686-7cefcf95f348
43.53279,30.03275,Assoc,Male,Married,Sales,White,Private,0af7c9ce-f112-4419-9686-7cefcf95f348
46.294518,44.97681,HS-grad,Male,Single,Service,White,Private,5f64c545-7743-4586-bdc2-dc1b6bed736a
49.01426,39.97274,HS-grad,Male,Divorced,Service,White,Private,5f64c545-7743-4586-bdc2-dc1b6bed736a
40.594345,47.708775,HS-grad,Male,Divorced,Service,White,Private,5f64c545-7743-4586-bdc2-dc1b6bed736a
