employment_years,num_open_credit_acc,annual_income,loan_grade,credit_history,purpose,home,addr_state,query_id
2.0,12.0,30000.0,F,5.5,small_business,RENT,NE,e07a2a4f-6763-4fe2-8c26-4d7a4431bde5
2.0,12.0,30000.0,B,5.5,small_business,RENT,NE,e07a2a4f-6763-4fe2-8c26-4d7a4431bde5
2.0,12.0,30000.0,B,5.5,debt,OWN,NE,e07a2a4f-6763-4fe2-8c26-4d7a4431bde5
2.0,12.0,30000.0,B,5.5,educational,RENT,NE,e07a2a4f-6763-4fe2-8c26-4d7a4431bde5
2.0,12.0,30000.0,B,5.266093816809917,debt,RENT,NE,e07a2a4f-6763-4fe2-8c26-4d7a4431bde5
2.0,12.0,30000.0,D,5.5,small_business,RENT,MS,e07a2a4f-6763-4fe2-8c26-4d7a4431bde5
2.0,12.0,30000.0,B,5.221610182310781,debt,RENT,NE,e07a2a4f-6763-4fe2-8c26-4d7a4431bde5
2.0,12.0,30000.0,G,5.5,debt,RENT,NJ,e07a2a4f-6763-4fe2-8c26-4d7a4431bde5
8.0,14.0,77040.0,F,17.6,purchase,MORTGAGE,NE,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,B,17.6,purchase,MORTGAGE,NE,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.6,purchase,MORTGAGE,NE,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,F,17.6,debt,MORTGAGE,SD,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.6,purchase,MORTGAGE,NJ,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.6,purchase,MORTGAGE,IL,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,C,17.6,purchase,MORTGAGE,NE,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.6,purchase,OTHER,OK,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,E,17.6,purchase,OTHER,ID,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.6,purchase,OTHER,ID,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,D,17.6,purchase,MORTGAGE,NE,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.6,purchase,MORTGAGE,WI,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,A,17.6,small_business,RENT,NE,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.820647590559812,purchase,MORTGAGE,NJ,03e67c1d-479e-4805-b039-be17edadfdfa
9.246200245153,14.0,77040.0,F,8.425024816096602,debt,MORTGAGE,SD,03e67c1d-479e-4805-b039-be17edadfdfa
9.246200245153,14.0,77040.0,F,43.856379739692805,debt,MORTGAGE,CT,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.6,purchase,RENT,NJ,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,F,17.474927544330153,purchase,MORTGAGE,NE,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.247006313574005,purchase,MORTGAGE,NE,03e67c1d-479e-4805-b039-be17edadfdfa
8.374106343412963,14.0,77040.0,D,17.443800538923938,purchase,OTHER,NE,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.496004622492263,77040.0,G,17.6,purchase,MORTGAGE,WI,03e67c1d-479e-4805-b039-be17edadfdfa
7.7877640130894354,14.0,77040.0,G,17.066441924774043,purchase,MORTGAGE,NE,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.6,small_business,MORTGAGE,HI,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,A,54.258570828398824,purchase,OTHER,NE,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,E,17.6,purchase,OTHER,NE,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,D,17.6,small_business,MORTGAGE,NE,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.6,purchase,OTHER,SC,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.6,purchase,OTHER,MA,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,A,17.6,educational,OTHER,NE,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.163474380221224,small_business,MORTGAGE,NJ,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.163474380221224,purchase,MORTGAGE,NJ,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.591533115036572,purchase,MORTGAGE,IL,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.546136907076153,purchase,MORTGAGE,IL,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,E,17.6,purchase,OTHER,OR,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,F,17.6,purchase,OTHER,OR,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,F,17.6,purchase,OTHER,MO,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.6,purchase,OWN,MA,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,G,17.6,purchase,RENT,MA,03e67c1d-479e-4805-b039-be17edadfdfa
8.0,14.0,77040.0,A,17.6,small_business,OWN,NE,03e67c1d-479e-4805-b039-be17edadfdfa
7.783651719522777,14.0,77040.0,G,17.6,purchase,OWN,NE,03e67c1d-479e-4805-b039-be17edadfdfa
7.783651719522777,14.0,77040.0,F,17.6,purchase,RENT,NE,03e67c1d-479e-4805-b039-be17edadfdfa
7.768906040881607,14.0,77040.0,F,17.6,purchase,MORTGAGE,NE,03e67c1d-479e-4805-b039-be17edadfdfa
6.0,5.0,50000.0,C,7.5,small_business,OTHER,MO,ddab5ee5-96e1-494c-85f2-7f1d27643f1b
6.0,5.0,50000.0,G,7.5,small_business,MORTGAGE,MO,ddab5ee5-96e1-494c-85f2-7f1d27643f1b
6.0,5.0,50000.0,C,7.5,debt,MORTGAGE,NE,ddab5ee5-96e1-494c-85f2-7f1d27643f1b
6.0,5.0,50000.0,B,7.5,debt,MORTGAGE,NE,ddab5ee5-96e1-494c-85f2-7f1d27643f1b
6.0,5.0,50000.0,G,7.5,debt,MORTGAGE,IL,ddab5ee5-96e1-494c-85f2-7f1d27643f1b
6.0,5.0,50000.0,E,7.5,educational,OTHER,MO,ddab5ee5-96e1-494c-85f2-7f1d27643f1b
6.0,5.0,50000.0,E,7.5,educational,RENT,MO,ddab5ee5-96e1-494c-85f2-7f1d27643f1b
6.0,5.0,50000.0,C,7.5,debt,OWN,NE,ddab5ee5-96e1-494c-85f2-7f1d27643f1b
6.0,5.0,50000.0,F,7.5,small_business,MORTGAGE,MO,ddab5ee5-96e1-494c-85f2-7f1d27643f1b
6.0,5.0,50000.0,D,7.5,debt,MORTGAGE,NE,ddab5ee5-96e1-494c-85f2-7f1d27643f1b
6.0,5.0,50000.0,B,7.5,debt,OWN,NE,ddab5ee5-96e1-494c-85f2-7f1d27643f1b
6.0,5.0,50000.0,E,7.5,small_business,RENT,MO,ddab5ee5-96e1-494c-85f2-7f1d27643f1b
6.0,5.0,50000.0,D,7.5,educational,RENT,MO,ddab5ee5-96e1-494c-85f2-7f1d27643f1b
6.0,5.0,50000.0,C,7.5,small_business,OTHER,NC,ddab5ee5-96e1-494c-85f2-7f1d27643f1b
10.0,5.0,50000.0,B,18.9,small_business,RENT,SD,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,B,18.9,small_business,RENT,NE,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,A,18.9,small_business,OTHER,NE,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,D,18.9,purchase,OWN,NE,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,F,18.9,small_business,RENT,CO,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,F,18.9,small_business,RENT,NJ,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,E,18.9,small_business,RENT,HI,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,F,18.9,small_business,RENT,NV,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,F,18.9,small_business,RENT,NH,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,B,18.9,small_business,OTHER,SD,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,D,18.9,small_business,RENT,UT,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,D,18.9,small_business,RENT,KY,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,G,18.9,small_business,OTHER,CA,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,B,18.9,purchase,RENT,NE,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,F,18.9,small_business,RENT,NC,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,F,18.9,small_business,RENT,TX,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,G,18.9,small_business,RENT,SD,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,B,18.9,small_business,OTHER,WV,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,E,18.9,small_business,RENT,MA,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,E,18.9,small_business,RENT,SD,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
10.0,5.0,50000.0,B,18.9,debt,RENT,NE,6a15a9d2-d8a7-4388-a3f7-7c346043cccd
4.0,12.0,107000.0,C,15.9,debt,MORTGAGE,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,F,15.9,debt,MORTGAGE,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,D,15.9,debt,MORTGAGE,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,42.98287864965132,107000.0,G,15.9,debt,MORTGAGE,NJ,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,G,15.9,debt,MORTGAGE,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,B,15.9,debt,MORTGAGE,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,G,15.9,small_business,MORTGAGE,WI,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,A,15.9,debt,RENT,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,A,15.9,educational,MORTGAGE,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,C,15.9,debt,RENT,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,D,15.9,debt,OWN,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,G,15.9,debt,MORTGAGE,IL,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,G,15.9,small_business,MORTGAGE,SD,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,D,15.9,debt,OTHER,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,G,15.9,small_business,MORTGAGE,NM,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,A,15.9,small_business,OTHER,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,G,15.9,purchase,RENT,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,D,15.9,educational,MORTGAGE,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,F,15.9,debt,MORTGAGE,AK,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,A,15.9,educational,OTHER,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,C,15.51866306816056,debt,OWN,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,G,15.455612227202106,debt,MORTGAGE,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,G,15.455612227202106,debt,RENT,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,G,16.156610866930187,debt,OWN,NJ,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,G,16.445846211857067,debt,OWN,NJ,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,A,15.707608668400995,debt,RENT,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,A,15.707608668400995,purchase,RENT,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,F,15.9,small_business,RENT,SD,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,17.204048551389427,107000.0,D,21.20154439993407,small_business,RENT,KS,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,D,7.268662770240147,small_business,RENT,MO,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,A,52.369546407036715,debt,MORTGAGE,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
4.0,12.0,107000.0,F,15.9,small_business,MORTGAGE,NE,22870c6a-0b15-4c58-929b-59bf854d2c7a
5.0,4.0,35280.0,D,11.5,debt,MORTGAGE,RI,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,D,11.5,debt,OWN,NE,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,G,11.5,debt,OWN,WA,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,D,11.5,small_business,OWN,MS,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,G,11.5,small_business,OWN,RI,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,G,11.5,small_business,OWN,CA,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,G,11.5,purchase,OWN,CA,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,D,11.5,small_business,OWN,OH,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,G,11.5,debt,OWN,NJ,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,C,11.5,debt,OWN,NE,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,G,11.5,debt,OWN,MS,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,G,11.5,debt,OWN,FL,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,G,11.5,debt,OWN,NE,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,G,11.5,debt,OWN,VA,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,G,11.5,debt,OWN,WI,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.170288297724149,4.0,35280.0,D,11.5,debt,MORTGAGE,RI,deafd2c8-7a79-4626-be29-be8a3ca7bb91
4.981849911046064,4.0,35280.0,G,11.5,debt,OWN,CA,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,D,11.5,small_business,OWN,NE,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,F,11.5,debt,OWN,AK,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.17534793384958,4.0,35280.0,G,11.5,small_business,OWN,CA,deafd2c8-7a79-4626-be29-be8a3ca7bb91
4.816527568515743,4.0,35280.0,G,11.5,debt,OWN,CA,deafd2c8-7a79-4626-be29-be8a3ca7bb91
4.921964287155066,4.0,35280.0,G,11.5,debt,OWN,CA,deafd2c8-7a79-4626-be29-be8a3ca7bb91
4.997471185057981,4.0,35280.0,G,11.5,small_business,OWN,CA,deafd2c8-7a79-4626-be29-be8a3ca7bb91
4.997471185057981,4.0,35280.0,G,11.5,purchase,OWN,CA,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.017018790621542,4.0,35280.0,G,11.5,purchase,OWN,CA,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,G,11.5,debt,OWN,MI,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,F,11.5,debt,OWN,SD,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,D,11.5,debt,OTHER,NE,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,D,11.5,small_business,OWN,MO,deafd2c8-7a79-4626-be29-be8a3ca7bb91
4.92133022928452,4.0,35280.0,G,11.5,small_business,OWN,CA,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,E,11.5,debt,OWN,NE,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.0,4.0,35280.0,D,11.5,educational,OWN,NE,deafd2c8-7a79-4626-be29-be8a3ca7bb91
5.035178429857683,4.0,35280.0,G,11.5,debt,OWN,FL,deafd2c8-7a79-4626-be29-be8a3ca7bb91
4.934662319765234,4.0,35280.0,G,11.5,debt,OWN,CA,deafd2c8-7a79-4626-be29-be8a3ca7bb91
1.0,3.0,16320.0,G,3.3,purchase,RENT,OH,da87ab59-c9f8-496a-80d2-957a59773921
1.0,3.0,16320.0,G,3.3,purchase,MORTGAGE,OH,da87ab59-c9f8-496a-80d2-957a59773921
1.0,3.0,16320.0,C,3.3,purchase,MORTGAGE,NE,da87ab59-c9f8-496a-80d2-957a59773921
1.0,3.0,16320.0,C,3.3,purchase,RENT,NE,da87ab59-c9f8-496a-80d2-957a59773921
1.0,3.0,16320.0,F,3.3,purchase,RENT,NE,da87ab59-c9f8-496a-80d2-957a59773921
1.0,3.0,16320.0,G,3.3,purchase,RENT,WA,da87ab59-c9f8-496a-80d2-957a59773921
1.0,3.0,16320.0,B,3.3,purchase,RENT,NE,da87ab59-c9f8-496a-80d2-957a59773921
1.0,3.0,16320.0,G,3.3,purchase,OWN,MI,da87ab59-c9f8-496a-80d2-957a59773921
1.0,3.0,16320.0,C,3.3,small_business,RENT,NE,da87ab59-c9f8-496a-80d2-957a59773921
1.0,3.0,16320.0,F,3.3,small_business,RENT,OH,da87ab59-c9f8-496a-80d2-957a59773921
1.0,3.0,16320.0,G,3.3,purchase,RENT,NE,da87ab59-c9f8-496a-80d2-957a59773921
1.0,3.0,16320.0,E,3.3,small_business,RENT,ID,da87ab59-c9f8-496a-80d2-957a59773921
