query_uuid,cf_index,sigma,proximity,geometric_instability,intervention_instability,is_pareto_optimal,employment_years,num_open_credit_acc,annual_income,loan_grade,credit_history,purpose,home,addr_state
108e2240-8f1c-499c-b4de-6140e55d59e9,3,0.05,2.1949124336242676,1.5177230834960938,0.31111112236976624,True,10,12,9600.0,F,28.3,debt,RENT,VA
108e2240-8f1c-499c-b4de-6140e55d59e9,4,0.05,2.3272781372070312,0.47042980790138245,0.20000000298023224,True,10,31,9600.0,A,46.4,debt,RENT,VT
01d97165-74f0-4eb9-82ea-98cb41334a86,0,0.05,2.0329861640930176,0.9272471070289612,0.12222222238779068,True,10,2,9600.0,A,11.9,purchase,OWN,ID
01d97165-74f0-4eb9-82ea-98cb41334a86,1,0.05,1.4846364259719849,1.4803566932678223,0.29999998211860657,True,10,31,9600.0,A,17.4,purchase,MORTGAGE,UT
01d97165-74f0-4eb9-82ea-98cb41334a86,3,0.05,1.5245521068572998,0.9957926273345947,0.3499999940395355,True,10,13,9721.0,A,46.4,purchase,MORTGAGE,MS
01d97165-74f0-4eb9-82ea-98cb41334a86,4,0.05,2.118378162384033,0.7565101981163025,0.12222222238779068,True,10,31,9600.0,A,46.4,purchase,OWN,ID
b277c16b-ba05-4dd9-b0da-0b335508d34b,1,0.05,1.5865447521209717,1.2170084714889526,0.4444444477558136,True,6,5,9600.0,C,46.4,debt,MORTGAGE,ID
b277c16b-ba05-4dd9-b0da-0b335508d34b,4,0.05,2.1986615657806396,1.0528686046600342,0.23333333432674408,True,10,27,9600.0,A,41.7,debt,MORTGAGE,VA
8ccafe52-ad55-4300-9ffb-6fdfb1b4d7bc,0,0.05,2.646743059158325,0.6274701952934265,0.1666666716337204,True,0,7,9600.0,D,21.8,small_business,MORTGAGE,ID
8ccafe52-ad55-4300-9ffb-6fdfb1b4d7bc,2,0.05,2.0636119842529297,0.06601116806268692,0.29999998211860657,True,10,5,9600.0,B,46.4,small_business,MORTGAGE,ID
8ccafe52-ad55-4300-9ffb-6fdfb1b4d7bc,3,0.05,2.463557243347168,1.1208767890930176,0.2888889014720917,True,10,16,9600.0,F,17.8,purchase,RENT,VT
63e1af52-4281-4e58-b574-13dc45ff60a7,0,0.05,2.530174970626831,0.7520819306373596,0.2222222238779068,True,10,13,9600.0,A,5.0,purchase,OWN,ID
63e1af52-4281-4e58-b574-13dc45ff60a7,1,0.05,2.530503988265991,0.6973211169242859,0.0555555559694767,True,10,6,9600.0,A,24.0,purchase,OWN,KY
63e1af52-4281-4e58-b574-13dc45ff60a7,2,0.05,1.6538294553756714,1.0026979446411133,0.28333333134651184,True,10,2,9600.0,A,46.4,debt,MORTGAGE,VA
63e1af52-4281-4e58-b574-13dc45ff60a7,3,0.05,1.587345004081726,1.1760168075561523,0.28333333134651184,True,10,27,9600.0,A,25.5,debt,MORTGAGE,VA
42a851b6-80fe-42ac-877b-8876260f2c7b,2,0.05,2.0799379348754883,1.1933408975601196,0.32380953431129456,True,10,2,9600.0,A,26.2,debt,OWN,VA
42a851b6-80fe-42ac-877b-8876260f2c7b,4,0.05,2.2163901329040527,1.2109785079956055,0.2750000059604645,True,10,31,9600.0,A,38.5,debt,OWN,VA
3a2595a7-0900-43c5-854a-0ff63d4c9802,3,0.05,2.2922585010528564,0.025896402075886726,2.4999999848063226e-09,True,10,31,11218.2,F,3.2,purchase,RENT,VT
3a2595a7-0900-43c5-854a-0ff63d4c9802,4,0.05,1.8598018884658813,0.1825396865606308,2.4999999848063226e-09,True,10,8,9600.0,C,46.4,purchase,RENT,VT
e2c8c2da-a71d-422c-9c1b-8aeefd6515c4,1,0.07,0.6054974794387817,0.8570780158042908,0.1111111119389534,True,2,14,9600.0,C,46.4,purchase,RENT,FL
c7056030-d9fd-457e-b278-811ade931da6,0,0.07,2.0769495964050293,1.0502077341079712,0.43333330750465393,True,10,13,9600.0,F,3.1,purchase,RENT,VT
c7056030-d9fd-457e-b278-811ade931da6,2,0.07,2.091080904006958,1.0906025171279907,0.32380953431129456,True,10,2,9600.0,F,30.2,purchase,RENT,VT
c7056030-d9fd-457e-b278-811ade931da6,3,0.07,2.060854434967041,1.4487422704696655,0.4333333671092987,True,3,31,9600.0,C,17.9,purchase,MORTGAGE,ID
c7056030-d9fd-457e-b278-811ade931da6,4,0.07,2.1821792125701904,0.9219204783439636,0.190476194024086,True,10,31,9600.0,F,46.4,purchase,RENT,VT
5c49654a-f2c4-4a25-b1ef-fb962d6d2616,1,0.07,2.0196313858032227,1.300365924835205,0.13333334028720856,True,0,2,21747.6,C,17.4,debt,OWN,ID
5c49654a-f2c4-4a25-b1ef-fb962d6d2616,2,0.07,1.578126311302185,0.8744247555732727,0.21666665375232697,True,3,7,37077.2,B,46.4,debt,OWN,ID
5c49654a-f2c4-4a25-b1ef-fb962d6d2616,3,0.07,2.1734092235565186,0.7082783579826355,1.999999943436137e-09,True,10,19,9600.0,C,6.5,debt,OWN,ID
108e2240-8f1c-499c-b4de-6140e55d59e9,0,0.07,2.4610393047332764,0.3825794756412506,0.35555556416511536,True,2,2,16603.5,F,5.3,purchase,RENT,VT
108e2240-8f1c-499c-b4de-6140e55d59e9,1,0.07,2.5776453018188477,0.8110947012901306,0.24444444477558136,True,10,14,12541.8,A,3.1,educational,RENT,VT
108e2240-8f1c-499c-b4de-6140e55d59e9,3,0.07,2.1949124336242676,1.0485848188400269,0.20000000298023224,True,10,12,9600.0,F,28.3,debt,RENT,VA
108e2240-8f1c-499c-b4de-6140e55d59e9,4,0.07,2.3272781372070312,0.9401621222496033,0.18888889253139496,True,10,31,9600.0,A,46.4,debt,RENT,VT
01d97165-74f0-4eb9-82ea-98cb41334a86,0,0.07,2.0329861640930176,1.0798274278640747,1.999999943436137e-09,True,10,2,9600.0,A,11.9,purchase,OWN,ID
01d97165-74f0-4eb9-82ea-98cb41334a86,1,0.07,1.4846364259719849,1.1200082302093506,0.2777777910232544,True,10,31,9600.0,A,17.4,purchase,MORTGAGE,UT
01d97165-74f0-4eb9-82ea-98cb41334a86,2,0.07,2.4580066204071045,1.0495907068252563,0.23333334922790527,True,10,14,10764.7,A,19.7,debt,OWN,VA
01d97165-74f0-4eb9-82ea-98cb41334a86,3,0.07,1.5245521068572998,0.6475497484207153,0.25,True,10,13,9721.0,A,46.4,purchase,MORTGAGE,MS
b277c16b-ba05-4dd9-b0da-0b335508d34b,1,0.07,1.5865447521209717,1.6804908514022827,0.4777778089046478,True,6,5,9600.0,C,46.4,debt,MORTGAGE,ID
b277c16b-ba05-4dd9-b0da-0b335508d34b,4,0.07,2.1986615657806396,0.12348216772079468,1.999999943436137e-09,True,10,27,9600.0,A,41.7,debt,MORTGAGE,VA
8ccafe52-ad55-4300-9ffb-6fdfb1b4d7bc,0,0.07,2.646743059158325,0.11349407583475113,0.2619047462940216,True,0,7,9600.0,D,21.8,small_business,MORTGAGE,ID
8ccafe52-ad55-4300-9ffb-6fdfb1b4d7bc,2,0.07,2.0636119842529297,0.4885212182998657,0.1666666716337204,True,10,5,9600.0,B,46.4,small_business,MORTGAGE,ID
63e1af52-4281-4e58-b574-13dc45ff60a7,0,0.07,2.530174970626831,1.4309197664260864,0.1111111119389534,True,10,13,9600.0,A,5.0,purchase,OWN,ID
63e1af52-4281-4e58-b574-13dc45ff60a7,1,0.07,2.530503988265991,0.567803680896759,0.1111111119389534,True,10,6,9600.0,A,24.0,purchase,OWN,KY
63e1af52-4281-4e58-b574-13dc45ff60a7,2,0.07,1.6538294553756714,1.1361974477767944,0.21666665375232697,True,10,2,9600.0,A,46.4,debt,MORTGAGE,VA
63e1af52-4281-4e58-b574-13dc45ff60a7,3,0.07,1.587345004081726,1.1239975690841675,0.28333333134651184,True,10,27,9600.0,A,25.5,debt,MORTGAGE,VA
42a851b6-80fe-42ac-877b-8876260f2c7b,0,0.07,2.544287919998169,1.01012122631073,0.236111119389534,True,10,23,9600.0,A,4.1,purchase,OWN,ID
42a851b6-80fe-42ac-877b-8876260f2c7b,2,0.07,2.0799379348754883,1.4589544534683228,0.27619048953056335,True,10,2,9600.0,A,26.2,debt,OWN,VA
42a851b6-80fe-42ac-877b-8876260f2c7b,3,0.07,2.1601388454437256,2.0156476497650146,0.20952381193637848,True,10,4,9600.0,D,46.4,purchase,OWN,KY
42a851b6-80fe-42ac-877b-8876260f2c7b,4,0.07,2.2163901329040527,1.0457671880722046,0.1666666716337204,True,10,31,9600.0,A,38.5,debt,OWN,VA
3a2595a7-0900-43c5-854a-0ff63d4c9802,4,0.07,1.8598018884658813,0.40330803394317627,0.1666666716337204,True,10,8,9600.0,C,46.4,purchase,RENT,VT
