query_uuid,cf_index,sigma,proximity,geometric_instability,intervention_instability,is_pareto_optimal,status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker
e43b2e7a-aee6-4bf3-91c5-9e9b83748133,3,0.03,2.3729732036590576,1.6948438882827759,0.3809523582458496,True,0 <= ... < 200 DM,23,all credits at this bank paid back duly,car (new),1263,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",19,none,own,4,skilled employee / official,2,none,yes
e43b2e7a-aee6-4bf3-91c5-9e9b83748133,4,0.03,2.4920029640197754,1.4991140365600586,0.2857142984867096,True,0 <= ... < 200 DM,60,critical account/ other credits existing (not at this bank),car (new),1371,A64,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,4,unemployed/ unskilled - non-resident,2,none,yes
4a6adc5d-0987-4708-8201-d1c93f9d4a38,1,0.05,2.848579168319702,2.2970383167266846,0.43518519401550293,True,0 <= ... < 200 DM,21,all credits at this bank paid back duly,business,2235,A64,... < 1 year,4,male : married/widowed,co-applicant,3,real estate,36,bank,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",no
4a6adc5d-0987-4708-8201-d1c93f9d4a38,3,0.05,2.8730521202087402,1.1631639003753662,0.17407406866550446,True,0 <= ... < 200 DM,17,existing credits paid back duly till now,business,1908,A64,... < 1 year,4,male : married/widowed,guarantor,4,real estate,46,bank,own,4,unemployed/ unskilled - non-resident,2,none,yes
4a6adc5d-0987-4708-8201-d1c93f9d4a38,4,0.05,2.6047511100769043,2.549194574356079,0.34166666865348816,True,0 <= ... < 200 DM,60,all credits at this bank paid back duly,business,1953,A64,... < 1 year,4,male : married/widowed,none,4,"if not A121/A122 : car or other, not in attribute 6",36,bank,own,4,skilled employee / official,2,"yes, registered under the customers name",yes
85afd389-4566-48eb-a3c5-0ca02b5ce406,3,0.05,1.9066431522369385,1.8954893350601196,0.2757936418056488,True,0 <= ... < 200 DM,21,all credits at this bank paid back duly,car (used),1917,A61,unemployed,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",21,none,own,4,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
85afd389-4566-48eb-a3c5-0ca02b5ce406,4,0.05,2.150251865386963,1.6742945909500122,0.2777777910232544,True,0 <= ... < 200 DM,60,critical account/ other credits existing (not at this bank),car (used),1868,A61,unemployed,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,4,unemployed/ unskilled - non-resident,2,"yes, registered under the customers name",yes
feb99767-4b22-4d5f-9cbb-3daa84e8d22c,1,0.05,2.4511609077453613,0.6452059149742126,0.43888887763023376,True,... < 0 DM,24,delay in paying off in the past,radio/television,2442,A61,... < 1 year,4,male : married/widowed,co-applicant,4,real estate,48,stores,own,1,unemployed/ unskilled - non-resident,1,none,no
feb99767-4b22-4d5f-9cbb-3daa84e8d22c,3,0.05,2.459214448928833,1.4001363515853882,0.24722222983837128,True,... < 0 DM,36,all credits at this bank paid back duly,radio/television,356,A61,... < 1 year,4,male : married/widowed,none,4,real estate,48,stores,own,4,unemployed/ unskilled - non-resident,2,none,yes
feb99767-4b22-4d5f-9cbb-3daa84e8d22c,4,0.05,2.106916904449463,2.428553581237793,0.4761904776096344,True,... < 0 DM,60,delay in paying off in the past,radio/television,1057,A61,... < 1 year,4,male : married/widowed,guarantor,4,real estate,57,stores,own,4,skilled employee / official,2,none,yes
2c72e1df-37fe-4177-b794-7ea58a0b1c9f,3,0.05,2.8527109622955322,0.799645721912384,0.2222222238779068,True,... < 0 DM,27,no credits taken/ all credits paid back duly,business,3519,A63,4 <= ... < 7 years,4,male : single,guarantor,1,if not A121 : building society savings agreement/ life insurance,30,bank,own,4,unemployed/ unskilled - non-resident,2,"yes, registered under the customers name",yes
2c72e1df-37fe-4177-b794-7ea58a0b1c9f,4,0.05,2.381934642791748,1.1657971143722534,0.095238097012043,True,... < 0 DM,60,no credits taken/ all credits paid back duly,business,3087,A61,4 <= ... < 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,4,skilled employee / official,2,"yes, registered under the customers name",yes
10ae5ffd-b128-4efa-817d-e7e19d9b0936,4,0.05,1.5036875009536743,0.12232450395822525,0.0555555559694767,True,0 <= ... < 200 DM,60,critical account/ other credits existing (not at this bank),radio/television,4994,A63,1 <= ... < 4 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,23,none,own,4,unskilled - resident,2,none,yes
4c0d3150-c0d3-4f85-8559-f384fd90965d,4,0.05,1.4689749479293823,0.06845905631780624,0.0833333358168602,True,0 <= ... < 200 DM,60,critical account/ other credits existing (not at this bank),radio/television,2372,A61,... < 1 year,4,male : single,guarantor,4,real estate,23,none,own,4,skilled employee / official,2,none,yes
aa354f7b-27cb-4f91-8550-05e3a8abafa6,0,0.05,3.1798133850097656,1.663171410560608,0.3333333432674408,True,0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),furniture/equipment,3454,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,4,unemployed/ unskilled - non-resident,2,none,yes
aa354f7b-27cb-4f91-8550-05e3a8abafa6,1,0.05,2.449765205383301,1.793580412864685,0.5238094925880432,True,0 <= ... < 200 DM,18,all credits at this bank paid back duly,furniture/equipment,3747,A61,.. >= 7 years,3,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,35,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",no
aa354f7b-27cb-4f91-8550-05e3a8abafa6,4,0.05,2.166966199874878,1.9593133926391602,0.3869047462940216,True,0 <= ... < 200 DM,60,critical account/ other credits existing (not at this bank),furniture/equipment,5943,A61,.. >= 7 years,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,37,none,own,4,skilled employee / official,2,none,yes
d48209db-370b-4c11-b833-c374c978fe94,0,0.05,3.000065803527832,2.0931711196899414,0.4067460298538208,True,... < 0 DM,7,existing credits paid back duly till now,repairs,1489,A63,unemployed,1,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,1,unemployed/ unskilled - non-resident,2,none,yes
d48209db-370b-4c11-b833-c374c978fe94,1,0.05,2.8284316062927246,2.1195621490478516,0.4166666567325592,True,... < 0 DM,6,all credits at this bank paid back duly,car (used),1274,A63,unemployed,1,female : divorced/separated/married,co-applicant,2,if not A121 : building society savings agreement/ life insurance,23,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",no
d48209db-370b-4c11-b833-c374c978fe94,3,0.05,3.231837034225464,1.6754459142684937,0.36666667461395264,True,... < 0 DM,5,all credits at this bank paid back duly,car (used),1393,A63,... < 1 year,1,female : divorced/separated/married,guarantor,4,if not A121 : building society savings agreement/ life insurance,23,none,rent,4,unemployed/ unskilled - non-resident,2,none,yes
d48209db-370b-4c11-b833-c374c978fe94,4,0.05,2.517972946166992,2.152195692062378,0.2757936418056488,True,... < 0 DM,59,all credits at this bank paid back duly,car (used),1288,A63,unemployed,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,23,none,rent,4,unemployed/ unskilled - non-resident,2,"yes, registered under the customers name",yes
7072c831-8ea1-4c6f-8e31-f52b502fc20f,4,0.05,2.188450574874878,1.521754264831543,0.2261904925107956,True,0 <= ... < 200 DM,60,existing credits paid back duly till now,car (new),7322,A61,4 <= ... < 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,4,unskilled - resident,2,none,yes
e43b2e7a-aee6-4bf3-91c5-9e9b83748133,1,0.05,2.538591146469116,1.2258362770080566,0.3523809611797333,True,0 <= ... < 200 DM,11,delay in paying off in the past,car (new),1328,A64,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,4,unemployed/ unskilled - non-resident,1,none,no
e43b2e7a-aee6-4bf3-91c5-9e9b83748133,3,0.05,2.3729732036590576,2.16184401512146,0.3333333432674408,True,0 <= ... < 200 DM,23,all credits at this bank paid back duly,car (new),1263,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",19,none,own,4,skilled employee / official,2,none,yes
e43b2e7a-aee6-4bf3-91c5-9e9b83748133,4,0.05,2.4920029640197754,1.4149328470230103,0.13333334028720856,True,0 <= ... < 200 DM,60,critical account/ other credits existing (not at this bank),car (new),1371,A64,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,4,unemployed/ unskilled - non-resident,2,none,yes
4a6adc5d-0987-4708-8201-d1c93f9d4a38,1,0.07,2.848579168319702,2.2535407543182373,0.5,True,0 <= ... < 200 DM,21,all credits at this bank paid back duly,business,2235,A64,... < 1 year,4,male : married/widowed,co-applicant,3,real estate,36,bank,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",no
4a6adc5d-0987-4708-8201-d1c93f9d4a38,3,0.07,2.8730521202087402,1.434572696685791,0.27407407760620117,True,0 <= ... < 200 DM,17,existing credits paid back duly till now,business,1908,A64,... < 1 year,4,male : married/widowed,guarantor,4,real estate,46,bank,own,4,unemployed/ unskilled - non-resident,2,none,yes
4a6adc5d-0987-4708-8201-d1c93f9d4a38,4,0.07,2.6047511100769043,2.3007352352142334,0.3055555522441864,True,0 <= ... < 200 DM,60,all credits at this bank paid back duly,business,1953,A64,... < 1 year,4,male : married/widowed,none,4,"if not A121/A122 : car or other, not in attribute 6",36,bank,own,4,skilled employee / official,2,"yes, registered under the customers name",yes
85afd389-4566-48eb-a3c5-0ca02b5ce406,3,0.07,1.9066431522369385,1.0074511766433716,0.15079365670681,True,0 <= ... < 200 DM,21,all credits at this bank paid back duly,car (used),1917,A61,unemployed,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",21,none,own,4,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
85afd389-4566-48eb-a3c5-0ca02b5ce406,4,0.07,2.150251865386963,0.8913918137550354,0.1111111119389534,True,0 <= ... < 200 DM,60,critical account/ other credits existing (not at this bank),car (used),1868,A61,unemployed,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,4,unemployed/ unskilled - non-resident,2,"yes, registered under the customers name",yes
feb99767-4b22-4d5f-9cbb-3daa84e8d22c,1,0.07,2.4511609077453613,1.3414970636367798,0.5595238208770752,True,... < 0 DM,24,delay in paying off in the past,radio/television,2442,A61,... < 1 year,4,male : married/widowed,co-applicant,4,real estate,48,stores,own,1,unemployed/ unskilled - non-resident,1,none,no
feb99767-4b22-4d5f-9cbb-3daa84e8d22c,3,0.07,2.459214448928833,1.4870103597640991,0.2777777910232544,True,... < 0 DM,36,all credits at this bank paid back duly,radio/television,356,A61,... < 1 year,4,male : married/widowed,none,4,real estate,48,stores,own,4,unemployed/ unskilled - non-resident,2,none,yes
feb99767-4b22-4d5f-9cbb-3daa84e8d22c,4,0.07,2.106916904449463,2.140610456466675,0.4285714328289032,True,... < 0 DM,60,delay in paying off in the past,radio/television,1057,A61,... < 1 year,4,male : married/widowed,guarantor,4,real estate,57,stores,own,4,skilled employee / official,2,none,yes
2c72e1df-37fe-4177-b794-7ea58a0b1c9f,3,0.07,2.8527109622955322,0.8066716194152832,0.25925925374031067,True,... < 0 DM,27,no credits taken/ all credits paid back duly,business,3519,A63,4 <= ... < 7 years,4,male : single,guarantor,1,if not A121 : building society savings agreement/ life insurance,30,bank,own,4,unemployed/ unskilled - non-resident,2,"yes, registered under the customers name",yes
2c72e1df-37fe-4177-b794-7ea58a0b1c9f,4,0.07,2.381934642791748,1.725142478942871,0.24074076116085052,True,... < 0 DM,60,no credits taken/ all credits paid back duly,business,3087,A61,4 <= ... < 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,4,skilled employee / official,2,"yes, registered under the customers name",yes
10ae5ffd-b128-4efa-817d-e7e19d9b0936,4,0.07,1.5036875009536743,0.5745664238929749,0.0555555559694767,True,0 <= ... < 200 DM,60,critical account/ other credits existing (not at this bank),radio/television,4994,A63,1 <= ... < 4 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,23,none,own,4,unskilled - resident,2,none,yes
4c0d3150-c0d3-4f85-8559-f384fd90965d,3,0.07,2.3364531993865967,1.5804319381713867,0.3333333432674408,True,0 <= ... < 200 DM,18,all credits at this bank paid back duly,radio/television,276,A61,unemployed,4,male : single,guarantor,4,real estate,27,none,own,4,skilled employee / official,2,none,yes
4c0d3150-c0d3-4f85-8559-f384fd90965d,4,0.07,1.4689749479293823,1.1959747076034546,0.40714287757873535,True,0 <= ... < 200 DM,60,critical account/ other credits existing (not at this bank),radio/television,2372,A61,... < 1 year,4,male : single,guarantor,4,real estate,23,none,own,4,skilled employee / official,2,none,yes
aa354f7b-27cb-4f91-8550-05e3a8abafa6,3,0.07,2.857447624206543,1.3615537881851196,0.16931217908859253,True,0 <= ... < 200 DM,31,all credits at this bank paid back duly,furniture/equipment,3650,A63,.. >= 7 years,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,37,none,for free,4,skilled employee / official,2,"yes, registered under the customers name",yes
aa354f7b-27cb-4f91-8550-05e3a8abafa6,4,0.07,2.166966199874878,1.9644851684570312,0.3214285671710968,True,0 <= ... < 200 DM,60,critical account/ other credits existing (not at this bank),furniture/equipment,5943,A61,.. >= 7 years,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,37,none,own,4,skilled employee / official,2,none,yes
d48209db-370b-4c11-b833-c374c978fe94,2,0.07,3.0001935958862305,2.4296302795410156,0.4323593080043793,True,... < 0 DM,7,existing credits paid back duly till now,car (used),1807,A63,unemployed,4,female : divorced/separated/married,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",23,none,for free,4,unemployed/ unskilled - non-resident,2,"yes, registered under the customers name",yes
d48209db-370b-4c11-b833-c374c978fe94,4,0.07,2.517972946166992,2.4558026790618896,0.40542328357696533,True,... < 0 DM,59,all credits at this bank paid back duly,car (used),1288,A63,unemployed,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,23,none,rent,4,unemployed/ unskilled - non-resident,2,"yes, registered under the customers name",yes
7072c831-8ea1-4c6f-8e31-f52b502fc20f,4,0.07,2.188450574874878,0.5632705688476562,0.0833333358168602,True,0 <= ... < 200 DM,60,existing credits paid back duly till now,car (new),7322,A61,4 <= ... < 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,4,unskilled - resident,2,none,yes
e43b2e7a-aee6-4bf3-91c5-9e9b83748133,0,0.07,2.9059336185455322,1.9169349670410156,0.3280423581600189,True,0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),furniture/equipment,1359,A63,1 <= ... < 4 years,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,4,skilled employee / official,1,none,yes
e43b2e7a-aee6-4bf3-91c5-9e9b83748133,2,0.07,2.7314295768737793,1.913257122039795,0.510185182094574,True,... < 0 DM,11,all credits at this bank paid back duly,car (new),1718,A64,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",47,none,for free,4,skilled employee / official,2,none,yes
e43b2e7a-aee6-4bf3-91c5-9e9b83748133,3,0.07,2.3729732036590576,2.2115743160247803,0.5250000357627869,True,0 <= ... < 200 DM,23,all credits at this bank paid back duly,car (new),1263,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",19,none,own,4,skilled employee / official,2,none,yes
e43b2e7a-aee6-4bf3-91c5-9e9b83748133,4,0.07,2.4920029640197754,2.079909563064575,0.3206349313259125,True,0 <= ... < 200 DM,60,critical account/ other credits existing (not at this bank),car (new),1371,A64,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,4,unemployed/ unskilled - non-resident,2,none,yes
