query_uuid,cf_index,sigma,proximity,geometric_instability,intervention_instability,is_pareto_optimal,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
4f983d41-30ee-416f-80cb-dfe5867b2c20,0,0.05,1.0976810455322266,0.32313796877861023,0.5,True,70,210,4,46,39,0,0,100,17,7,14,2,20,24,3,4,0,69,9,1,3,92
4f983d41-30ee-416f-80cb-dfe5867b2c20,1,0.05,1.4278348684310913,0.3091425895690918,0.4444444477558136,True,93,209,2,45,50,0,0,100,83,7,15,2,24,24,1,3,75,68,9,1,3,92
4f983d41-30ee-416f-80cb-dfe5867b2c20,2,0.05,1.127612590789795,0.31373536586761475,0.46984127163887024,True,92,219,7,56,18,0,0,100,16,8,13,2,22,24,3,3,3,71,9,1,3,91
4f983d41-30ee-416f-80cb-dfe5867b2c20,3,0.05,1.180879831314087,0.33788371086120605,0.38518521189689636,True,77,235,6,53,16,0,0,100,56,7,16,2,21,24,3,3,0,84,8,1,1,97
4f983d41-30ee-416f-80cb-dfe5867b2c20,4,0.05,1.4544031620025635,0.2312067151069641,0.44708994030952454,True,71,203,1,69,67,0,0,100,83,7,15,2,17,24,2,2,61,77,9,1,3,91
642c9a42-9772-4b4f-95cd-c6b61dbe98bc,0,0.05,1.143956184387207,0.38943803310394287,0.347222238779068,True,86,130,0,56,34,0,0,92,83,9,25,3,22,24,10,9,0,72,5,3,0,65
642c9a42-9772-4b4f-95cd-c6b61dbe98bc,2,0.05,1.1025973558425903,0.21384555101394653,0.5333333611488342,True,93,143,0,94,25,0,0,92,62,6,25,3,25,24,10,9,0,71,4,2,0,64
642c9a42-9772-4b4f-95cd-c6b61dbe98bc,3,0.05,1.130138874053955,0.25762274861335754,0.3591269552707672,True,70,150,1,60,57,0,0,94,83,7,24,3,25,24,9,8,0,67,5,2,1,66
642c9a42-9772-4b4f-95cd-c6b61dbe98bc,4,0.05,1.1741842031478882,0.22253835201263428,0.4761904776096344,True,67,135,0,64,67,0,0,93,83,6,22,3,20,24,9,9,21,58,5,2,0,64
eed77107-6ffd-4d2d-baa8-aa396d9797ce,2,0.05,0.941187858581543,0.23861245810985565,0.49166667461395264,True,86,215,52,86,6,16,0,100,0,7,12,0,80,0,0,0,27,68,1,1,0,50
eed77107-6ffd-4d2d-baa8-aa396d9797ce,3,0.05,0.5585728883743286,0.6953845024108887,0.4444444477558136,True,90,203,54,101,12,6,2,100,15,7,11,0,55,8,0,0,105,78,1,1,0,52
eed77107-6ffd-4d2d-baa8-aa396d9797ce,4,0.05,1.2426429986953735,0.2328258901834488,0.5555555820465088,True,89,207,53,97,10,16,16,100,0,7,9,0,59,0,0,0,7,82,1,1,3,51
787ac1e4-8a81-4308-8c2c-838f5e071dea,0,0.05,1.128864049911499,0.40812090039253235,0.5571429133415222,True,93,43,3,19,18,0,0,100,17,7,15,4,42,24,0,0,18,68,5,3,0,90
787ac1e4-8a81-4308-8c2c-838f5e071dea,2,0.05,1.2556536197662354,0.361632376909256,0.5481481552124023,True,69,37,0,24,13,0,0,100,73,9,14,5,43,24,1,1,0,62,4,2,1,88
787ac1e4-8a81-4308-8c2c-838f5e071dea,3,0.05,1.3184946775436401,0.2568548321723938,0.4947090148925781,True,63,48,1,52,29,0,0,100,83,7,16,4,40,24,0,1,0,57,4,3,1,88
787ac1e4-8a81-4308-8c2c-838f5e071dea,4,0.05,1.374152421951294,0.2967269718647003,0.4682539999485016,True,88,47,0,12,36,0,0,100,83,7,14,4,40,24,1,1,73,57,5,2,1,93
512abd48-37e1-4ff4-9e1f-a89e0a7cd7dd,2,0.05,0.8868185877799988,0.711644172668457,0.7310605645179749,True,71,121,5,33,23,16,0,100,0,7,70,5,46,0,2,1,29,77,0,4,0,38
512abd48-37e1-4ff4-9e1f-a89e0a7cd7dd,3,0.05,0.4178686738014221,0.4253077208995819,0.7518518567085266,True,78,159,5,40,25,2,3,100,21,7,67,6,31,0,1,1,83,80,0,4,0,41
675587af-1d3d-4ff4-84d4-ac215b39b10f,2,0.05,0.8106763362884521,0.9721038937568665,0.9333333373069763,True,66,179,19,89,21,16,0,78,0,4,23,0,31,23,0,0,24,77,10,2,4,89
675587af-1d3d-4ff4-84d4-ac215b39b10f,3,0.05,0.8073098659515381,0.9810152053833008,0.8736772537231445,True,64,183,18,93,23,16,0,75,0,4,32,0,30,23,0,0,57,70,11,1,1,85
675587af-1d3d-4ff4-84d4-ac215b39b10f,4,0.05,0.3912689983844757,0.63046795129776,1.0,True,65,175,18,98,25,1,5,75,0,4,26,0,33,24,0,0,89,77,10,2,1,91
bf755997-c2ea-4cad-a0e4-4f2612e7ec38,1,0.05,0.9155320525169373,0.2859845459461212,0.5,True,80,162,23,58,23,16,0,100,0,7,26,0,50,0,1,2,55,54,1,2,0,33
7f15dc6c-14de-47ef-ad87-4ee22b623c07,0,0.05,0.9805696606636047,0.2598092257976532,0.5370370745658875,True,76,191,19,76,31,0,0,95,19,4,26,0,58,24,4,4,0,71,2,2,0,82
7f15dc6c-14de-47ef-ad87-4ee22b623c07,2,0.05,1.3050192594528198,0.2509305775165558,0.35449734330177307,True,74,195,13,106,23,0,0,99,83,4,26,0,59,24,3,4,0,75,3,2,0,83
7f15dc6c-14de-47ef-ad87-4ee22b623c07,4,0.05,1.3306481838226318,0.201302170753479,0.4761904776096344,True,92,206,11,84,23,0,0,95,83,4,26,0,56,24,4,4,38,82,2,2,0,77
abcac569-4584-4193-a99c-5cd1f86aa852,0,0.05,1.2039610147476196,0.24490852653980255,0.4629629850387573,True,68,337,3,105,47,0,0,89,83,6,43,3,37,24,10,12,0,57,8,6,0,71
abcac569-4584-4193-a99c-5cd1f86aa852,1,0.05,1.1222858428955078,0.3776648938655853,0.41038963198661804,True,86,350,3,116,42,0,0,92,39,8,44,3,36,24,10,10,0,69,6,6,3,74
abcac569-4584-4193-a99c-5cd1f86aa852,2,0.05,1.2260483503341675,0.23976962268352509,0.4095238447189331,True,71,332,2,85,66,0,0,90,83,6,42,3,37,24,12,11,0,56,8,6,4,71
abcac569-4584-4193-a99c-5cd1f86aa852,3,0.05,1.258406639099121,0.1933399885892868,0.2738095223903656,True,93,349,2,117,67,0,0,90,83,6,43,3,37,24,11,11,57,57,8,6,3,71
e5dc1bc5-eb87-4175-a445-0fc182d31927,0,0.07,1.3678722381591797,0.24157047271728516,0.4166666567325592,True,93,13,20,16,11,0,0,100,83,7,1,0,100,24,0,1,0,75,4,1,1,100
e5dc1bc5-eb87-4175-a445-0fc182d31927,1,0.07,1.3298125267028809,0.26605111360549927,0.3174603283405304,True,82,37,17,76,3,0,0,100,83,7,2,0,100,24,0,1,0,77,2,1,0,100
e5dc1bc5-eb87-4175-a445-0fc182d31927,2,0.07,1.212416648864746,0.4661922752857208,0.2936508059501648,True,71,26,20,34,54,0,0,100,19,8,2,0,100,24,1,1,23,72,3,1,1,100
e5dc1bc5-eb87-4175-a445-0fc182d31927,3,0.07,1.3819869756698608,0.33832797408103943,0.2460317611694336,True,93,22,15,33,3,0,0,100,83,9,2,0,100,24,1,1,0,69,2,1,0,100
4f983d41-30ee-416f-80cb-dfe5867b2c20,0,0.07,1.0976810455322266,0.4482189416885376,0.4497354328632355,True,70,210,4,46,39,0,0,100,17,7,14,2,20,24,3,4,0,69,9,1,3,92
4f983d41-30ee-416f-80cb-dfe5867b2c20,1,0.07,1.4278348684310913,0.3956805467605591,0.4047619104385376,True,93,209,2,45,50,0,0,100,83,7,15,2,24,24,1,3,75,68,9,1,3,92
4f983d41-30ee-416f-80cb-dfe5867b2c20,3,0.07,1.180879831314087,0.4801148474216461,0.37962961196899414,True,77,235,6,53,16,0,0,100,56,7,16,2,21,24,3,3,0,84,8,1,1,97
4f983d41-30ee-416f-80cb-dfe5867b2c20,4,0.07,1.4544031620025635,0.32887953519821167,0.4107142984867096,True,71,203,1,69,67,0,0,100,83,7,15,2,17,24,2,2,61,77,9,1,3,91
642c9a42-9772-4b4f-95cd-c6b61dbe98bc,1,0.07,1.1595247983932495,0.28485584259033203,0.3206349313259125,True,93,130,0,63,48,0,0,91,83,6,27,3,22,24,10,9,25,82,5,2,1,68
642c9a42-9772-4b4f-95cd-c6b61dbe98bc,2,0.07,1.1025973558425903,0.3413115441799164,0.4000000059604645,True,93,143,0,94,25,0,0,92,62,6,25,3,25,24,10,9,0,71,4,2,0,64
642c9a42-9772-4b4f-95cd-c6b61dbe98bc,3,0.07,1.130138874053955,0.30839893221855164,0.2757936418056488,True,70,150,1,60,57,0,0,94,83,7,24,3,25,24,9,8,0,67,5,2,1,66
eed77107-6ffd-4d2d-baa8-aa396d9797ce,1,0.07,0.949030339717865,0.6676819920539856,0.5238094925880432,True,72,210,50,94,1,16,0,100,0,7,11,0,58,0,0,0,7,71,2,1,0,50
eed77107-6ffd-4d2d-baa8-aa396d9797ce,2,0.07,0.941187858581543,0.6943122744560242,0.5518518686294556,True,86,215,52,86,6,16,0,100,0,7,12,0,80,0,0,0,27,68,1,1,0,50
eed77107-6ffd-4d2d-baa8-aa396d9797ce,3,0.07,0.5585728883743286,0.4824950695037842,0.579365074634552,True,90,203,54,101,12,6,2,100,15,7,11,0,55,8,0,0,105,78,1,1,0,52
787ac1e4-8a81-4308-8c2c-838f5e071dea,0,0.07,1.128864049911499,0.364766389131546,0.5317460298538208,True,93,43,3,19,18,0,0,100,17,7,15,4,42,24,0,0,18,68,5,3,0,90
787ac1e4-8a81-4308-8c2c-838f5e071dea,1,0.07,1.1917752027511597,0.3367382287979126,0.4206349551677704,True,61,46,1,21,64,0,0,100,39,7,14,4,39,24,1,1,64,67,5,2,1,89
787ac1e4-8a81-4308-8c2c-838f5e071dea,3,0.07,1.3184946775436401,0.2388520985841751,0.4074074327945709,True,63,48,1,52,29,0,0,100,83,7,16,4,40,24,0,1,0,57,4,3,1,88
512abd48-37e1-4ff4-9e1f-a89e0a7cd7dd,2,0.07,0.8868185877799988,0.4855826795101166,0.7222222685813904,True,71,121,5,33,23,16,0,100,0,7,70,5,46,0,2,1,29,77,0,4,0,38
512abd48-37e1-4ff4-9e1f-a89e0a7cd7dd,3,0.07,0.4178686738014221,0.6446704268455505,0.767676830291748,True,78,159,5,40,25,2,3,100,21,7,67,6,31,0,1,1,83,80,0,4,0,41
675587af-1d3d-4ff4-84d4-ac215b39b10f,1,0.07,0.8517699241638184,0.6029685139656067,0.699999988079071,True,46,183,12,104,24,16,0,82,0,4,24,0,31,22,0,0,26,71,10,2,1,89
675587af-1d3d-4ff4-84d4-ac215b39b10f,3,0.07,0.8073098659515381,0.513633668422699,0.738095223903656,True,64,183,18,93,23,16,0,75,0,4,32,0,30,23,0,0,57,70,11,1,1,85
675587af-1d3d-4ff4-84d4-ac215b39b10f,4,0.07,0.3912689983844757,0.4818533957004547,0.7936508059501648,True,65,175,18,98,25,1,5,75,0,4,26,0,33,24,0,0,89,77,10,2,1,91
bf755997-c2ea-4cad-a0e4-4f2612e7ec38,0,0.07,1.2463990449905396,0.7634139657020569,0.6066017746925354,True,80,160,20,88,3,16,16,100,0,7,26,0,29,0,0,1,19,60,1,2,0,33
bf755997-c2ea-4cad-a0e4-4f2612e7ec38,1,0.07,0.9155320525169373,0.7020105719566345,0.6430976390838623,True,80,162,23,58,23,16,0,100,0,7,26,0,50,0,1,2,55,54,1,2,0,33
bf755997-c2ea-4cad-a0e4-4f2612e7ec38,2,0.07,1.0190023183822632,0.6795990467071533,0.6321428418159485,True,49,112,24,94,26,16,0,100,0,7,26,0,34,0,1,1,16,64,1,2,0,33
bf755997-c2ea-4cad-a0e4-4f2612e7ec38,3,0.07,0.9238593578338623,0.6392053365707397,0.6792207360267639,True,81,138,22,104,25,16,0,100,0,7,26,0,33,0,1,1,80,57,1,3,0,28
bf755997-c2ea-4cad-a0e4-4f2612e7ec38,4,0.07,0.9474589824676514,0.8992344737052917,0.5904762148857117,True,81,182,24,87,26,0,16,100,22,7,28,0,30,2,1,1,109,59,1,2,0,34
7f15dc6c-14de-47ef-ad87-4ee22b623c07,0,0.07,0.9805696606636047,0.3710727393627167,0.6388888955116272,True,76,191,19,76,31,0,0,95,19,4,26,0,58,24,4,4,0,71,2,2,0,82
7f15dc6c-14de-47ef-ad87-4ee22b623c07,1,0.07,1.024262547492981,0.31107866764068604,0.5972222685813904,True,88,196,8,85,27,0,0,97,14,6,25,0,56,24,3,4,12,58,2,3,0,86
7f15dc6c-14de-47ef-ad87-4ee22b623c07,2,0.07,1.3050192594528198,0.32614538073539734,0.4285714328289032,True,74,195,13,106,23,0,0,99,83,4,26,0,59,24,3,4,0,75,3,2,0,83
7f15dc6c-14de-47ef-ad87-4ee22b623c07,4,0.07,1.3306481838226318,0.325271338224411,0.5502645969390869,True,92,206,11,84,23,0,0,95,83,4,26,0,56,24,4,4,38,82,2,2,0,77
abcac569-4584-4193-a99c-5cd1f86aa852,0,0.07,1.2039610147476196,0.37053513526916504,0.5601851940155029,True,68,337,3,105,47,0,0,89,83,6,43,3,37,24,10,12,0,57,8,6,0,71
abcac569-4584-4193-a99c-5cd1f86aa852,1,0.07,1.1222858428955078,0.47565969824790955,0.6318182349205017,True,86,350,3,116,42,0,0,92,39,8,44,3,36,24,10,10,0,69,6,6,3,74
abcac569-4584-4193-a99c-5cd1f86aa852,2,0.07,1.2260483503341675,0.34267041087150574,0.4583333432674408,True,71,332,2,85,66,0,0,90,83,6,42,3,37,24,12,11,0,56,8,6,4,71
abcac569-4584-4193-a99c-5cd1f86aa852,3,0.07,1.258406639099121,0.3471963703632355,0.43611112236976624,True,93,349,2,117,67,0,0,90,83,6,43,3,37,24,11,11,57,57,8,6,3,71
abcac569-4584-4193-a99c-5cd1f86aa852,4,0.07,1.252307653427124,0.30964502692222595,0.5333333611488342,True,93,366,0,109,42,0,0,90,83,6,40,3,35,24,11,10,0,48,7,7,4,75
