query_uuid,cf_index,sigma,proximity,geometric_instability,intervention_instability,is_pareto_optimal,sex,age,priors_count,race,c_charge_degree
19a54173-f7f3-4833-8deb-357f319fcb53,171,0.03,1.7566083669662476,2.010083107961691e-06,3.3333329430007552e-09,True,Female,18.000180911271315,37.999945509139366,Caucasian,F
19a54173-f7f3-4833-8deb-357f319fcb53,172,0.03,1.71977698802948,0.0036413075868040323,3.3333329430007552e-09,True,Female,18.000102885090886,35.410824497828564,Caucasian,F
19a54173-f7f3-4833-8deb-357f319fcb53,181,0.03,1.701353907585144,0.011807900853455067,3.3333329430007552e-09,True,Female,18.000158797302106,34.06196345797414,Caucasian,F
19a54173-f7f3-4833-8deb-357f319fcb53,189,0.03,1.7566038370132446,2.5024384740390815e-05,3.3333329430007552e-09,True,Female,18.001586698285703,37.999959527854806,Caucasian,F
19a54173-f7f3-4833-8deb-357f319fcb53,197,0.03,1.756608486175537,1.2849183121943497e-06,3.3333329430007552e-09,True,Female,18.000134658009106,37.99994529658203,Caucasian,F
19a54173-f7f3-4833-8deb-357f319fcb53,202,0.03,1.7539128065109253,0.0012190931010991335,3.3333329430007552e-09,True,Female,18.80507881510337,37.99995490418025,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,10,0.03,2.2376255989074707,0.020303966477513313,2.4999999848063226e-09,True,Female,41.3233981519244,37.10786919830193,African-American,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,13,0.03,1.7381101846694946,0.00015090224042069167,3.3333329430007552e-09,True,Female,18.00945857117103,37.99999229323452,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,17,0.03,2.2640089988708496,0.00016185639833565801,2.4999999848063226e-09,True,Female,48.98491772465998,37.99996989989911,African-American,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,18,0.03,0.9742255806922913,0.02101881615817547,4.999999969612645e-09,True,Male,21.82302364746197,36.88434605537657,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,19,0.03,2.1992058753967285,0.08232716470956802,2.4999999848063226e-09,True,Female,38.104589309674864,34.08216022072664,African-American,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,25,0.03,1.721756100654602,0.00316147250123322,3.3333329430007552e-09,True,Female,18.000218982667132,36.90841777398066,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,26,0.03,2.229966878890991,0.034222058951854706,2.4999999848063226e-09,True,Female,37.71918030506031,36.89839575896826,African-American,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,28,0.03,1.7381056547164917,0.00020512286573648453,3.3333329430007552e-09,True,Female,18.012778397660373,37.99998720554925,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,54,0.03,2.2533140182495117,0.006512105464935303,2.4999999848063226e-09,True,Female,44.25180328596371,37.99997986076173,African-American,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,62,0.03,2.2579751014709473,0.004738743882626295,2.4999999848063226e-09,True,Female,46.45384103769525,37.99998396962129,African-American,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,74,0.03,0.9793633818626404,0.014881730079650879,9.99999993922529e-09,True,Male,26.55491274118784,37.21480635151275,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,77,0.03,2.2638847827911377,0.0007073383894748986,2.4999999848063226e-09,True,Female,48.935674251412,37.999982950357314,African-American,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,78,0.03,1.625115156173706,0.032877665013074875,3.3333329430007552e-09,True,Female,18.098224031084552,29.930509448623024,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,81,0.03,1.701547622680664,0.009854788891971111,3.3333329430007552e-09,True,Female,18.000421789295444,35.52937568779506,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,89,0.03,2.246678352355957,0.013383143581449986,2.4999999848063226e-09,True,Female,44.351609893895485,37.4109850167302,African-American,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,93,0.03,2.2599520683288574,0.003680344671010971,2.4999999848063226e-09,True,Female,47.31718934830975,37.999971605007495,African-American,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,101,0.03,0.9801785945892334,0.0059214686043560505,4.999999969612645e-09,True,Male,18.012692847591687,36.83722498222158,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,102,0.03,1.7381203174591064,7.024919341347413e-06,3.3333329430007552e-09,True,Female,18.000517265997363,37.999866077494346,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,106,0.03,1.7376078367233276,0.0005901188706047833,3.3333329430007552e-09,True,Female,18.3907423146326,37.9999789307572,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,107,0.03,1.0104796886444092,2.241783931822283e-06,4.999999969612645e-09,True,Male,18.000326361404618,37.9999789307572,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,108,0.03,1.0052632093429565,0.005278959404677153,4.999999969612645e-09,True,Male,18.520145404461587,37.84478602354906,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,111,0.03,2.2244977951049805,0.03718167170882225,2.4999999848063226e-09,True,Female,36.2505424239305,36.56953655907815,African-American,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,116,0.03,1.6250135898590088,0.03359592333436012,3.3333329430007552e-09,True,Female,18.000019631101118,29.911512274902933,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,118,0.03,1.7258847951889038,0.0009513983386568725,3.3333329430007552e-09,True,Female,18.00047466946337,37.18583990917929,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,122,0.03,1.723835825920105,0.0017485683783888817,3.3333329430007552e-09,True,Female,18.03155932683961,37.05117904403846,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,125,0.03,1.7381219863891602,6.180908940223162e-07,3.3333329430007552e-09,True,Female,18.00003668299657,37.999932476127576,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,128,0.03,2.263505458831787,0.0015112063847482204,2.4999999848063226e-09,True,Female,48.78460198621613,37.99999946046092,African-American,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,142,0.03,1.0103620290756226,0.0003584684745874256,4.999999969612645e-09,True,Male,18.0507215411817,37.99993143346715,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,143,0.03,0.9519384503364563,0.019381757825613022,9.99999993922529e-09,True,Male,27.0,36.17366172042823,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,144,0.03,0.8192549347877502,0.0781138464808464,0.3333333432674408,True,Male,22.469613682412493,31.00761313866284,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,147,0.03,2.2469964027404785,0.010061345063149929,2.4999999848063226e-09,True,Female,42.09443450015786,37.804200358849045,African-American,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,161,0.03,1.7005584239959717,0.010027234442532063,3.3333329430007552e-09,True,Female,18.000264980353098,35.4609118312315,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,162,0.03,1.6445690393447876,0.01353322435170412,3.3333329430007552e-09,True,Female,18.000264980353098,31.41698871800312,Caucasian,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,169,0.03,2.2639617919921875,0.00028937141178175807,2.4999999848063226e-09,True,Female,48.96614878566894,37.999987986507,African-American,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,175,0.03,2.250847339630127,0.009071181528270245,2.4999999848063226e-09,True,Female,42.966293898591765,37.999929817270655,African-American,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,183,0.03,2.239589214324951,0.01886775530874729,2.4999999848063226e-09,True,Female,41.93907395220108,37.18764190003591,African-American,F
d243ad43-9c35-40d4-8c13-1a2e5aad4d15,188,0.03,1.5705584287643433,0.0655752494931221,3.3333329430007552e-09,True,Female,18.000194821100507,25.365755815431584,Caucasian,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,3,0.03,0.9851563572883606,0.060319822281599045,4.999999969612645e-09,True,Female,18.000015708906407,34.92327674662306,Caucasian,M
add3c9e7-a1b6-4e3a-b104-5c05181053a7,5,0.03,1.7680163383483887,1.226941094500944e-05,3.3333329430007552e-09,True,Female,18.000296742661423,37.999515663955314,Caucasian,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,38,0.03,1.0571132898330688,0.0021901943255215883,4.999999969612645e-09,True,Female,18.03456956792697,37.84718467374488,Caucasian,M
add3c9e7-a1b6-4e3a-b104-5c05181053a7,40,0.03,1.768022894859314,6.300315362750553e-07,3.3333329430007552e-09,True,Female,18.000307421886188,37.999966703593465,Caucasian,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,43,0.03,1.0610871315002441,9.038755592882808e-07,4.999999969612645e-09,True,Female,18.000307421886188,37.99997995395002,Caucasian,M
add3c9e7-a1b6-4e3a-b104-5c05181053a7,55,0.03,1.642664909362793,0.07541876286268234,3.3333329430007552e-09,True,Female,24.208340676365747,30.24460806930072,Caucasian,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,67,0.03,2.24184250831604,0.014814826659858227,2.4999999848063226e-09,True,Male,30.02997513135863,37.99998733357183,Caucasian,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,84,0.03,1.714932918548584,0.00875536072999239,3.3333329430007552e-09,True,Female,18.000022746775613,34.30717479133274,Caucasian,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,85,0.03,1.6528838872909546,0.01462454255670309,3.3333329430007552e-09,True,Female,18.75273585029053,29.790240661916,Caucasian,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,101,0.03,1.0598434209823608,0.0016301266150549054,4.999999969612645e-09,True,Female,18.23187440141916,37.99995599720947,Caucasian,M
add3c9e7-a1b6-4e3a-b104-5c05181053a7,108,0.03,1.7597137689590454,0.001206201035529375,3.3333329430007552e-09,True,Female,20.730716767888605,37.999976275636016,Caucasian,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,109,0.03,1.0610867738723755,1.4592960724257864e-06,4.999999969612645e-09,True,Female,18.0003859075184,37.999979930767935,Caucasian,M
add3c9e7-a1b6-4e3a-b104-5c05181053a7,116,0.03,1.7680209875106812,3.5759221646003425e-06,3.3333329430007552e-09,True,Female,18.000376429043367,37.99985045351583,Caucasian,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,152,0.03,2.6522791385650635,0.06138738989830017,1.999999943436137e-09,True,Male,28.445270025243307,37.99718555874614,African-American,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,154,0.03,1.719984769821167,0.003922354895621538,3.3333329430007552e-09,True,Female,18.03395084669859,34.67852453068985,Caucasian,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,157,0.03,1.7680230140686035,5.643121312459698e-07,3.3333329430007552e-09,True,Female,18.000309852827638,37.999972057302045,Caucasian,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,161,0.03,1.061086893081665,9.171010333375307e-07,4.999999969612645e-09,True,Female,18.000309852827638,37.999972057302045,Caucasian,M
add3c9e7-a1b6-4e3a-b104-5c05181053a7,166,0.03,2.237344980239868,0.015129064209759235,2.4999999848063226e-09,True,Female,50.258032721611286,37.58617449109628,African-American,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,170,0.03,1.0168253183364868,0.025311188772320747,4.999999969612645e-09,True,Female,18.46853731855923,36.31593733653724,Caucasian,M
add3c9e7-a1b6-4e3a-b104-5c05181053a7,171,0.03,2.6464648246765137,0.07739833742380142,1.999999943436137e-09,True,Male,46.868341971872425,37.838236692439416,African-American,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,172,0.03,1.768020749092102,1.1631857887550723e-05,3.3333329430007552e-09,True,Female,18.00106313038861,37.99997735304492,Caucasian,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,174,0.03,1.056830644607544,0.0023183024022728205,4.999999969612645e-09,True,Female,18.00106313038861,37.82847175151544,Caucasian,M
add3c9e7-a1b6-4e3a-b104-5c05181053a7,175,0.03,2.666236400604248,0.009571029804646969,1.999999943436137e-09,True,Male,19.54624106464485,37.99968437381649,African-American,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,178,0.03,1.721200704574585,0.002529520308598876,3.3333329430007552e-09,True,Female,18.0000240268579,34.75747307863699,Caucasian,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,187,0.03,1.6522092819213867,0.05155489221215248,3.3333329430007552e-09,True,Female,27.10362648399889,31.48567601698744,Caucasian,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,188,0.03,1.0509655475616455,0.017511101439595222,4.999999969612645e-09,True,Female,19.82138416459896,37.97345480726569,Caucasian,M
add3c9e7-a1b6-4e3a-b104-5c05181053a7,195,0.03,1.7680226564407349,3.2914615530899027e-06,3.3333329430007552e-09,True,Female,18.000520786542655,37.99999290587484,Caucasian,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,198,0.03,0.9850285053253174,0.03921004384756088,0.1666666716337204,True,Female,39.23691415743131,37.42816130371763,Caucasian,M
add3c9e7-a1b6-4e3a-b104-5c05181053a7,208,0.03,2.2136943340301514,0.057011619210243225,2.4999999848063226e-09,True,Female,50.99442614274344,35.42360025913398,African-American,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,214,0.03,1.752001166343689,0.0015761925606057048,3.3333329430007552e-09,True,Female,18.000238904993857,36.91285630468408,Caucasian,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,217,0.03,2.6488072872161865,0.07219982892274857,1.999999943436137e-09,True,Male,31.30119500670705,37.93335575365678,African-American,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,220,0.03,2.6690385341644287,0.0035084921400994062,1.999999943436137e-09,True,Male,18.065782709749488,37.97353625263982,African-American,F
add3c9e7-a1b6-4e3a-b104-5c05181053a7,221,0.03,2.6688501834869385,0.0044028740376234055,1.999999943436137e-09,True,Male,18.154028745747,37.97353625263982,African-American,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,2,0.03,0.9011151194572449,0.001969303470104933,4.999999969612645e-09,True,Female,50.36423015606344,37.99998678818592,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,11,0.03,0.8404597043991089,0.05175567790865898,4.999999969612645e-09,True,Female,38.85970584048735,33.93971457171012,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,12,0.03,1.6536190509796143,0.028949102386832237,3.3333329430007552e-09,True,Female,51.32224507607448,36.37969364569619,African-American,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,13,0.03,1.0937227010726929,1.5091922023202642e-06,4.999999969612645e-09,True,Female,18.000262084764742,37.999979849226094,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,22,0.03,1.6778359413146973,0.0004944577231071889,3.3333329430007552e-09,True,Female,49.29153987812033,37.9813449233878,African-American,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,24,0.03,0.9032958149909973,0.00022745493333786726,4.999999969612645e-09,True,Female,49.30811865494734,37.99995319032371,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,27,0.03,0.7766543030738831,0.02952483482658863,9.99999993922529e-09,True,Female,57.0,33.51286428639787,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,31,0.03,0.8963291645050049,0.0022189461160451174,4.999999969612645e-09,True,Female,49.28331846556578,37.73054027345768,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,43,0.03,1.0937104225158691,1.6254018191830255e-05,4.999999969612645e-09,True,Female,18.001230906076096,37.99982756988992,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,52,0.03,1.0936813354492188,7.179296517278999e-05,4.999999969612645e-09,True,Female,18.00459663735119,37.99992939382869,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,53,0.03,0.9033209681510925,0.00014836021000519395,4.999999969612645e-09,True,Female,49.29713517241247,37.99998472621628,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,64,0.03,0.9032901525497437,0.00030115703702904284,4.999999969612645e-09,True,Female,49.30916255069009,37.999822473759245,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,66,0.03,1.093674898147583,7.808552618371323e-05,4.999999969612645e-09,True,Female,18.00497819548995,37.999794690698536,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,67,0.03,0.9031375646591187,0.0004684134910348803,4.999999969612645e-09,True,Female,49.380129513278455,37.99997231308964,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,68,0.03,0.9031372666358948,0.0005016331560909748,4.999999969612645e-09,True,Female,49.380129513278455,37.99996145091069,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,70,0.03,0.8119131922721863,0.02848229371011257,9.99999993922529e-09,True,Female,57.0,34.85270206839857,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,89,0.03,1.0937139987945557,1.2687131857092027e-05,4.999999969612645e-09,True,Female,18.00111003079389,37.99994083044252,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,95,0.03,0.9033365845680237,9.663926903158426e-05,4.999999969612645e-09,True,Female,49.29019464800904,37.99999377997298,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,96,0.03,0.8775807619094849,0.0044230809435248375,4.999999969612645e-09,True,Female,49.29019464800904,37.01158554391536,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,106,0.03,0.7864367961883545,0.09653610736131668,4.999999969612645e-09,True,Female,45.16795288059407,32.99136438582945,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,111,0.03,1.093716025352478,9.544875865685754e-06,4.999999969612645e-09,True,Female,18.000836025133697,37.99991605657125,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,116,0.03,1.0937225818634033,1.6519255723324022e-06,4.999999969612645e-09,True,Female,18.000295166648407,37.99998899079389,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,119,0.03,0.9033188819885254,0.0002244313945993781,4.999999969612645e-09,True,Female,49.298118165639295,37.99998919521065,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,122,0.03,0.903325617313385,0.00010970578296110034,4.999999969612645e-09,True,Female,49.29476703971128,37.99996193041112,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,131,0.03,1.0937137603759766,1.526651431049686e-05,4.999999969612645e-09,True,Female,18.00120029627438,37.99997213510146,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,143,0.03,1.6724950075149536,0.012239371426403522,3.3333329430007552e-09,True,Female,51.47900338174737,37.760385347206345,African-American,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,148,0.03,1.6780648231506348,0.00040153731242753565,3.3333329430007552e-09,True,Female,49.31864382864568,37.99995940701785,African-American,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,149,0.03,1.0937221050262451,1.728137362988491e-06,4.999999969612645e-09,True,Female,18.00030809480789,37.999972579462685,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,152,0.03,0.8921452164649963,0.00434049591422081,4.999999969612645e-09,True,Female,49.10635049555084,37.55452689174446,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,163,0.03,0.8765904307365417,0.017727011814713478,9.99999993922529e-09,True,Female,56.954493200162986,37.310425103630166,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,168,0.03,0.7365421056747437,0.10856512933969498,0.1666666716337204,True,Female,49.28312365737863,31.586079055431103,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,169,0.03,1.093721866607666,1.9462427189864684e-06,4.999999969612645e-09,True,Female,18.000350069202728,37.99998013678843,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,177,0.03,1.6393638849258423,0.12817436456680298,3.3333329430007552e-09,True,Female,33.1643113336724,31.91680640730576,African-American,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,178,0.03,1.6202468872070312,0.13880792260169983,3.3333329430007552e-09,True,Female,38.87251515889455,31.91680640730576,African-American,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,182,0.03,0.8424774408340454,0.02481061778962612,4.999999969612645e-09,True,Female,48.67053500585517,35.60447582677397,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,188,0.03,1.0937086343765259,2.5054352590814233e-05,4.999999969612645e-09,True,Female,18.001806976634374,37.99999788494673,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,191,0.03,0.9031705260276794,0.00030718292691744864,4.999999969612645e-09,True,Female,49.36528725234932,37.99998851028895,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,193,0.03,1.093719482421875,4.775878096552333e-06,4.999999969612645e-09,True,Female,18.00033422455222,37.99985988321709,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,197,0.03,1.0936975479125977,4.131082459934987e-05,4.999999969612645e-09,True,Female,18.002886107204162,37.99994096917777,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,202,0.03,1.0937213897705078,2.2974854800850153e-06,4.999999969612645e-09,True,Female,18.000390537708462,37.99997997162533,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,208,0.03,0.9033598899841309,8.313553553307429e-05,4.999999969612645e-09,True,Female,49.279299112012325,37.99995694175973,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,213,0.03,0.8771598935127258,0.017062315717339516,9.99999993922529e-09,True,Female,57.0,37.33207652144747,Caucasian,F
9da27507-a0e1-4264-bf89-4a545fcdfa1d,225,0.03,1.0937209129333496,3.6359085697768023e-06,4.999999969612645e-09,True,Female,18.000477808796578,37.99999049618765,Caucasian,F
a99a3acc-21a2-42bf-8ae9-8b980a53d9b4,8,0.03,2.147310495376587,0.0005670034443028271,2.4999999848063226e-09,True,Female,72.76959475969934,0.0008051378414297,African-American,M
a99a3acc-21a2-42bf-8ae9-8b980a53d9b4,12,0.03,2.6084964275360107,4.0334381168349864e-08,1.999999943436137e-09,True,Female,79.9999970827495,4.6133840345997934e-11,African-American,F
a99a3acc-21a2-42bf-8ae9-8b980a53d9b4,29,0.03,2.1440789699554443,0.0013900622725486755,2.4999999848063226e-09,True,Female,72.22298790696158,0.053196403770358,African-American,M
a99a3acc-21a2-42bf-8ae9-8b980a53d9b4,31,0.03,0.8968019485473633,4.7507858758066845e-11,4.999999969612645e-09,True,Male,79.99999999999974,4.019007349143066e-14,Caucasian,M
a99a3acc-21a2-42bf-8ae9-8b980a53d9b4,33,0.03,0.8063660860061646,0.049290042370557785,4.999999969612645e-09,True,Male,74.73032545358058,1.8529566825258672,Caucasian,M
a99a3acc-21a2-42bf-8ae9-8b980a53d9b4,34,0.03,0.707269549369812,0.06619825214147568,4.999999969612645e-09,True,Male,68.45630207758897,1.4034133861859908,Caucasian,M
a99a3acc-21a2-42bf-8ae9-8b980a53d9b4,52,0.03,2.6083695888519287,0.002539214212447405,1.999999943436137e-09,True,Female,79.99999838987824,0.0964903426776339,African-American,F
a99a3acc-21a2-42bf-8ae9-8b980a53d9b4,70,0.03,2.1286368370056152,0.002588690724223852,2.4999999848063226e-09,True,Female,69.45192212374586,0.0375506616170388,African-American,M
