query_uuid,cf_index,sigma,proximity,geometric_instability,intervention_instability,is_pareto_optimal,status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker
6569df7a-07db-43be-8602-0ffe87b1ffd3,231,0.03,3.7580132484436035,1.7259349822998047,0.1375291347503662,True,0 <= ... < 200 DM,59.97892214291075,no credits taken/ all credits paid back duly,education,15944.34478312999,A61,unemployed,3.996568414283487,male : single,co-applicant,2.997003956580922,"if not A121/A122 : car or other, not in attribute 6",33.971280569695125,stores,own,3.993539915605728,skilled employee / official,1.1691970110885233,none,yes
6569df7a-07db-43be-8602-0ffe87b1ffd3,235,0.03,4.107873439788818,1.9156485795974731,0.07326007634401321,True,0 <= ... < 200 DM,59.36654521203342,delay in paying off in the past,education,15899.182747002784,A61,4 <= ... < 7 years,3.826017719141285,male : divorced/separated,none,3.9830097545379575,"if not A121/A122 : car or other, not in attribute 6",38.371792796886815,bank,rent,2.520833575497388,skilled employee / official,1.938020042578616,"yes, registered under the customers name",yes
6569df7a-07db-43be-8602-0ffe87b1ffd3,236,0.03,3.7994608879089355,1.6576719284057617,0.07905983179807663,True,0 <= ... < 200 DM,59.35408554696293,delay in paying off in the past,education,15902.028925414945,A61,unemployed,3.986192614627063,male : divorced/separated,none,2.119790193200765,"if not A121/A122 : car or other, not in attribute 6",38.371792796886815,bank,rent,2.520833575497388,skilled employee / official,1.938021329669125,"yes, registered under the customers name",yes
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,4,0.03,4.138833522796631,0.721930980682373,9.090910246811745e-10,True,no checking account,5.094059030734645,critical account/ other credits existing (not at this bank),radio/television,276.46353150397795,A64,4 <= ... < 7 years,1.005388426744589,male : married/widowed,guarantor,3.998204014670161,real estate,55.36069376092778,none,own,1.0000345843249696,unemployed/ unskilled - non-resident,1.00000388660299,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,5,0.03,4.003057479858398,0.6869807243347168,0.2075757533311844,True,no checking account,24.26207237821633,critical account/ other credits existing (not at this bank),radio/television,1213.9479164764816,A64,4 <= ... < 7 years,3.768763284305619,male : married/widowed,guarantor,3.901341721543425,real estate,55.36069376092778,none,own,1.0000345843249696,unemployed/ unskilled - non-resident,1.000000017857673,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,6,0.03,3.741915464401245,1.0605111122131348,0.30000001192092896,True,no checking account,24.0,critical account/ other credits existing (not at this bank),radio/television,699.4691852518876,A64,4 <= ... < 7 years,3.883728435736203,male : married/widowed,guarantor,3.998215774995442,real estate,47.99999999793504,none,own,1.0002571587604236,skilled employee / official,1.000000002268775,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,7,0.03,3.4645135402679443,1.1364837884902954,0.3300865888595581,True,no checking account,23.40771929860794,delay in paying off in the past,radio/television,315.3270176892761,A64,4 <= ... < 7 years,3.920888584111375,male : married/widowed,guarantor,3.9979641078189614,real estate,47.99999999793504,stores,own,1.000408809514645,unemployed/ unskilled - non-resident,1.000000003415878,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,56,0.03,3.162606954574585,0.777398407459259,0.347222238779068,True,no checking account,24.659640634110342,delay in paying off in the past,radio/television,337.2815327660471,A64,4 <= ... < 7 years,3.990436248014812,male : married/widowed,guarantor,3.999999920203368,real estate,48.000005927009326,stores,own,1.0109420459979948,skilled employee / official,1.0000089376216788,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,88,0.03,3.469331979751587,1.7699861526489258,0.17407406866550446,True,no checking account,14.572480774083036,critical account/ other credits existing (not at this bank),radio/television,1025.8957114126465,A61,4 <= ... < 7 years,3.999258472683017,male : single,none,3.998983911452812,real estate,43.01572712533478,none,own,1.0000427276793111,skilled employee / official,1.0012160177800042,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,89,0.03,3.254833459854126,1.668473243713379,0.17777778208255768,True,no checking account,5.51642882961518,critical account/ other credits existing (not at this bank),radio/television,618.8741393257236,A61,4 <= ... < 7 years,2.081754491165942,male : married/widowed,guarantor,3.999844714933091,real estate,63.38511011375613,stores,own,1.0000540554507449,skilled employee / official,1.000150388928021,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,102,0.03,3.5393285751342773,1.4509350061416626,0.07407407462596893,True,no checking account,4.318234468082448,critical account/ other credits existing (not at this bank),radio/television,379.7770181181409,A64,.. >= 7 years,2.68438702006866,male : married/widowed,none,3.9341817180085017,real estate,73.5911409783778,none,own,1.0031271759063023,skilled employee / official,1.0000498801505435,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,103,0.03,2.9670491218566895,1.3016995191574097,0.2638888657093048,True,no checking account,4.318234468082448,delay in paying off in the past,radio/television,279.33447480479884,A64,.. >= 7 years,2.586564992585997,male : married/widowed,none,2.540539685439765,real estate,74.14695359489312,stores,own,1.092325821643325,skilled employee / official,1.000081291385383,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,107,0.03,3.5021719932556152,1.6136149168014526,0.14537036418914795,True,... >= 200 DM / salary assignments for at least 1 year,4.3753489217322885,delay in paying off in the past,others,299.0038046728419,A64,4 <= ... < 7 years,3.999982016429636,male : married/widowed,none,3.997756357640528,real estate,68.97232645333955,none,own,1.000001374947201,skilled employee / official,1.0019928807867091,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,121,0.03,3.487431049346924,1.4781078100204468,0.17870371043682098,True,no checking account,4.546054260275199,critical account/ other credits existing (not at this bank),radio/television,284.09182751993865,A64,4 <= ... < 7 years,3.987589809663711,male : married/widowed,guarantor,3.999976088847865,real estate,59.093631139750784,stores,own,1.0000027685511697,skilled employee / official,1.0016985138514585,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,141,0.03,3.1786530017852783,1.457173466682434,0.2083333283662796,True,no checking account,6.701685423148783,delay in paying off in the past,radio/television,279.34824153857977,A64,.. >= 7 years,3.8086491315683455,male : married/widowed,guarantor,3.862952554711184,real estate,48.070219568087474,stores,own,1.0000154456805126,skilled employee / official,1.0000360553782464,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,147,0.03,3.797670364379883,1.4007774591445923,0.06666667014360428,True,no checking account,4.0016800644895865,existing credits paid back duly till now,car (used),279.0241249627112,A64,.. >= 7 years,3.26306204531186,male : married/widowed,none,3.998681318641733,real estate,74.98290921166128,none,own,1.0000012737423054,skilled employee / official,1.001019282753444,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,149,0.03,3.494994878768921,1.5363578796386719,0.17407406866550446,True,no checking account,4.0016800644895865,existing credits paid back duly till now,car (used),992.332565063556,A64,... < 1 year,3.26306204531186,male : married/widowed,none,3.998681318641733,real estate,38.77892016460581,none,own,1.0000000032499388,skilled employee / official,1.0010258714406088,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,151,0.03,2.8915328979492188,1.770912528038025,0.2142857164144516,True,no checking account,4.046671453547908,delay in paying off in the past,others,315.69094156642194,A64,... < 1 year,3.9990484582556096,male : married/widowed,none,3.999367694176165,real estate,74.9710014046285,stores,own,1.0000000910708953,skilled employee / official,1.0000067209532104,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,162,0.03,3.7756378650665283,1.2076120376586914,0.09696969389915466,True,no checking account,8.862856223873994,critical account/ other credits existing (not at this bank),radio/television,296.3803840810146,A64,4 <= ... < 7 years,3.3412047127475715,male : single,none,3.832030386883832,real estate,68.09925957412538,none,own,1.0001572151808822,skilled employee / official,1.006464451333691,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,193,0.03,3.164973497390747,1.5482597351074219,0.2142857164144516,True,... >= 200 DM / salary assignments for at least 1 year,23.856849149050245,delay in paying off in the past,radio/television,291.9331856376696,A64,4 <= ... < 7 years,3.738500753930013,male : married/widowed,guarantor,3.999012412205606,real estate,52.77484167983522,stores,own,1.001758512250685,skilled employee / official,1.0000693056129837,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,194,0.03,2.4749903678894043,2.0363543033599854,0.4285714328289032,True,... >= 200 DM / salary assignments for at least 1 year,4.160652112136921,delay in paying off in the past,radio/television,1057.49559464327,A61,... < 1 year,3.993985739940028,male : married/widowed,none,3.977106970279037,real estate,47.96047485431392,none,own,1.000366355423066,skilled employee / official,1.000018425863332,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,195,0.03,4.388598442077637,1.4886211156845093,8.333334022836425e-10,True,no checking account,7.145726884416836,critical account/ other credits existing (not at this bank),others,639.6469094494116,A64,4 <= ... < 7 years,1.0952383328398214,male : single,none,3.999732276520736,real estate,74.92046842889522,none,own,1.0000053349915548,skilled employee / official,1.000005940850733,"yes, registered under the customers name",no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,211,0.03,3.1746652126312256,2.0276687145233154,0.2083333283662796,True,... >= 200 DM / salary assignments for at least 1 year,14.406303643916562,delay in paying off in the past,car (used),601.9374770901005,A64,... < 1 year,3.999840727297402,male : married/widowed,none,3.999999182773693,real estate,60.32270487954124,stores,own,1.0054054892335136,unemployed/ unskilled - non-resident,1.0000173968927752,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,213,0.03,4.569264888763428,0.7168747782707214,0.02380952425301075,True,no checking account,7.88523849810278,critical account/ other credits existing (not at this bank),car (used),285.5655086669413,A64,4 <= ... < 7 years,1.655040945771567,male : single,guarantor,3.999929858938727,real estate,71.8013214813359,none,own,1.000000061503718,unemployed/ unskilled - non-resident,1.0390891538197051,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,214,0.03,4.551919937133789,0.7196560502052307,0.025641025975346565,True,no checking account,7.88523849810278,critical account/ other credits existing (not at this bank),car (used),278.92412358108663,A64,4 <= ... < 7 years,1.655040945771567,male : single,guarantor,3.999929858938727,real estate,56.38074552636184,none,own,1.000000061503963,unemployed/ unskilled - non-resident,1.0390891538197051,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,215,0.03,4.107855319976807,0.748674213886261,0.02777777798473835,True,no checking account,7.882783880607572,critical account/ other credits existing (not at this bank),radio/television,286.1960940364518,A64,4 <= ... < 7 years,1.6622081449256036,male : single,guarantor,3.999929858938727,real estate,71.8013214813359,none,own,1.000000061503718,skilled employee / official,1.0390891538197051,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,228,0.03,3.8611948490142822,0.7327523231506348,0.03030303120613098,True,no checking account,4.687642553121821,critical account/ other credits existing (not at this bank),radio/television,278.05222490637203,A64,4 <= ... < 7 years,1.7552517619355652,male : married/widowed,guarantor,3.963336914773651,real estate,74.71629286224905,none,own,1.000032486781686,skilled employee / official,1.0000010659489431,none,no
3cf722ae-5bb2-4a09-93b6-a76ae2e892c3,231,0.03,3.5145909786224365,1.0839993953704834,0.11574073880910873,True,no checking account,4.125276348291695,delay in paying off in the past,radio/television,310.77086554030734,A64,4 <= ... < 7 years,3.9640747582390112,male : married/widowed,guarantor,3.937404722034565,real estate,74.4886679492058,none,own,1.0000498797603354,skilled employee / official,1.000032322714892,none,no
7242175a-a239-47ec-b54a-a68c646beca7,5,0.03,3.5652754306793213,1.4954981803894043,0.02777777798473835,True,no checking account,12.101902453750064,critical account/ other credits existing (not at this bank),car (used),1484.4243095908762,A62,4 <= ... < 7 years,2.605336811982004,male : single,none,1.821939920061033,if not A121 : building society savings agreement/ life insurance,74.26965394997744,none,own,1.012248433953031,skilled employee / official,1.0004531251844366,"yes, registered under the customers name",no
7242175a-a239-47ec-b54a-a68c646beca7,6,0.03,3.290426254272461,0.8944823145866394,0.15454545617103577,True,no checking account,35.49526549167163,critical account/ other credits existing (not at this bank),car (used),1518.518724518702,A61,4 <= ... < 7 years,2.615782798751518,male : single,none,1.9749935770605225,if not A121 : building society savings agreement/ life insurance,74.26965394997744,none,own,1.01148081533201,skilled employee / official,1.0004531251844366,"yes, registered under the customers name",no
7242175a-a239-47ec-b54a-a68c646beca7,9,0.03,2.1326236724853516,1.9155174493789673,0.4206349551677704,True,... < 0 DM,17.999991127021445,no credits taken/ all credits paid back duly,business,543.4165651055434,A63,4 <= ... < 7 years,3.006240046948472,male : single,none,1.006461931282573,if not A121 : building society savings agreement/ life insurance,71.43529783444154,bank,own,1.0001235662235493,skilled employee / official,1.0000063638068954,"yes, registered under the customers name",no
7242175a-a239-47ec-b54a-a68c646beca7,12,0.03,3.531463146209717,0.6813713908195496,0.12121212482452393,True,no checking account,9.56426619742553,existing credits paid back duly till now,business,302.997554709808,A64,4 <= ... < 7 years,3.7940371973563294,male : single,none,1.3458365768987042,real estate,63.32705415566558,none,own,1.0011777249672809,skilled employee / official,1.00000303784166,"yes, registered under the customers name",no
7242175a-a239-47ec-b54a-a68c646beca7,13,0.03,3.2332468032836914,1.1447681188583374,0.09090909361839294,True,no checking account,9.56426619742553,existing credits paid back duly till now,business,393.52641521741486,A64,4 <= ... < 7 years,1.1437843242214525,male : single,none,1.0101886591317013,real estate,23.72592714896645,none,own,1.000424078349251,skilled employee / official,1.0393494965526806,"yes, registered under the customers name",yes
7242175a-a239-47ec-b54a-a68c646beca7,38,0.03,2.45520281791687,1.4380731582641602,0.1666666716337204,True,no checking account,24.27110000172086,existing credits paid back duly till now,business,1160.7445471315923,A61,4 <= ... < 7 years,3.028138588776435,male : single,none,1.000000000019767,real estate,30.93177294693143,bank,own,1.009352659314954,skilled employee / official,1.00000002723092,"yes, registered under the customers name",yes
7242175a-a239-47ec-b54a-a68c646beca7,99,0.03,2.6344027519226074,0.983313798904419,0.2063492089509964,True,... >= 200 DM / salary assignments for at least 1 year,17.51725580265471,no credits taken/ all credits paid back duly,business,3079.670280778845,A64,4 <= ... < 7 years,1.0082739758754011,male : single,none,1.0002445141326823,if not A121 : building society savings agreement/ life insurance,70.56734076626961,bank,own,1.0000002367608751,skilled employee / official,1.0000000118524754,"yes, registered under the customers name",no
7242175a-a239-47ec-b54a-a68c646beca7,100,0.03,4.1960344314575195,1.5352039337158203,7.692307346651717e-10,True,... >= 200 DM / salary assignments for at least 1 year,4.097760944437782,existing credits paid back duly till now,car (used),1388.460644505686,A64,4 <= ... < 7 years,1.3692466961291965,male : single,guarantor,3.430123602949908,real estate,73.70111680410176,none,own,1.0013441732910966,skilled employee / official,1.001217098418782,"yes, registered under the customers name",no
7242175a-a239-47ec-b54a-a68c646beca7,106,0.03,3.469529867172241,0.5641822814941406,0.16060605645179749,True,no checking account,11.928465061288144,critical account/ other credits existing (not at this bank),car (used),1114.3675150590934,A64,4 <= ... < 7 years,2.7088837617146457,male : single,none,1.0000062079419607,if not A121 : building society savings agreement/ life insurance,31.973997635885222,none,own,1.0190490689337015,skilled employee / official,1.000039870962306,"yes, registered under the customers name",no
7242175a-a239-47ec-b54a-a68c646beca7,127,0.03,3.8811964988708496,0.5288930535316467,8.333334022836425e-10,True,no checking account,4.240559599625657,existing credits paid back duly till now,car (used),1666.138694272392,A64,4 <= ... < 7 years,1.8743479939475287,male : single,none,3.717475713781544,real estate,41.2631487823484,none,own,1.0000015878314112,skilled employee / official,1.0003346935073687,"yes, registered under the customers name",no
7242175a-a239-47ec-b54a-a68c646beca7,135,0.03,3.4376473426818848,0.7687532305717468,0.03333333507180214,True,no checking account,4.603012530074346,critical account/ other credits existing (not at this bank),business,307.07174617739616,A64,4 <= ... < 7 years,1.004116108347792,male : single,none,3.587985702291223,if not A121 : building society savings agreement/ life insurance,72.20939375115763,none,own,1.0000251479413245,skilled employee / official,1.001113769236906,"yes, registered under the customers name",no
7242175a-a239-47ec-b54a-a68c646beca7,137,0.03,2.181536912918091,1.274570345878601,0.2916666865348816,True,... < 0 DM,4.750442847847138,critical account/ other credits existing (not at this bank),business,421.7752827943475,A61,4 <= ... < 7 years,3.038457551391442,male : single,none,1.1359235848197358,if not A121 : building society savings agreement/ life insurance,71.94622867401877,bank,own,2.110311488378811,skilled employee / official,1.000287227636388,"yes, registered under the customers name",no
7242175a-a239-47ec-b54a-a68c646beca7,138,0.03,2.1531052589416504,1.8983783721923828,0.1984127014875412,True,... < 0 DM,5.2019257519429365,no credits taken/ all credits paid back duly,business,497.9111062584053,A65,4 <= ... < 7 years,2.6353540209675588,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,72.1937393740094,bank,own,1.0001217770157935,skilled employee / official,1.009207559522959,"yes, registered under the customers name",no
7242175a-a239-47ec-b54a-a68c646beca7,139,0.03,2.1445720195770264,1.9133507013320923,0.3492063581943512,True,... < 0 DM,5.2019257519429365,no credits taken/ all credits paid back duly,business,492.9421652453291,A65,4 <= ... < 7 years,3.0034036218773403,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,71.34741884639107,bank,own,1.0001160904080364,skilled employee / official,1.009207559522959,"yes, registered under the customers name",no
7242175a-a239-47ec-b54a-a68c646beca7,163,0.03,3.4753644466400146,0.6178363561630249,0.15454545617103577,True,no checking account,9.294692415194188,existing credits paid back duly till now,business,1344.332564212646,A64,4 <= ... < 7 years,3.4417018313590177,male : single,none,1.0000034604556045,real estate,38.84159211940145,none,own,1.0292687307878747,skilled employee / official,1.0000010744916714,"yes, registered under the customers name",no
7242175a-a239-47ec-b54a-a68c646beca7,178,0.03,3.1954479217529297,0.9583743214607239,0.10000000149011612,True,... >= 200 DM / salary assignments for at least 1 year,4.50495678268652,critical account/ other credits existing (not at this bank),business,1026.3269136653444,A64,4 <= ... < 7 years,2.999866345279279,male : single,none,2.0193269985226365,if not A121 : building society savings agreement/ life insurance,38.87693159066935,none,own,1.0002522425483504,skilled employee / official,1.0000000127803166,"yes, registered under the customers name",no
7242175a-a239-47ec-b54a-a68c646beca7,180,0.03,3.8257546424865723,0.8455092310905457,8.333334022836425e-10,True,no checking account,4.464546540242989,critical account/ other credits existing (not at this bank),car (used),386.7684639260172,A64,4 <= ... < 7 years,1.7025494312210816,male : single,none,2.69103907923171,if not A121 : building society savings agreement/ life insurance,42.62260767287741,none,own,1.0144011478118449,unemployed/ unskilled - non-resident,1.0055145106179468,"yes, registered under the customers name",no
7242175a-a239-47ec-b54a-a68c646beca7,185,0.03,3.6225392818450928,0.647489070892334,0.09090909361839294,True,no checking account,18.15290549500133,critical account/ other credits existing (not at this bank),business,953.7545137626504,A64,4 <= ... < 7 years,2.430166695345365,male : single,none,3.992246666444565,real estate,46.13403081517653,none,own,1.0000825161691609,skilled employee / official,1.0000002314262206,"yes, registered under the customers name",no
