ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,query_id
68.0,53.0,2.0,4.0,28.0,0.0,0.0,100.0,83.0,9.0,0.0,0.0,98.0,24.0,3.0,4.0,0.0,62.0,1.0,1.0,1.0,100.0,c679f6eb-bfbe-4332-964d-4e28e5d2dc3b
84.0,43.0,2.0,4.0,39.0,0.0,0.0,100.0,83.0,7.0,0.0,0.0,100.0,24.0,2.0,4.0,20.0,64.0,1.0,1.0,0.0,100.0,c679f6eb-bfbe-4332-964d-4e28e5d2dc3b
75.0,181.0,6.0,47.0,15.0,0.0,0.0,100.0,32.0,9.0,16.0,2.0,18.0,24.0,4.0,3.0,0.0,82.0,9.0,1.0,0.0,90.0,a60569b9-7f3f-419c-92ad-45423a44f58d
93.0,205.0,8.0,47.0,31.0,0.0,0.0,100.0,83.0,7.0,13.0,2.0,19.0,24.0,4.0,3.0,39.0,91.0,9.0,1.0,1.0,92.0,a60569b9-7f3f-419c-92ad-45423a44f58d
93.0,197.0,5.0,69.0,12.0,0.0,0.0,100.0,17.0,7.0,13.0,2.0,19.0,24.0,3.0,3.0,0.0,84.0,9.0,1.0,2.0,90.0,a60569b9-7f3f-419c-92ad-45423a44f58d
67.0,189.0,0.0,53.0,41.0,0.0,0.0,100.0,83.0,7.0,13.0,2.0,20.0,24.0,4.0,3.0,0.0,85.0,9.0,1.0,2.0,89.0,a60569b9-7f3f-419c-92ad-45423a44f58d
72.0,199.0,4.0,65.0,67.0,0.0,0.0,100.0,83.0,7.0,15.0,2.0,15.0,24.0,3.0,3.0,58.0,89.0,8.0,1.0,2.0,94.0,a60569b9-7f3f-419c-92ad-45423a44f58d
93.0,226.0,13.0,43.0,14.0,0.0,0.0,100.0,10.0,7.0,12.0,1.0,12.0,24.0,2.0,6.0,0.0,54.0,8.0,1.0,0.0,92.0,a60569b9-7f3f-419c-92ad-45423a44f58d
93.0,196.0,21.0,56.0,22.0,0.0,0.0,100.0,70.0,7.0,7.0,1.0,19.0,24.0,4.0,5.0,0.0,52.0,8.0,1.0,0.0,99.0,a60569b9-7f3f-419c-92ad-45423a44f58d
76.0,205.0,10.0,26.0,45.0,0.0,0.0,100.0,83.0,6.0,12.0,1.0,19.0,24.0,4.0,6.0,26.0,52.0,9.0,1.0,1.0,90.0,a60569b9-7f3f-419c-92ad-45423a44f58d
70.0,210.0,12.0,70.0,33.0,0.0,0.0,100.0,10.0,8.0,11.0,1.0,18.0,24.0,3.0,6.0,0.0,50.0,9.0,1.0,0.0,91.0,a60569b9-7f3f-419c-92ad-45423a44f58d
68.0,199.0,15.0,36.0,67.0,0.0,0.0,100.0,83.0,6.0,11.0,1.0,19.0,24.0,4.0,6.0,47.0,51.0,10.0,1.0,1.0,88.0,a60569b9-7f3f-419c-92ad-45423a44f58d
70.0,219.0,0.0,60.0,40.0,0.0,0.0,100.0,11.0,7.0,16.0,1.0,21.0,24.0,6.0,0.0,0.0,48.0,10.0,1.0,3.0,92.0,a60569b9-7f3f-419c-92ad-45423a44f58d
85.0,218.0,0.0,58.0,16.0,0.0,0.0,100.0,32.0,6.0,14.0,1.0,19.0,24.0,6.0,1.0,0.0,48.0,9.0,1.0,0.0,90.0,a60569b9-7f3f-419c-92ad-45423a44f58d
93.0,218.0,0.0,53.0,59.0,0.0,0.0,100.0,82.0,6.0,16.0,1.0,19.0,24.0,7.0,1.0,80.0,53.0,11.0,1.0,2.0,88.0,a60569b9-7f3f-419c-92ad-45423a44f58d
93.0,198.0,0.0,52.0,20.0,0.0,0.0,100.0,83.0,6.0,18.0,1.0,19.0,24.0,6.0,1.0,0.0,42.0,10.0,1.0,3.0,87.0,a60569b9-7f3f-419c-92ad-45423a44f58d
66.0,215.0,0.0,44.0,67.0,0.0,0.0,100.0,83.0,6.0,18.0,1.0,22.0,24.0,5.0,1.0,38.0,55.0,10.0,1.0,3.0,89.0,a60569b9-7f3f-419c-92ad-45423a44f58d
77.0,156.0,0.0,41.0,21.0,0.0,0.0,100.0,71.0,9.0,26.0,3.0,25.0,24.0,8.0,6.0,0.0,81.0,3.0,2.0,0.0,61.0,024e1a2e-e0bf-40cd-8a79-7d39eeea12dd
68.0,164.0,3.0,58.0,51.0,0.0,0.0,100.0,83.0,6.0,22.0,3.0,27.0,24.0,8.0,4.0,0.0,81.0,4.0,2.0,0.0,61.0,024e1a2e-e0bf-40cd-8a79-7d39eeea12dd
93.0,157.0,6.0,43.0,19.0,0.0,0.0,100.0,70.0,6.0,24.0,3.0,20.0,24.0,6.0,6.0,0.0,78.0,3.0,3.0,0.0,62.0,024e1a2e-e0bf-40cd-8a79-7d39eeea12dd
64.0,150.0,5.0,24.0,65.0,0.0,0.0,100.0,83.0,6.0,25.0,3.0,25.0,24.0,8.0,6.0,29.0,86.0,4.0,2.0,0.0,61.0,024e1a2e-e0bf-40cd-8a79-7d39eeea12dd
93.0,148.0,4.0,34.0,38.0,0.0,0.0,100.0,83.0,7.0,25.0,3.0,26.0,24.0,8.0,6.0,21.0,87.0,4.0,3.0,0.0,67.0,024e1a2e-e0bf-40cd-8a79-7d39eeea12dd
77.0,160.0,0.0,90.0,27.0,0.0,0.0,93.0,62.0,6.0,28.0,2.0,27.0,24.0,5.0,8.0,0.0,94.0,4.0,3.0,0.0,64.0,024e1a2e-e0bf-40cd-8a79-7d39eeea12dd
64.0,171.0,0.0,77.0,37.0,0.0,0.0,91.0,75.0,9.0,28.0,2.0,30.0,24.0,6.0,9.0,0.0,103.0,4.0,2.0,0.0,61.0,024e1a2e-e0bf-40cd-8a79-7d39eeea12dd
93.0,185.0,0.0,56.0,19.0,0.0,0.0,92.0,75.0,6.0,27.0,2.0,28.0,24.0,6.0,9.0,3.0,102.0,4.0,2.0,0.0,59.0,024e1a2e-e0bf-40cd-8a79-7d39eeea12dd
67.0,169.0,0.0,82.0,62.0,0.0,0.0,94.0,83.0,7.0,27.0,2.0,22.0,24.0,4.0,9.0,10.0,99.0,4.0,2.0,0.0,62.0,024e1a2e-e0bf-40cd-8a79-7d39eeea12dd
84.0,183.0,0.0,53.0,42.0,0.0,0.0,93.0,83.0,6.0,25.0,2.0,27.0,24.0,7.0,9.0,12.0,107.0,3.0,2.0,0.0,62.0,024e1a2e-e0bf-40cd-8a79-7d39eeea12dd
93.0,125.0,20.0,67.0,23.0,0.0,0.0,90.0,74.0,9.0,22.0,1.0,24.0,24.0,9.0,8.0,0.0,65.0,5.0,1.0,0.0,66.0,024e1a2e-e0bf-40cd-8a79-7d39eeea12dd
77.0,127.0,16.0,49.0,52.0,0.0,0.0,93.0,83.0,5.0,22.0,1.0,27.0,24.0,8.0,9.0,0.0,66.0,5.0,1.0,0.0,63.0,024e1a2e-e0bf-40cd-8a79-7d39eeea12dd
65.0,102.0,10.0,44.0,67.0,0.0,0.0,92.0,83.0,5.0,25.0,1.0,25.0,24.0,9.0,10.0,0.0,63.0,5.0,1.0,1.0,66.0,024e1a2e-e0bf-40cd-8a79-7d39eeea12dd
91.0,130.0,15.0,44.0,65.0,0.0,0.0,92.0,83.0,5.0,27.0,1.0,28.0,24.0,8.0,9.0,45.0,71.0,5.0,1.0,1.0,63.0,024e1a2e-e0bf-40cd-8a79-7d39eeea12dd
93.0,111.0,13.0,87.0,34.0,0.0,0.0,91.0,79.0,5.0,25.0,1.0,28.0,24.0,8.0,9.0,0.0,78.0,5.0,1.0,0.0,63.0,024e1a2e-e0bf-40cd-8a79-7d39eeea12dd
86.0,203.0,58.0,104.0,11.0,16.0,16.0,100.0,0.0,7.0,8.0,0.0,56.0,0.0,1.0,0.0,20.0,70.0,1.0,1.0,3.0,54.0,85407380-cc48-4964-a1a0-0250aee40401
61.0,214.0,46.0,117.0,12.0,16.0,16.0,100.0,0.0,7.0,7.0,0.0,51.0,0.0,0.0,0.0,0.0,60.0,1.0,1.0,0.0,51.0,85407380-cc48-4964-a1a0-0250aee40401
86.0,206.0,50.0,117.0,0.0,16.0,0.0,100.0,0.0,7.0,7.0,0.0,61.0,0.0,0.0,0.0,34.0,65.0,2.0,1.0,0.0,56.0,85407380-cc48-4964-a1a0-0250aee40401
89.0,220.0,48.0,120.0,15.0,16.0,0.0,100.0,6.0,7.0,10.0,0.0,52.0,1.0,0.0,0.0,66.0,71.0,0.0,1.0,0.0,56.0,85407380-cc48-4964-a1a0-0250aee40401
87.0,240.0,54.0,132.0,11.0,4.0,16.0,100.0,14.0,7.0,5.0,0.0,53.0,5.0,0.0,0.0,119.0,55.0,1.0,1.0,0.0,53.0,85407380-cc48-4964-a1a0-0250aee40401
80.0,213.0,59.0,113.0,0.0,16.0,16.0,99.0,0.0,7.0,5.0,0.0,56.0,0.0,0.0,4.0,4.0,65.0,0.0,1.0,0.0,54.0,85407380-cc48-4964-a1a0-0250aee40401
85.0,237.0,61.0,65.0,7.0,16.0,0.0,100.0,0.0,7.0,3.0,0.0,57.0,0.0,0.0,3.0,32.0,53.0,0.0,1.0,0.0,52.0,85407380-cc48-4964-a1a0-0250aee40401
89.0,236.0,66.0,119.0,11.0,16.0,0.0,99.0,0.0,7.0,4.0,0.0,93.0,0.0,0.0,3.0,18.0,61.0,0.0,1.0,0.0,52.0,85407380-cc48-4964-a1a0-0250aee40401
90.0,236.0,61.0,112.0,12.0,5.0,0.0,100.0,24.0,7.0,5.0,0.0,54.0,8.0,0.0,3.0,113.0,54.0,0.0,1.0,0.0,52.0,85407380-cc48-4964-a1a0-0250aee40401
86.0,231.0,57.0,85.0,10.0,16.0,16.0,98.0,12.0,7.0,5.0,0.0,55.0,0.0,1.0,3.0,50.0,43.0,1.0,1.0,0.0,51.0,85407380-cc48-4964-a1a0-0250aee40401
93.0,239.0,47.0,90.0,11.0,16.0,16.0,91.0,11.0,6.0,13.0,0.0,56.0,0.0,0.0,2.0,30.0,71.0,0.0,1.0,0.0,45.0,85407380-cc48-4964-a1a0-0250aee40401
70.0,214.0,55.0,100.0,11.0,16.0,0.0,92.0,0.0,6.0,15.0,0.0,54.0,0.0,0.0,2.0,1.0,74.0,0.0,1.0,0.0,48.0,85407380-cc48-4964-a1a0-0250aee40401
91.0,211.0,51.0,93.0,1.0,16.0,0.0,95.0,0.0,7.0,14.0,0.0,77.0,0.0,0.0,2.0,10.0,86.0,0.0,1.0,0.0,47.0,85407380-cc48-4964-a1a0-0250aee40401
90.0,200.0,48.0,72.0,11.0,16.0,0.0,94.0,0.0,6.0,12.0,0.0,58.0,0.0,0.0,1.0,17.0,75.0,0.0,1.0,1.0,51.0,85407380-cc48-4964-a1a0-0250aee40401
90.0,204.0,44.0,92.0,14.0,6.0,3.0,95.0,11.0,6.0,17.0,0.0,55.0,7.0,0.0,2.0,95.0,81.0,0.0,1.0,0.0,47.0,85407380-cc48-4964-a1a0-0250aee40401
78.0,2.0,27.0,15.0,12.0,0.0,0.0,100.0,15.0,7.0,13.0,4.0,36.0,24.0,0.0,0.0,0.0,62.0,6.0,1.0,0.0,91.0,c256573a-36a4-49c7-9e96-584fa5f3edac
91.0,21.0,33.0,37.0,42.0,0.0,0.0,100.0,20.0,8.0,12.0,4.0,40.0,24.0,0.0,0.0,62.0,63.0,6.0,1.0,0.0,88.0,c256573a-36a4-49c7-9e96-584fa5f3edac
93.0,22.0,20.0,11.0,12.0,0.0,0.0,100.0,83.0,7.0,10.0,4.0,42.0,24.0,0.0,0.0,35.0,56.0,6.0,1.0,0.0,89.0,c256573a-36a4-49c7-9e96-584fa5f3edac
60.0,21.0,25.0,6.0,26.0,0.0,0.0,100.0,72.0,9.0,12.0,4.0,40.0,24.0,0.0,0.0,0.0,66.0,6.0,1.0,0.0,88.0,c256573a-36a4-49c7-9e96-584fa5f3edac
60.0,15.0,30.0,10.0,61.0,0.0,0.0,100.0,83.0,7.0,10.0,4.0,41.0,24.0,0.0,0.0,63.0,74.0,6.0,1.0,0.0,87.0,c256573a-36a4-49c7-9e96-584fa5f3edac
70.0,61.0,13.0,9.0,8.0,0.0,0.0,100.0,61.0,9.0,11.0,4.0,43.0,24.0,0.0,1.0,0.0,83.0,4.0,1.0,0.0,88.0,c256573a-36a4-49c7-9e96-584fa5f3edac
93.0,58.0,13.0,21.0,24.0,0.0,0.0,100.0,83.0,8.0,10.0,4.0,36.0,24.0,0.0,0.0,55.0,86.0,3.0,1.0,0.0,97.0,c256573a-36a4-49c7-9e96-584fa5f3edac
83.0,54.0,15.0,9.0,8.0,0.0,0.0,100.0,11.0,7.0,12.0,4.0,41.0,24.0,0.0,1.0,8.0,68.0,4.0,1.0,0.0,90.0,c256573a-36a4-49c7-9e96-584fa5f3edac
59.0,49.0,10.0,6.0,29.0,0.0,0.0,100.0,83.0,7.0,11.0,4.0,41.0,24.0,0.0,1.0,0.0,82.0,4.0,1.0,0.0,92.0,c256573a-36a4-49c7-9e96-584fa5f3edac
58.0,57.0,5.0,9.0,55.0,0.0,0.0,100.0,83.0,7.0,11.0,4.0,40.0,24.0,0.0,1.0,65.0,78.0,4.0,1.0,0.0,90.0,c256573a-36a4-49c7-9e96-584fa5f3edac
79.0,3.0,5.0,32.0,16.0,0.0,0.0,100.0,19.0,9.0,18.0,3.0,42.0,24.0,1.0,1.0,0.0,49.0,3.0,1.0,0.0,95.0,c256573a-36a4-49c7-9e96-584fa5f3edac
59.0,7.0,2.0,7.0,31.0,0.0,0.0,100.0,83.0,7.0,19.0,3.0,43.0,24.0,1.0,3.0,0.0,64.0,5.0,1.0,0.0,93.0,c256573a-36a4-49c7-9e96-584fa5f3edac
93.0,7.0,4.0,24.0,13.0,0.0,0.0,100.0,83.0,7.0,18.0,3.0,46.0,24.0,2.0,3.0,29.0,54.0,4.0,1.0,0.0,91.0,c256573a-36a4-49c7-9e96-584fa5f3edac
89.0,6.0,2.0,9.0,40.0,0.0,0.0,100.0,83.0,8.0,19.0,3.0,44.0,24.0,3.0,4.0,72.0,57.0,4.0,1.0,0.0,93.0,c256573a-36a4-49c7-9e96-584fa5f3edac
62.0,3.0,3.0,7.0,67.0,0.0,0.0,100.0,83.0,7.0,18.0,3.0,45.0,24.0,3.0,3.0,59.0,63.0,4.0,1.0,0.0,91.0,c256573a-36a4-49c7-9e96-584fa5f3edac
62.0,183.0,13.0,85.0,19.0,16.0,16.0,100.0,0.0,6.0,64.0,6.0,31.0,0.0,0.0,2.0,15.0,75.0,0.0,3.0,0.0,38.0,04fb11c3-6331-4ca4-85ba-5e6239c25689
73.0,174.0,8.0,85.0,23.0,1.0,0.0,100.0,8.0,6.0,67.0,6.0,31.0,0.0,0.0,3.0,90.0,72.0,0.0,5.0,0.0,43.0,04fb11c3-6331-4ca4-85ba-5e6239c25689
72.0,181.0,18.0,74.0,0.0,16.0,0.0,100.0,0.0,6.0,65.0,6.0,35.0,0.0,0.0,5.0,12.0,75.0,0.0,4.0,0.0,41.0,04fb11c3-6331-4ca4-85ba-5e6239c25689
76.0,191.0,19.0,89.0,24.0,16.0,0.0,100.0,0.0,6.0,63.0,6.0,34.0,0.0,0.0,4.0,50.0,78.0,0.0,4.0,0.0,40.0,04fb11c3-6331-4ca4-85ba-5e6239c25689
75.0,158.0,20.0,29.0,21.0,16.0,0.0,100.0,0.0,6.0,64.0,6.0,31.0,0.0,0.0,3.0,14.0,90.0,0.0,4.0,0.0,41.0,04fb11c3-6331-4ca4-85ba-5e6239c25689
61.0,124.0,6.0,46.0,26.0,16.0,16.0,100.0,0.0,7.0,70.0,5.0,28.0,0.0,1.0,1.0,11.0,100.0,1.0,3.0,0.0,41.0,04fb11c3-6331-4ca4-85ba-5e6239c25689
73.0,124.0,15.0,35.0,9.0,16.0,0.0,98.0,0.0,7.0,69.0,5.0,30.0,0.0,1.0,1.0,16.0,69.0,1.0,3.0,0.0,41.0,04fb11c3-6331-4ca4-85ba-5e6239c25689
72.0,114.0,11.0,25.0,23.0,16.0,0.0,99.0,0.0,7.0,74.0,5.0,32.0,0.0,4.0,1.0,8.0,81.0,2.0,3.0,0.0,40.0,04fb11c3-6331-4ca4-85ba-5e6239c25689
76.0,129.0,8.0,32.0,27.0,16.0,0.0,99.0,18.0,7.0,69.0,5.0,32.0,0.0,1.0,1.0,28.0,79.0,0.0,3.0,0.0,38.0,04fb11c3-6331-4ca4-85ba-5e6239c25689
70.0,127.0,8.0,44.0,23.0,0.0,7.0,99.0,9.0,7.0,67.0,5.0,30.0,0.0,0.0,1.0,74.0,83.0,2.0,3.0,0.0,40.0,04fb11c3-6331-4ca4-85ba-5e6239c25689
64.0,153.0,3.0,65.0,22.0,16.0,16.0,96.0,3.0,7.0,67.0,5.0,29.0,0.0,3.0,1.0,0.0,77.0,1.0,4.0,0.0,34.0,04fb11c3-6331-4ca4-85ba-5e6239c25689
74.0,181.0,3.0,62.0,24.0,16.0,0.0,97.0,7.0,7.0,68.0,5.0,32.0,0.0,2.0,1.0,34.0,84.0,1.0,4.0,0.0,40.0,04fb11c3-6331-4ca4-85ba-5e6239c25689
76.0,189.0,1.0,45.0,22.0,16.0,0.0,96.0,0.0,7.0,70.0,5.0,28.0,0.0,3.0,1.0,16.0,64.0,1.0,4.0,0.0,35.0,04fb11c3-6331-4ca4-85ba-5e6239c25689
72.0,127.0,5.0,65.0,5.0,16.0,0.0,95.0,0.0,7.0,67.0,5.0,32.0,0.0,4.0,2.0,4.0,80.0,2.0,3.0,0.0,35.0,04fb11c3-6331-4ca4-85ba-5e6239c25689
69.0,186.0,7.0,77.0,23.0,4.0,5.0,97.0,13.0,7.0,67.0,5.0,27.0,0.0,3.0,1.0,86.0,74.0,1.0,4.0,0.0,35.0,04fb11c3-6331-4ca4-85ba-5e6239c25689
69.0,204.0,0.0,115.0,5.0,16.0,0.0,77.0,0.0,4.0,19.0,0.0,38.0,20.0,0.0,0.0,36.0,61.0,8.0,1.0,0.0,84.0,d7dc91af-d590-422f-b6ab-84136717dc9d
68.0,216.0,0.0,97.0,25.0,16.0,16.0,74.0,0.0,4.0,20.0,0.0,40.0,3.0,0.0,0.0,33.0,43.0,8.0,1.0,0.0,73.0,d7dc91af-d590-422f-b6ab-84136717dc9d
51.0,199.0,0.0,84.0,25.0,16.0,0.0,79.0,0.0,4.0,19.0,0.0,35.0,24.0,0.0,0.0,49.0,51.0,8.0,1.0,0.0,82.0,d7dc91af-d590-422f-b6ab-84136717dc9d
67.0,213.0,0.0,93.0,20.0,16.0,0.0,75.0,0.0,3.0,24.0,0.0,38.0,20.0,1.0,0.0,36.0,55.0,8.0,1.0,4.0,80.0,d7dc91af-d590-422f-b6ab-84136717dc9d
66.0,193.0,2.0,97.0,23.0,3.0,2.0,77.0,0.0,3.0,22.0,0.0,39.0,23.0,1.0,0.0,107.0,59.0,9.0,1.0,0.0,81.0,d7dc91af-d590-422f-b6ab-84136717dc9d
64.0,149.0,25.0,105.0,26.0,0.0,0.0,76.0,7.0,8.0,24.0,0.0,26.0,24.0,0.0,0.0,0.0,88.0,11.0,1.0,0.0,83.0,d7dc91af-d590-422f-b6ab-84136717dc9d
67.0,158.0,25.0,84.0,28.0,0.0,0.0,73.0,83.0,4.0,25.0,0.0,33.0,24.0,0.0,0.0,0.0,81.0,12.0,1.0,0.0,89.0,d7dc91af-d590-422f-b6ab-84136717dc9d
68.0,154.0,25.0,117.0,55.0,0.0,0.0,77.0,83.0,5.0,25.0,0.0,26.0,24.0,0.0,0.0,19.0,79.0,11.0,2.0,0.0,83.0,d7dc91af-d590-422f-b6ab-84136717dc9d
87.0,158.0,26.0,112.0,23.0,0.0,0.0,72.0,8.0,5.0,26.0,0.0,29.0,24.0,0.0,0.0,0.0,68.0,10.0,1.0,0.0,84.0,d7dc91af-d590-422f-b6ab-84136717dc9d
92.0,152.0,25.0,74.0,32.0,0.0,0.0,76.0,83.0,4.0,28.0,0.0,32.0,24.0,0.0,0.0,22.0,82.0,11.0,1.0,0.0,81.0,d7dc91af-d590-422f-b6ab-84136717dc9d
71.0,173.0,19.0,85.0,20.0,0.0,0.0,76.0,0.0,8.0,23.0,0.0,36.0,24.0,3.0,0.0,0.0,87.0,11.0,3.0,0.0,88.0,d7dc91af-d590-422f-b6ab-84136717dc9d
66.0,176.0,20.0,90.0,43.0,0.0,0.0,75.0,83.0,3.0,22.0,0.0,37.0,24.0,3.0,0.0,0.0,90.0,11.0,2.0,0.0,89.0,d7dc91af-d590-422f-b6ab-84136717dc9d
88.0,162.0,20.0,124.0,19.0,0.0,0.0,75.0,83.0,3.0,27.0,0.0,35.0,24.0,1.0,0.0,0.0,92.0,11.0,2.0,0.0,85.0,d7dc91af-d590-422f-b6ab-84136717dc9d
64.0,160.0,25.0,92.0,60.0,0.0,0.0,77.0,83.0,3.0,23.0,0.0,34.0,24.0,3.0,0.0,32.0,84.0,11.0,2.0,0.0,85.0,d7dc91af-d590-422f-b6ab-84136717dc9d
93.0,152.0,21.0,82.0,29.0,0.0,0.0,72.0,83.0,3.0,25.0,0.0,34.0,24.0,4.0,0.0,25.0,89.0,10.0,1.0,0.0,89.0,d7dc91af-d590-422f-b6ab-84136717dc9d
89.0,2.0,30.0,10.0,2.0,0.0,0.0,100.0,83.0,7.0,0.0,0.0,100.0,24.0,0.0,0.0,0.0,79.0,2.0,3.0,0.0,100.0,e5dc1bc5-eb87-4175-a445-0fc182d31927
76.0,2.0,30.0,109.0,7.0,0.0,0.0,100.0,14.0,7.0,0.0,0.0,100.0,24.0,0.0,0.0,0.0,75.0,2.0,1.0,0.0,100.0,e5dc1bc5-eb87-4175-a445-0fc182d31927
69.0,2.0,31.0,20.0,24.0,0.0,0.0,100.0,20.0,7.0,0.0,0.0,100.0,24.0,0.0,0.0,0.0,75.0,3.0,1.0,0.0,100.0,e5dc1bc5-eb87-4175-a445-0fc182d31927
93.0,2.0,32.0,16.0,5.0,0.0,0.0,100.0,83.0,9.0,0.0,0.0,100.0,24.0,0.0,0.0,22.0,84.0,2.0,1.0,0.0,100.0,e5dc1bc5-eb87-4175-a445-0fc182d31927
78.0,2.0,30.0,12.0,44.0,0.0,0.0,100.0,83.0,8.0,0.0,0.0,100.0,24.0,0.0,0.0,15.0,73.0,3.0,1.0,0.0,100.0,e5dc1bc5-eb87-4175-a445-0fc182d31927
93.0,2.0,10.0,24.0,2.0,0.0,0.0,100.0,83.0,7.0,0.0,0.0,100.0,24.0,1.0,1.0,0.0,71.0,4.0,1.0,0.0,100.0,e5dc1bc5-eb87-4175-a445-0fc182d31927
83.0,2.0,17.0,6.0,2.0,0.0,0.0,100.0,83.0,9.0,0.0,0.0,100.0,24.0,0.0,2.0,0.0,73.0,2.0,1.0,0.0,100.0,e5dc1bc5-eb87-4175-a445-0fc182d31927
70.0,2.0,10.0,25.0,30.0,0.0,0.0,100.0,18.0,8.0,0.0,0.0,100.0,24.0,0.0,1.0,0.0,76.0,3.0,1.0,0.0,100.0,e5dc1bc5-eb87-4175-a445-0fc182d31927
93.0,2.0,21.0,6.0,17.0,0.0,0.0,100.0,83.0,7.0,0.0,0.0,100.0,24.0,0.0,2.0,12.0,77.0,3.0,1.0,0.0,100.0,e5dc1bc5-eb87-4175-a445-0fc182d31927
67.0,2.0,20.0,4.0,43.0,0.0,0.0,100.0,83.0,7.0,0.0,0.0,100.0,24.0,1.0,2.0,27.0,73.0,3.0,1.0,0.0,100.0,e5dc1bc5-eb87-4175-a445-0fc182d31927
93.0,2.0,15.0,22.0,7.0,0.0,0.0,100.0,83.0,7.0,2.0,0.0,94.0,24.0,0.0,0.0,23.0,85.0,1.0,1.0,0.0,98.0,e5dc1bc5-eb87-4175-a445-0fc182d31927
