sex,age,priors_count,race,c_charge_degree,query_id
Male,37.8,3.0,African-American,F,824cc452-29ec-4e8b-b6f3-8a13934bbdb1
Female,44.6,1.4,African-American,F,824cc452-29ec-4e8b-b6f3-8a13934bbdb1
Male,53.7,6.1,African-American,F,824cc452-29ec-4e8b-b6f3-8a13934bbdb1
Male,78.0,5.1,African-American,F,824cc452-29ec-4e8b-b6f3-8a13934bbdb1
Female,32.7,0.0,African-American,F,f5efa94a-02b5-4431-a6c2-b57797d1b401
Male,44.7,3.8,African-American,F,f5efa94a-02b5-4431-a6c2-b57797d1b401
Female,52.1,0.0,African-American,F,f5efa94a-02b5-4431-a6c2-b57797d1b401
Female,61.8,3.4,African-American,M,f5efa94a-02b5-4431-a6c2-b57797d1b401
Female,78.0,7.4,African-American,F,f5efa94a-02b5-4431-a6c2-b57797d1b401
Female,19.8,3.2,African-American,M,a75508cb-d6c4-44bf-9262-dbd386aec450
Male,18.0,6.4,Caucasian,M,a75508cb-d6c4-44bf-9262-dbd386aec450
Male,36.7,8.8,African-American,M,a75508cb-d6c4-44bf-9262-dbd386aec450
Female,35.7,6.4,Caucasian,F,a75508cb-d6c4-44bf-9262-dbd386aec450
Male,37.1,14.8,Caucasian,M,a75508cb-d6c4-44bf-9262-dbd386aec450
Male,18.0,3.0,African-American,M,5bea4c07-66c5-41b2-9426-906c2f06f81b
Male,25.1,9.4,Caucasian,M,5bea4c07-66c5-41b2-9426-906c2f06f81b
Female,32.0,7.1,African-American,M,5bea4c07-66c5-41b2-9426-906c2f06f81b
Male,43.5,11.0,African-American,M,5bea4c07-66c5-41b2-9426-906c2f06f81b
Male,48.0,17.6,African-American,M,5bea4c07-66c5-41b2-9426-906c2f06f81b
Female,18.0,2.5,African-American,M,1eb8493d-9bec-423a-b616-27da1f8eda38
Female,18.0,3.5,Caucasian,F,1eb8493d-9bec-423a-b616-27da1f8eda38
Male,23.3,5.4,African-American,M,1eb8493d-9bec-423a-b616-27da1f8eda38
Male,25.9,9.0,Caucasian,F,1eb8493d-9bec-423a-b616-27da1f8eda38
Male,24.0,14.5,African-American,F,1eb8493d-9bec-423a-b616-27da1f8eda38
Female,18.0,2.1,Caucasian,F,619d3783-3d10-48ae-a99b-a46eb1f808f2
Male,19.6,6.6,Caucasian,F,619d3783-3d10-48ae-a99b-a46eb1f808f2
Female,40.8,7.3,Caucasian,F,619d3783-3d10-48ae-a99b-a46eb1f808f2
Male,35.8,10.5,Caucasian,F,619d3783-3d10-48ae-a99b-a46eb1f808f2
Male,45.6,14.7,Caucasian,F,619d3783-3d10-48ae-a99b-a46eb1f808f2
Female,18.0,2.1,Caucasian,F,ba416c3d-d3ca-4873-b9bc-e8d118bc1035
Male,19.6,6.6,Caucasian,F,ba416c3d-d3ca-4873-b9bc-e8d118bc1035
Female,40.8,7.3,Caucasian,F,ba416c3d-d3ca-4873-b9bc-e8d118bc1035
Male,35.8,10.5,Caucasian,F,ba416c3d-d3ca-4873-b9bc-e8d118bc1035
Male,45.6,14.7,Caucasian,F,ba416c3d-d3ca-4873-b9bc-e8d118bc1035
Female,18.0,1.7,Caucasian,F,4e0e5ee2-24df-4a23-88e7-ad715239a48d
Male,26.1,6.4,African-American,M,4e0e5ee2-24df-4a23-88e7-ad715239a48d
Male,18.0,5.4,Caucasian,F,4e0e5ee2-24df-4a23-88e7-ad715239a48d
Male,35.4,9.7,Caucasian,F,4e0e5ee2-24df-4a23-88e7-ad715239a48d
Male,26.7,16.7,Caucasian,F,4e0e5ee2-24df-4a23-88e7-ad715239a48d
Female,18.0,2.1,Caucasian,F,635e1b2a-79ca-41bf-8685-633093cbe929
Female,21.3,4.3,African-American,M,635e1b2a-79ca-41bf-8685-633093cbe929
Female,40.4,6.5,Caucasian,F,635e1b2a-79ca-41bf-8685-633093cbe929
Female,38.6,9.2,African-American,M,635e1b2a-79ca-41bf-8685-633093cbe929
Female,41.5,14.0,Caucasian,M,635e1b2a-79ca-41bf-8685-633093cbe929
Female,19.9,3.3,Caucasian,F,ad30b2aa-186f-4ab2-874b-894331761817
Female,40.3,6.8,Caucasian,F,ad30b2aa-186f-4ab2-874b-894331761817
Female,52.6,10.5,African-American,F,ad30b2aa-186f-4ab2-874b-894331761817
Female,65.4,13.3,Caucasian,F,ad30b2aa-186f-4ab2-874b-894331761817
Female,57.0,20.3,Caucasian,F,ad30b2aa-186f-4ab2-874b-894331761817
Male,41.2,0.0,Caucasian,M,b6babaf8-c233-4736-ac9c-1aa6e3ab4e58
Male,56.4,3.3,Caucasian,M,b6babaf8-c233-4736-ac9c-1aa6e3ab4e58
Male,25.4,0.0,African-American,F,b6babaf8-c233-4736-ac9c-1aa6e3ab4e58
Male,49.5,3.9,African-American,F,b6babaf8-c233-4736-ac9c-1aa6e3ab4e58
Male,78.0,5.1,Caucasian,M,b6babaf8-c233-4736-ac9c-1aa6e3ab4e58
Male,29.6,0.0,Caucasian,F,c7fb7f4d-8a6d-433a-83ea-5c502620cc46
Male,37.8,3.0,African-American,F,c7fb7f4d-8a6d-433a-83ea-5c502620cc46
Female,44.6,1.4,African-American,F,c7fb7f4d-8a6d-433a-83ea-5c502620cc46
Male,53.7,6.1,African-American,F,c7fb7f4d-8a6d-433a-83ea-5c502620cc46
Male,78.0,5.1,African-American,F,c7fb7f4d-8a6d-433a-83ea-5c502620cc46
Female,32.7,0.0,African-American,F,d408e2de-7e69-466d-a83c-597e3639b1ee
Male,44.7,3.8,African-American,F,d408e2de-7e69-466d-a83c-597e3639b1ee
Female,52.1,0.0,African-American,F,d408e2de-7e69-466d-a83c-597e3639b1ee
Female,61.8,3.4,African-American,M,d408e2de-7e69-466d-a83c-597e3639b1ee
Female,78.0,7.4,African-American,F,d408e2de-7e69-466d-a83c-597e3639b1ee
Female,19.8,3.2,African-American,M,86390155-8b7f-4f62-8844-f4e4812c5742
Male,18.0,6.4,Caucasian,M,86390155-8b7f-4f62-8844-f4e4812c5742
Male,36.7,8.8,African-American,M,86390155-8b7f-4f62-8844-f4e4812c5742
Female,35.7,6.4,Caucasian,F,86390155-8b7f-4f62-8844-f4e4812c5742
Male,37.1,14.8,Caucasian,M,86390155-8b7f-4f62-8844-f4e4812c5742
Male,18.0,3.0,African-American,M,fb34b33a-93c5-45d0-8571-c7b90216050c
Male,25.1,9.4,Caucasian,M,fb34b33a-93c5-45d0-8571-c7b90216050c
Female,32.0,7.1,African-American,M,fb34b33a-93c5-45d0-8571-c7b90216050c
Male,43.5,11.0,African-American,M,fb34b33a-93c5-45d0-8571-c7b90216050c
Male,48.0,17.6,African-American,M,fb34b33a-93c5-45d0-8571-c7b90216050c
Female,18.0,2.5,African-American,M,0b1a5f59-d65f-4621-b3e5-2f18e9070826
Female,18.0,3.5,Caucasian,F,0b1a5f59-d65f-4621-b3e5-2f18e9070826
Male,23.3,5.4,African-American,M,0b1a5f59-d65f-4621-b3e5-2f18e9070826
Male,25.9,9.0,Caucasian,F,0b1a5f59-d65f-4621-b3e5-2f18e9070826
Male,24.0,14.5,African-American,F,0b1a5f59-d65f-4621-b3e5-2f18e9070826
