duration_in_month,credit_amount,installment_rate_in_percentage_of_disposable_income,present_residence_since,age_in_years,number_of_existing_credits_at_this_bank,number_of_people_being_liable_to_provide_maintenance_for,credit_history,foreign_worker,housing,job,other_debtors_guarantors,other_installment_plans,personal_status_and_sex,present_employment_since,property,purpose,savings_account_bonds,status_of_existing_checking_account,telephone,query_id
20.55512,3416.2593,2.905699,3.7939847,33.716537,1.0,1.015998,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,furniture/equipment,A61,0 <= ... < 200 DM,"yes, registered under the customers name",8ecf803b-060b-496a-832d-9ecdff3b9c3b
4.090645,495.47583,1.0742093,2.1198924,22.30061,1.0,1.0088758,existing credits paid back duly till now,yes,rent,unemployed/ unskilled - non-resident,none,none,female : divorced/separated/married,unemployed,if not A121 : building society savings agreement/ life insurance,car (used),A63,... < 0 DM,none,42a9f3ba-067f-4bc6-ae7a-5a494038d319
4.0,1994.9419,1.1165825,2.0425239,20.925184,1.0,1.0,existing credits paid back duly till now,yes,rent,unemployed/ unskilled - non-resident,none,none,female : divorced/separated/married,unemployed,if not A121 : building society savings agreement/ life insurance,car (used),A63,... < 0 DM,"yes, registered under the customers name",42a9f3ba-067f-4bc6-ae7a-5a494038d319
4.342253,1236.7455,1.1499875,2.1568272,23.452862,1.0,1.0,existing credits paid back duly till now,yes,rent,unemployed/ unskilled - non-resident,none,none,female : divorced/separated/married,unemployed,if not A121 : building society savings agreement/ life insurance,car (used),A63,... < 0 DM,"yes, registered under the customers name",42a9f3ba-067f-4bc6-ae7a-5a494038d319
18.825201,6805.843,2.8829188,3.0052648,27.933985,1.1021063,1.0,existing credits paid back duly till now,yes,rent,unskilled - resident,none,none,male : single,1 <= ... < 4 years,real estate,car (new),A61,0 <= ... < 200 DM,none,8e8f3968-cb73-4815-8e45-1f1d1c02827d
19.240211,6149.3804,3.0558906,3.0292463,27.365282,1.0,1.0,existing credits paid back duly till now,yes,rent,unskilled - resident,none,none,male : single,4 <= ... < 7 years,real estate,car (new),A61,0 <= ... < 200 DM,none,8e8f3968-cb73-4815-8e45-1f1d1c02827d
15.915765,6677.108,2.9764419,3.092127,26.689785,1.0,1.0148686,existing credits paid back duly till now,yes,rent,unskilled - resident,none,none,male : single,4 <= ... < 7 years,real estate,education,A61,0 <= ... < 200 DM,none,8e8f3968-cb73-4815-8e45-1f1d1c02827d
7.845024,885.47394,3.9177024,3.9708467,40.936516,1.9029009,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,1 <= ... < 4 years,"if not A121/A122 : car or other, not in attribute 6",car (new),A64,0 <= ... < 200 DM,none,18113bf1-e0e1-4f38-ade0-31f245e926ac
12.836367,1292.8442,4.0,3.8654194,39.765278,2.0466747,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,1 <= ... < 4 years,"if not A121/A122 : car or other, not in attribute 6",car (new),A64,0 <= ... < 200 DM,none,18113bf1-e0e1-4f38-ade0-31f245e926ac
7.8698072,952.3804,3.9174948,3.8830397,37.97836,2.016565,1.0087883,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,male : divorced/separated,1 <= ... < 4 years,"if not A121/A122 : car or other, not in attribute 6",car (new),A64,0 <= ... < 200 DM,none,18113bf1-e0e1-4f38-ade0-31f245e926ac
20.044113,1363.3668,3.095161,2.736339,33.707153,1.013616,1.1081078,existing credits paid back duly till now,yes,own,skilled employee / official,none,bank,male : married/widowed,... < 1 year,real estate,business,A64,0 <= ... < 200 DM,"yes, registered under the customers name",0663b21b-64e1-4d9e-8056-d411728f1ab4
22.457603,420.70303,3.142946,2.723075,44.506508,1.0,1.0,existing credits paid back duly till now,yes,own,skilled employee / official,none,bank,male : married/widowed,... < 1 year,real estate,business,A64,0 <= ... < 200 DM,"yes, registered under the customers name",0663b21b-64e1-4d9e-8056-d411728f1ab4
17.986465,2529.3723,2.972202,3.2853405,34.281937,1.0442469,1.0,existing credits paid back duly till now,no,own,skilled employee / official,none,bank,male : married/widowed,... < 1 year,real estate,business,A64,0 <= ... < 200 DM,"yes, registered under the customers name",0663b21b-64e1-4d9e-8056-d411728f1ab4
8.602694,2091.2056,4.0,2.0415022,32.08488,1.9934297,1.0210289,critical account/ other credits existing (not at this bank),yes,own,management/ self-employed/ highly qualified employee/ officer,none,none,male : single,1 <= ... < 4 years,"if not A121/A122 : car or other, not in attribute 6",car (used),A61,0 <= ... < 200 DM,"yes, registered under the customers name",3c376d6d-6e99-4d56-a920-5a6668c275be
10.514522,1481.4099,3.9432871,2.0037472,38.856476,1.9610028,1.049321,critical account/ other credits existing (not at this bank),yes,own,management/ self-employed/ highly qualified employee/ officer,none,none,male : single,unemployed,"if not A121/A122 : car or other, not in attribute 6",car (used),A61,0 <= ... < 200 DM,"yes, registered under the customers name",3c376d6d-6e99-4d56-a920-5a6668c275be
12.555648,2386.3599,3.8059893,1.8262242,37.105164,1.9851756,1.0076818,critical account/ other credits existing (not at this bank),yes,own,management/ self-employed/ highly qualified employee/ officer,none,none,male : single,unemployed,"if not A121/A122 : car or other, not in attribute 6",car (used),A61,0 <= ... < 200 DM,"yes, registered under the customers name",3c376d6d-6e99-4d56-a920-5a6668c275be
29.0239,276.0,4.0,4.0,45.803978,1.0,1.0637127,delay in paying off in the past,yes,own,skilled employee / official,none,stores,male : married/widowed,... < 1 year,real estate,radio/television,A61,... < 0 DM,"yes, registered under the customers name",092139b1-9968-4b35-94fb-cdfba9a89f72
23.451942,1907.1217,3.9202266,4.0,48.10918,1.0,1.0,delay in paying off in the past,yes,own,skilled employee / official,none,stores,male : married/widowed,... < 1 year,real estate,retraining,A61,... < 0 DM,none,092139b1-9968-4b35-94fb-cdfba9a89f72
26.722696,276.0,3.9979255,3.8148973,44.295372,1.0,1.0060464,existing credits paid back duly till now,yes,own,skilled employee / official,none,stores,male : married/widowed,... < 1 year,real estate,radio/television,A61,... < 0 DM,none,092139b1-9968-4b35-94fb-cdfba9a89f72
15.743282,3017.8025,3.0582669,1.1022881,28.509825,1.0,1.0238012,no credits taken/ all credits paid back duly,yes,own,skilled employee / official,none,bank,male : single,4 <= ... < 7 years,if not A121 : building society savings agreement/ life insurance,business,A61,... < 0 DM,"yes, registered under the customers name",4cd29f08-1e38-4605-9cee-eccc1c7d90e9
18.475231,4111.491,3.1450286,1.1462812,28.162682,1.0,1.0450326,no credits taken/ all credits paid back duly,yes,own,skilled employee / official,none,bank,male : divorced/separated,4 <= ... < 7 years,if not A121 : building society savings agreement/ life insurance,business,A61,... < 0 DM,"yes, registered under the customers name",4cd29f08-1e38-4605-9cee-eccc1c7d90e9
14.393356,4127.2266,2.8710878,1.0,33.296417,1.0,1.0566506,no credits taken/ all credits paid back duly,yes,own,skilled employee / official,none,bank,male : single,4 <= ... < 7 years,if not A121 : building society savings agreement/ life insurance,business,A61,... < 0 DM,"yes, registered under the customers name",4cd29f08-1e38-4605-9cee-eccc1c7d90e9
23.370922,2484.2527,4.0,1.9496062,20.72893,2.0652823,1.0,existing credits paid back duly till now,yes,own,unskilled - resident,none,none,male : single,1 <= ... < 4 years,if not A121 : building society savings agreement/ life insurance,radio/television,A63,no checking account,none,aabfaa9f-8a99-4aa3-8b4d-5a2f456f4e8b
27.096098,1470.6984,3.9676619,1.9637772,20.867184,1.9195948,1.0,critical account/ other credits existing (not at this bank),yes,own,unskilled - resident,none,none,male : single,1 <= ... < 4 years,if not A121 : building society savings agreement/ life insurance,radio/television,A63,no checking account,none,aabfaa9f-8a99-4aa3-8b4d-5a2f456f4e8b
27.412544,2923.894,4.0,1.7110631,25.937002,1.9379954,1.014336,critical account/ other credits existing (not at this bank),yes,own,unskilled - resident,none,none,male : single,1 <= ... < 4 years,if not A121 : building society savings agreement/ life insurance,radio/television,A63,0 <= ... < 200 DM,none,aabfaa9f-8a99-4aa3-8b4d-5a2f456f4e8b
11.86436,276.0,4.0,3.8207207,26.378668,2.205232,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,guarantor,none,male : single,... < 1 year,real estate,radio/television,A61,0 <= ... < 200 DM,none,98a3360e-9580-40a4-92c6-10bf01459d4b
11.726402,2239.1191,3.8061447,4.0,27.62576,1.8528686,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,guarantor,none,male : married/widowed,... < 1 year,real estate,radio/television,A61,0 <= ... < 200 DM,none,98a3360e-9580-40a4-92c6-10bf01459d4b
15.20341,1492.833,3.7900462,4.0,22.567228,2.0117292,1.0062035,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,guarantor,none,male : single,... < 1 year,real estate,radio/television,A61,0 <= ... < 200 DM,none,98a3360e-9580-40a4-92c6-10bf01459d4b
14.786306,2375.1536,2.8599496,4.0,36.044632,1.1278226,1.0819566,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,furniture/equipment,A61,0 <= ... < 200 DM,"yes, registered under the customers name",8ecf803b-060b-496a-832d-9ecdff3b9c3b
16.49032,3583.7705,2.8360598,4.0,36.313557,1.0044076,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,furniture/equipment,A61,0 <= ... < 200 DM,"yes, registered under the customers name",8ecf803b-060b-496a-832d-9ecdff3b9c3b
17.66508,4456.7295,3.26378,4.0,36.265434,1.0,1.0546769,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,guarantor,none,female : divorced/separated/married,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,furniture/equipment,A61,0 <= ... < 200 DM,"yes, registered under the customers name",8ecf803b-060b-496a-832d-9ecdff3b9c3b
4.0,276.0,1.0,2.046547,30.237816,1.171111,1.0,existing credits paid back duly till now,yes,rent,unemployed/ unskilled - non-resident,none,none,female : divorced/separated/married,unemployed,if not A121 : building society savings agreement/ life insurance,car (used),A63,... < 0 DM,"yes, registered under the customers name",42a9f3ba-067f-4bc6-ae7a-5a494038d319
4.0,1826.808,1.1784353,1.84737,25.621199,1.1778407,1.0285121,existing credits paid back duly till now,yes,rent,unemployed/ unskilled - non-resident,none,none,female : divorced/separated/married,unemployed,if not A121 : building society savings agreement/ life insurance,car (used),A63,... < 0 DM,"yes, registered under the customers name",42a9f3ba-067f-4bc6-ae7a-5a494038d319
7.6423254,520.01733,1.0,2.0821202,20.428757,1.0,1.0277166,existing credits paid back duly till now,yes,rent,unemployed/ unskilled - non-resident,none,none,female : divorced/separated/married,unemployed,if not A121 : building society savings agreement/ life insurance,car (used),A63,... < 0 DM,"yes, registered under the customers name",42a9f3ba-067f-4bc6-ae7a-5a494038d319
15.896497,5917.186,2.832772,3.0410771,26.835293,1.2056589,1.0213834,existing credits paid back duly till now,yes,rent,unskilled - resident,none,none,male : single,4 <= ... < 7 years,real estate,car (new),A61,no checking account,none,8e8f3968-cb73-4815-8e45-1f1d1c02827d
18.375647,5731.1743,3.1236355,2.7825263,24.535444,1.0,1.073218,existing credits paid back duly till now,yes,rent,unskilled - resident,none,none,male : single,4 <= ... < 7 years,real estate,car (new),A61,0 <= ... < 200 DM,none,8e8f3968-cb73-4815-8e45-1f1d1c02827d
19.836582,6642.496,3.0685248,3.0518446,27.17307,1.0079708,1.0050906,existing credits paid back duly till now,yes,rent,unskilled - resident,none,none,male : single,4 <= ... < 7 years,real estate,car (new),A61,0 <= ... < 200 DM,none,8e8f3968-cb73-4815-8e45-1f1d1c02827d
10.660114,333.81775,4.0,3.9855015,38.213303,1.9248523,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,1 <= ... < 4 years,"if not A121/A122 : car or other, not in attribute 6",car (new),A64,0 <= ... < 200 DM,none,18113bf1-e0e1-4f38-ade0-31f245e926ac
8.677353,2947.5183,3.8715062,4.0,41.528263,1.9679801,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,1 <= ... < 4 years,"if not A121/A122 : car or other, not in attribute 6",car (new),A64,0 <= ... < 200 DM,none,18113bf1-e0e1-4f38-ade0-31f245e926ac
10.699451,276.0,4.0,4.0,38.60229,1.8334682,1.0007182,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,1 <= ... < 4 years,"if not A121/A122 : car or other, not in attribute 6",car (new),A64,0 <= ... < 200 DM,none,18113bf1-e0e1-4f38-ade0-31f245e926ac
16.42352,1314.548,2.9368625,3.019589,39.19394,1.0,1.0267366,existing credits paid back duly till now,yes,own,skilled employee / official,none,bank,male : married/widowed,... < 1 year,real estate,business,A64,0 <= ... < 200 DM,"yes, registered under the customers name",0663b21b-64e1-4d9e-8056-d411728f1ab4
17.59206,1533.6985,3.1414847,2.9219189,38.17443,1.0,1.0,existing credits paid back duly till now,yes,own,skilled employee / official,none,bank,male : married/widowed,... < 1 year,real estate,business,A64,0 <= ... < 200 DM,"yes, registered under the customers name",0663b21b-64e1-4d9e-8056-d411728f1ab4
21.334244,1844.1758,2.6921206,2.9517136,44.157047,1.0,1.0505422,existing credits paid back duly till now,yes,own,skilled employee / official,none,bank,male : married/widowed,... < 1 year,real estate,business,A64,... >= 200 DM / salary assignments for at least 1 year,"yes, registered under the customers name",0663b21b-64e1-4d9e-8056-d411728f1ab4
14.0443735,3434.1987,4.0,2.0199952,28.499247,2.1971421,1.0,critical account/ other credits existing (not at this bank),yes,own,management/ self-employed/ highly qualified employee/ officer,none,none,male : single,unemployed,"if not A121/A122 : car or other, not in attribute 6",car (used),A65,0 <= ... < 200 DM,"yes, registered under the customers name",3c376d6d-6e99-4d56-a920-5a6668c275be
13.631704,3275.9907,3.8892632,2.2160935,33.70563,2.2136083,1.0,critical account/ other credits existing (not at this bank),yes,own,management/ self-employed/ highly qualified employee/ officer,none,none,male : single,unemployed,"if not A121/A122 : car or other, not in attribute 6",business,A61,0 <= ... < 200 DM,"yes, registered under the customers name",3c376d6d-6e99-4d56-a920-5a6668c275be
14.022713,1403.1483,4.0,1.7532499,39.810287,2.3168662,1.0488307,critical account/ other credits existing (not at this bank),yes,own,management/ self-employed/ highly qualified employee/ officer,none,none,male : single,unemployed,"if not A121/A122 : car or other, not in attribute 6",car (used),A61,0 <= ... < 200 DM,"yes, registered under the customers name",3c376d6d-6e99-4d56-a920-5a6668c275be
32.350395,2377.151,4.0,4.0,50.90632,1.0,1.0,delay in paying off in the past,yes,own,skilled employee / official,none,stores,male : married/widowed,... < 1 year,real estate,radio/television,A61,... >= 200 DM / salary assignments for at least 1 year,none,092139b1-9968-4b35-94fb-cdfba9a89f72
22.535795,2272.9407,4.0,3.8644814,46.45168,1.3847082,1.0,delay in paying off in the past,yes,own,skilled employee / official,none,stores,male : married/widowed,... < 1 year,real estate,radio/television,A61,... < 0 DM,none,092139b1-9968-4b35-94fb-cdfba9a89f72
24.87406,467.93997,3.827825,3.7420785,48.706436,1.1997513,1.0291692,delay in paying off in the past,no,rent,skilled employee / official,guarantor,stores,male : married/widowed,... < 1 year,real estate,radio/television,A61,... < 0 DM,none,092139b1-9968-4b35-94fb-cdfba9a89f72
19.08184,1975.6704,2.8891108,1.0,38.83677,1.0,1.0443534,no credits taken/ all credits paid back duly,yes,own,skilled employee / official,none,bank,male : single,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,business,A61,... < 0 DM,"yes, registered under the customers name",4cd29f08-1e38-4605-9cee-eccc1c7d90e9
13.417503,3557.406,2.6975064,1.0362139,28.004112,1.07789,1.0515922,delay in paying off in the past,yes,own,skilled employee / official,none,bank,male : single,4 <= ... < 7 years,if not A121 : building society savings agreement/ life insurance,business,A61,... < 0 DM,"yes, registered under the customers name",4cd29f08-1e38-4605-9cee-eccc1c7d90e9
16.944967,4149.0303,2.927122,1.2463357,30.908976,1.0566505,1.207169,no credits taken/ all credits paid back duly,yes,own,skilled employee / official,none,bank,male : single,4 <= ... < 7 years,real estate,business,A61,... < 0 DM,"yes, registered under the customers name",4cd29f08-1e38-4605-9cee-eccc1c7d90e9
24.632866,2134.5469,4.0,2.0141835,19.209934,1.9844012,1.0660386,critical account/ other credits existing (not at this bank),yes,own,unskilled - resident,none,none,male : single,1 <= ... < 4 years,if not A121 : building society savings agreement/ life insurance,education,A63,0 <= ... < 200 DM,"yes, registered under the customers name",aabfaa9f-8a99-4aa3-8b4d-5a2f456f4e8b
26.846004,1508.5559,3.8474288,2.1193323,19.077805,2.0865893,1.0,critical account/ other credits existing (not at this bank),yes,own,unskilled - resident,none,none,male : single,1 <= ... < 4 years,if not A121 : building society savings agreement/ life insurance,radio/television,A63,0 <= ... < 200 DM,none,aabfaa9f-8a99-4aa3-8b4d-5a2f456f4e8b
32.18756,1999.5626,3.9996192,1.9022315,22.446508,2.2770548,1.0386847,critical account/ other credits existing (not at this bank),yes,own,unskilled - resident,none,stores,male : single,1 <= ... < 4 years,if not A121 : building society savings agreement/ life insurance,radio/television,A63,... < 0 DM,none,aabfaa9f-8a99-4aa3-8b4d-5a2f456f4e8b
11.723469,3015.7935,4.0,3.9525151,24.93457,1.9085419,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,guarantor,none,male : single,... < 1 year,real estate,radio/television,A61,0 <= ... < 200 DM,none,98a3360e-9580-40a4-92c6-10bf01459d4b
22.787685,276.0,3.7706952,3.8393447,24.001678,2.487424,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,guarantor,none,male : single,... < 1 year,real estate,radio/television,A61,... >= 200 DM / salary assignments for at least 1 year,none,98a3360e-9580-40a4-92c6-10bf01459d4b
8.384481,276.0,3.8852785,3.7782927,25.165068,1.9657693,1.1193123,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,guarantor,none,male : single,... < 1 year,real estate,radio/television,A61,0 <= ... < 200 DM,"yes, registered under the customers name",98a3360e-9580-40a4-92c6-10bf01459d4b
9.765993,4421.7104,2.8520825,3.8747158,27.175316,1.0,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,furniture/equipment,A61,0 <= ... < 200 DM,"yes, registered under the customers name",8ecf803b-060b-496a-832d-9ecdff3b9c3b
16.259819,4890.185,2.9396183,4.0,38.67382,1.044879,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,furniture/equipment,A61,0 <= ... < 200 DM,"yes, registered under the customers name",8ecf803b-060b-496a-832d-9ecdff3b9c3b
15.732973,1855.1553,3.151157,4.0,38.014633,1.1005807,1.0222933,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,furniture/equipment,A61,... >= 200 DM / salary assignments for at least 1 year,"yes, registered under the customers name",8ecf803b-060b-496a-832d-9ecdff3b9c3b
4.0,1650.826,1.0,1.9593611,19.0,1.2781354,1.0,existing credits paid back duly till now,yes,rent,unemployed/ unskilled - non-resident,none,none,female : divorced/separated/married,... < 1 year,if not A121 : building society savings agreement/ life insurance,car (used),A63,... < 0 DM,"yes, registered under the customers name",42a9f3ba-067f-4bc6-ae7a-5a494038d319
12.12412,276.0,1.0,2.4690282,29.370775,1.2727149,1.0616275,existing credits paid back duly till now,yes,rent,unemployed/ unskilled - non-resident,none,none,female : divorced/separated/married,unemployed,if not A121 : building society savings agreement/ life insurance,car (used),A63,... < 0 DM,"yes, registered under the customers name",42a9f3ba-067f-4bc6-ae7a-5a494038d319
4.0,276.0,1.0,2.107143,25.58059,1.0,1.1328452,existing credits paid back duly till now,yes,rent,unemployed/ unskilled - non-resident,none,none,female : divorced/separated/married,unemployed,if not A121 : building society savings agreement/ life insurance,car (used),A63,0 <= ... < 200 DM,"yes, registered under the customers name",42a9f3ba-067f-4bc6-ae7a-5a494038d319
17.266712,7460.646,3.3898277,2.9699426,35.620117,1.0,1.0120239,existing credits paid back duly till now,yes,rent,unskilled - resident,none,none,male : single,4 <= ... < 7 years,real estate,car (new),A61,0 <= ... < 200 DM,none,8e8f3968-cb73-4815-8e45-1f1d1c02827d
24.086128,6712.4023,3.2279472,2.8301592,28.259481,1.0,1.0,all credits at this bank paid back duly,yes,rent,unskilled - resident,none,none,male : single,1 <= ... < 4 years,real estate,car (new),A61,0 <= ... < 200 DM,none,8e8f3968-cb73-4815-8e45-1f1d1c02827d
12.6674595,4836.369,2.979761,2.8040576,35.968994,1.2590681,1.0558987,existing credits paid back duly till now,yes,rent,unskilled - resident,none,none,male : single,4 <= ... < 7 years,real estate,car (new),A61,0 <= ... < 200 DM,none,8e8f3968-cb73-4815-8e45-1f1d1c02827d
5.5369873,1480.1174,3.7425714,3.6859183,36.204178,1.556841,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,1 <= ... < 4 years,"if not A121/A122 : car or other, not in attribute 6",car (new),A64,0 <= ... < 200 DM,none,18113bf1-e0e1-4f38-ade0-31f245e926ac
