status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,query_id
0 <= ... < 200 DM,12.0,no credits taken/ all credits paid back duly,car (used),1860.0,A61,unemployed,4.0,female : divorced/separated/married,none,2.0,"if not A121/A122 : car or other, not in attribute 6",34.0,bank,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,bff45abb-d9ec-4304-9e7c-c7af8f6b18e2
0 <= ... < 200 DM,12.0,no credits taken/ all credits paid back duly,car (used),1860.0,A61,unemployed,4.0,male : divorced/separated,none,2.0,"if not A121/A122 : car or other, not in attribute 6",34.0,none,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,bff45abb-d9ec-4304-9e7c-c7af8f6b18e2
0 <= ... < 200 DM,12.0,no credits taken/ all credits paid back duly,car (used),1860.0,A61,unemployed,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",34.0,bank,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,bff45abb-d9ec-4304-9e7c-c7af8f6b18e2
0 <= ... < 200 DM,12.0,no credits taken/ all credits paid back duly,education,1860.0,A61,unemployed,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",34.0,none,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,bff45abb-d9ec-4304-9e7c-c7af8f6b18e2
0 <= ... < 200 DM,12.0,all credits at this bank paid back duly,car (used),1860.0,A61,unemployed,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",34.0,bank,rent,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,bff45abb-d9ec-4304-9e7c-c7af8f6b18e2
0 <= ... < 200 DM,12.0,critical account/ other credits existing (not at this bank),education,1860.0,A61,unemployed,4.0,male : married/widowed,none,2.0,"if not A121/A122 : car or other, not in attribute 6",34.0,none,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,bff45abb-d9ec-4304-9e7c-c7af8f6b18e2
0 <= ... < 200 DM,18.0,existing credits paid back duly till now,business,1913.0,A64,... < 1 year,3.0,male : married/widowed,none,3.0,unknown / no property,36.0,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,5fb4e0fe-ddbe-4e6b-88d6-460f14a09bd9
0 <= ... < 200 DM,18.0,existing credits paid back duly till now,business,1913.0,A61,... < 1 year,3.0,male : married/widowed,none,3.0,real estate,36.0,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,5fb4e0fe-ddbe-4e6b-88d6-460f14a09bd9
0 <= ... < 200 DM,12.0,all credits at this bank paid back duly,radio/television,1860.0,A61,unemployed,4.0,male : single,co-applicant,2.0,"if not A121/A122 : car or other, not in attribute 6",34.0,none,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,4e81b0b7-358c-4b97-aa79-2d37b5ba7977
0 <= ... < 200 DM,12.0,no credits taken/ all credits paid back duly,business,1860.0,A61,unemployed,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",34.0,none,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,4e81b0b7-358c-4b97-aa79-2d37b5ba7977
0 <= ... < 200 DM,12.0,no credits taken/ all credits paid back duly,repairs,1860.0,A61,unemployed,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",34.0,none,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,4e81b0b7-358c-4b97-aa79-2d37b5ba7977
0 <= ... < 200 DM,12.0,all credits at this bank paid back duly,car (used),1860.0,A61,unemployed,4.0,male : divorced/separated,none,2.0,"if not A121/A122 : car or other, not in attribute 6",34.0,none,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,4e81b0b7-358c-4b97-aa79-2d37b5ba7977
0 <= ... < 200 DM,12.0,no credits taken/ all credits paid back duly,car (used),1860.0,A61,unemployed,4.0,male : divorced/separated,none,2.0,"if not A121/A122 : car or other, not in attribute 6",34.0,none,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,4e81b0b7-358c-4b97-aa79-2d37b5ba7977
