status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,query_id
... >= 200 DM / salary assignments for at least 1 year,17.31022071838379,existing credits paid back duly till now,repairs,2359.44287109375,A61,... < 1 year,3.020611524581909,male : single,none,3.0896666049957275,real estate,37.31075668334961,bank,own,1.0259215831756592,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.31022071838379,existing credits paid back duly till now,business,2359.44287109375,A61,... < 1 year,3.020611524581909,male : married/widowed,none,3.0896666049957275,unknown / no property,37.31075668334961,bank,own,1.0259215831756592,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.31022071838379,existing credits paid back duly till now,car (new),2359.44287109375,A64,... < 1 year,3.020611524581909,male : married/widowed,co-applicant,3.0896666049957275,"if not A121/A122 : car or other, not in attribute 6",37.31075668334961,bank,own,1.0259215831756592,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.31022071838379,existing credits paid back duly till now,business,2359.44287109375,A62,... < 1 year,3.020611524581909,male : married/widowed,none,3.0896666049957275,"if not A121/A122 : car or other, not in attribute 6",37.31075668334961,bank,own,1.0259215831756592,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.31022071838379,existing credits paid back duly till now,business,2359.44287109375,A62,... < 1 year,3.020611524581909,male : married/widowed,none,3.0896666049957275,unknown / no property,37.31075668334961,bank,own,1.0259215831756592,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
... < 0 DM,17.31022071838379,existing credits paid back duly till now,radio/television,2359.44287109375,A64,... < 1 year,3.020611524581909,male : married/widowed,none,3.0896666049957275,unknown / no property,37.31075668334961,bank,for free,1.0259215831756592,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.31022071838379,existing credits paid back duly till now,business,2359.44287109375,A64,unemployed,3.020611524581909,male : married/widowed,none,3.0896666049957275,unknown / no property,37.31075668334961,bank,own,1.0259215831756592,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,19.82004165649414,existing credits paid back duly till now,business,2130.952392578125,A61,... < 1 year,2.8712220191955566,male : married/widowed,none,3.0203299522399902,real estate,34.8695182800293,bank,own,1.0052752494812012,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,19.82004165649414,existing credits paid back duly till now,business,2130.952392578125,A64,... < 1 year,2.8712220191955566,male : married/widowed,none,3.0203299522399902,unknown / no property,34.8695182800293,bank,own,1.0052752494812012,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,19.82004165649414,existing credits paid back duly till now,education,2130.952392578125,A61,... < 1 year,2.8712220191955566,male : single,none,3.0203299522399902,real estate,34.8695182800293,bank,own,1.0052752494812012,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,19.82004165649414,existing credits paid back duly till now,repairs,2130.952392578125,A64,... < 1 year,2.8712220191955566,male : divorced/separated,none,3.0203299522399902,unknown / no property,34.8695182800293,bank,own,1.0052752494812012,skilled employee / official,1.0,none,yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,19.82004165649414,existing credits paid back duly till now,business,2130.952392578125,A61,... < 1 year,2.8712220191955566,male : married/widowed,none,3.0203299522399902,unknown / no property,34.8695182800293,bank,own,1.0052752494812012,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,19.82004165649414,delay in paying off in the past,car (new),2130.952392578125,A62,... < 1 year,2.8712220191955566,male : married/widowed,none,3.0203299522399902,real estate,34.8695182800293,bank,own,1.0052752494812012,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
... < 0 DM,19.82004165649414,existing credits paid back duly till now,education,2130.952392578125,A64,... < 1 year,2.8712220191955566,female : divorced/separated/married,none,3.0203299522399902,real estate,34.8695182800293,bank,own,1.0052752494812012,skilled employee / official,1.0,none,yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,19.82004165649414,existing credits paid back duly till now,business,2130.952392578125,A64,... < 1 year,2.8712220191955566,male : married/widowed,none,3.0203299522399902,"if not A121/A122 : car or other, not in attribute 6",34.8695182800293,bank,rent,1.0052752494812012,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,19.82004165649414,existing credits paid back duly till now,business,2130.952392578125,A61,... < 1 year,2.8712220191955566,male : married/widowed,none,3.0203299522399902,real estate,34.8695182800293,bank,own,1.0052752494812012,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,19.82004165649414,existing credits paid back duly till now,business,2130.952392578125,A64,... < 1 year,2.8712220191955566,male : married/widowed,none,3.0203299522399902,unknown / no property,34.8695182800293,bank,rent,1.0052752494812012,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,19.82004165649414,existing credits paid back duly till now,business,2130.952392578125,A61,... < 1 year,2.8712220191955566,male : married/widowed,none,3.0203299522399902,real estate,34.8695182800293,bank,own,1.0052752494812012,unskilled - resident,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,19.82004165649414,existing credits paid back duly till now,business,2130.952392578125,A61,... < 1 year,2.8712220191955566,male : married/widowed,none,3.0203299522399902,"if not A121/A122 : car or other, not in attribute 6",34.8695182800293,bank,own,1.0052752494812012,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,19.82004165649414,existing credits paid back duly till now,business,2130.952392578125,A61,... < 1 year,2.8712220191955566,male : divorced/separated,none,3.0203299522399902,real estate,34.8695182800293,stores,own,1.0052752494812012,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,19.82004165649414,no credits taken/ all credits paid back duly,education,2130.952392578125,A64,... < 1 year,2.8712220191955566,male : married/widowed,none,3.0203299522399902,real estate,34.8695182800293,bank,own,1.0052752494812012,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,16.671119689941406,existing credits paid back duly till now,business,1965.03955078125,A64,... < 1 year,2.9149134159088135,male : married/widowed,none,3.036649227142334,unknown / no property,34.93836212158203,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,16.671119689941406,existing credits paid back duly till now,furniture/equipment,1965.03955078125,A61,... < 1 year,2.9149134159088135,male : married/widowed,none,3.036649227142334,real estate,34.93836212158203,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
... < 0 DM,16.671119689941406,existing credits paid back duly till now,business,1965.03955078125,A64,... < 1 year,2.9149134159088135,male : married/widowed,co-applicant,3.036649227142334,real estate,34.93836212158203,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,16.671119689941406,existing credits paid back duly till now,business,1965.03955078125,A61,... < 1 year,2.9149134159088135,male : married/widowed,none,3.036649227142334,real estate,34.93836212158203,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,16.671119689941406,existing credits paid back duly till now,business,1965.03955078125,A61,... < 1 year,2.9149134159088135,male : married/widowed,none,3.036649227142334,unknown / no property,34.93836212158203,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,16.671119689941406,existing credits paid back duly till now,business,1965.03955078125,A62,... < 1 year,2.9149134159088135,male : single,co-applicant,3.036649227142334,real estate,34.93836212158203,bank,rent,1.0,skilled employee / official,1.0,none,yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,16.671119689941406,existing credits paid back duly till now,business,1965.03955078125,A61,... < 1 year,2.9149134159088135,male : married/widowed,co-applicant,3.036649227142334,real estate,34.93836212158203,bank,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,16.671119689941406,existing credits paid back duly till now,business,1965.03955078125,A65,... < 1 year,2.9149134159088135,male : married/widowed,none,3.036649227142334,unknown / no property,34.93836212158203,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,16.671119689941406,all credits at this bank paid back duly,business,1965.03955078125,A64,... < 1 year,2.9149134159088135,male : married/widowed,co-applicant,3.036649227142334,real estate,34.93836212158203,bank,own,1.0,skilled employee / official,1.0,none,yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,16.671119689941406,no credits taken/ all credits paid back duly,business,1965.03955078125,A64,... < 1 year,2.9149134159088135,male : married/widowed,none,3.036649227142334,real estate,34.93836212158203,bank,own,1.0,skilled employee / official,1.0,none,yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,16.671119689941406,existing credits paid back duly till now,business,1965.03955078125,A61,... < 1 year,2.9149134159088135,male : divorced/separated,guarantor,3.036649227142334,real estate,34.93836212158203,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,12.815731048583984,no credits taken/ all credits paid back duly,car (used),1728.826171875,A61,unemployed,4.0,male : divorced/separated,none,1.802063226699829,"if not A121/A122 : car or other, not in attribute 6",34.169715881347656,none,own,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,12.815731048583984,all credits at this bank paid back duly,car (used),1728.826171875,A61,unemployed,4.0,male : divorced/separated,none,1.802063226699829,"if not A121/A122 : car or other, not in attribute 6",34.169715881347656,none,own,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,12.815731048583984,all credits at this bank paid back duly,education,1728.826171875,A61,unemployed,4.0,female : divorced/separated/married,none,1.802063226699829,"if not A121/A122 : car or other, not in attribute 6",34.169715881347656,none,own,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,12.815731048583984,critical account/ other credits existing (not at this bank),education,1728.826171875,A61,unemployed,4.0,male : divorced/separated,none,1.802063226699829,"if not A121/A122 : car or other, not in attribute 6",34.169715881347656,none,own,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,12.815731048583984,delay in paying off in the past,car (used),1728.826171875,A61,unemployed,4.0,male : divorced/separated,none,1.802063226699829,"if not A121/A122 : car or other, not in attribute 6",34.169715881347656,none,own,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,12.815731048583984,critical account/ other credits existing (not at this bank),car (new),1728.826171875,A61,unemployed,4.0,male : divorced/separated,none,1.802063226699829,"if not A121/A122 : car or other, not in attribute 6",34.169715881347656,none,own,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,12.815731048583984,critical account/ other credits existing (not at this bank),business,1728.826171875,A61,unemployed,4.0,male : divorced/separated,none,1.802063226699829,"if not A121/A122 : car or other, not in attribute 6",34.169715881347656,none,own,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,12.815731048583984,delay in paying off in the past,car (new),1728.826171875,A61,unemployed,4.0,male : divorced/separated,none,1.802063226699829,"if not A121/A122 : car or other, not in attribute 6",34.169715881347656,none,rent,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,12.815731048583984,critical account/ other credits existing (not at this bank),repairs,1728.826171875,A61,unemployed,4.0,male : divorced/separated,none,1.802063226699829,"if not A121/A122 : car or other, not in attribute 6",34.169715881347656,none,own,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,12.815731048583984,no credits taken/ all credits paid back duly,car (used),1728.826171875,A61,... < 1 year,4.0,male : single,none,1.802063226699829,"if not A121/A122 : car or other, not in attribute 6",34.169715881347656,bank,rent,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,12.815731048583984,all credits at this bank paid back duly,business,1728.826171875,A61,unemployed,4.0,male : married/widowed,none,1.802063226699829,"if not A121/A122 : car or other, not in attribute 6",34.169715881347656,none,own,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
... < 0 DM,12.815731048583984,critical account/ other credits existing (not at this bank),car (used),1728.826171875,A61,unemployed,4.0,male : divorced/separated,none,1.802063226699829,unknown / no property,34.169715881347656,bank,own,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,12.815731048583984,no credits taken/ all credits paid back duly,car (used),1728.826171875,A61,... < 1 year,4.0,male : divorced/separated,none,1.802063226699829,"if not A121/A122 : car or other, not in attribute 6",34.169715881347656,bank,own,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,12.815731048583984,all credits at this bank paid back duly,retraining,1728.826171875,A61,unemployed,4.0,male : divorced/separated,none,1.802063226699829,"if not A121/A122 : car or other, not in attribute 6",34.169715881347656,none,own,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,12.815731048583984,no credits taken/ all credits paid back duly,car (used),1728.826171875,A65,unemployed,4.0,male : divorced/separated,co-applicant,1.802063226699829,real estate,34.169715881347656,none,rent,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
... < 0 DM,12.815731048583984,critical account/ other credits existing (not at this bank),car (used),1728.826171875,A61,unemployed,4.0,male : divorced/separated,co-applicant,1.802063226699829,if not A121 : building society savings agreement/ life insurance,34.169715881347656,stores,own,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
... < 0 DM,12.815731048583984,delay in paying off in the past,education,1728.826171875,A62,unemployed,4.0,male : divorced/separated,none,1.802063226699829,"if not A121/A122 : car or other, not in attribute 6",34.169715881347656,none,own,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,12.815731048583984,no credits taken/ all credits paid back duly,domestic appliances,1728.826171875,A61,unemployed,4.0,male : divorced/separated,none,1.802063226699829,"if not A121/A122 : car or other, not in attribute 6",34.169715881347656,none,own,1.8427305221557615,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,business,2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,car (used),2553.102294921875,A61,unemployed,3.837869167327881,female : divorced/separated/married,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,domestic appliances,2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,repairs,2553.102294921875,A61,unemployed,3.837869167327881,female : divorced/separated/married,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,stores,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,critical account/ other credits existing (not at this bank),education,2553.102294921875,A61,unemployed,3.837869167327881,female : divorced/separated/married,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,car (used),2553.102294921875,A61,unemployed,3.837869167327881,female : divorced/separated/married,none,2.122241973876953,if not A121 : building society savings agreement/ life insurance,37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,car (used),2553.102294921875,A61,unemployed,3.837869167327881,male : married/widowed,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,car (used),2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,unknown / no property,37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,car (used),2553.102294921875,A61,unemployed,3.837869167327881,female : divorced/separated/married,none,2.122241973876953,unknown / no property,37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,car (used),2553.102294921875,A61,unemployed,3.837869167327881,male : divorced/separated,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,all credits at this bank paid back duly,car (used),2553.102294921875,A61,unemployed,3.837869167327881,male : divorced/separated,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,delay in paying off in the past,car (used),2553.102294921875,A61,unemployed,3.837869167327881,male : divorced/separated,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,car (used),2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,bank,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,critical account/ other credits existing (not at this bank),education,2553.102294921875,A61,unemployed,3.837869167327881,male : divorced/separated,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,car (new),2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
... < 0 DM,11.993717193603516,no credits taken/ all credits paid back duly,car (used),2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,all credits at this bank paid back duly,car (new),2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,existing credits paid back duly till now,repairs,2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
