age,workclass,education,marital_status,occupation,race,gender,hours_per_week,query_id
31.0,Self-Employed,School,Single,Service,Other,Female,40.0,35e00925-df3b-4a8c-9b7a-2a7a4f01d46f
22.0,Private,Doctorate,Married,Other/Unknown,White,Female,45.0,c3a951e7-8f4c-4428-85ff-2950668db303
22.0,Other/Unknown,Doctorate,Married,Other/Unknown,White,Female,45.0,c3a951e7-8f4c-4428-85ff-2950668db303
27.0,Self-Employed,Prof-school,Married,Professional,White,Male,42.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Prof-school,Single,Sales,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Prof-school,Single,Professional,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Self-Employed,Doctorate,Married,Sales,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Self-Employed,Masters,Married,Service,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Government,Doctorate,Married,Service,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Government,Doctorate,Married,Sales,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Other/Unknown,Masters,Married,Other/Unknown,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Prof-school,Married,Other/Unknown,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Prof-school,Married,Other/Unknown,White,Male,41.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Prof-school,Single,White-Collar,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Doctorate,Married,Other/Unknown,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Doctorate,Married,Other/Unknown,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Doctorate,Married,Professional,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Doctorate,Married,White-Collar,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
22.0,Government,Doctorate,Married,Professional,White,Male,42.0,c3a951e7-8f4c-4428-85ff-2950668db303
24.0,Other/Unknown,Doctorate,Married,Other/Unknown,White,Female,42.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Prof-school,Married,Other/Unknown,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
24.0,Other/Unknown,Assoc,Married,Other/Unknown,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
24.0,Other/Unknown,Assoc,Married,Service,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Self-Employed,Doctorate,Married,Other/Unknown,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Prof-school,Married,Service,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Masters,Married,Service,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Prof-school,Married,Service,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
24.0,Other/Unknown,Masters,Married,Other/Unknown,Other,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
22.0,Self-Employed,Prof-school,Single,Professional,Other,Male,43.0,c3a951e7-8f4c-4428-85ff-2950668db303
22.0,Self-Employed,Prof-school,Single,Professional,Other,Male,35.0,c3a951e7-8f4c-4428-85ff-2950668db303
22.0,Self-Employed,Prof-school,Divorced,Sales,White,Male,35.0,c3a951e7-8f4c-4428-85ff-2950668db303
22.0,Self-Employed,Prof-school,Married,White-Collar,Other,Male,35.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Government,Doctorate,Married,Sales,White,Female,41.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Government,Doctorate,Married,Professional,White,Female,41.0,c3a951e7-8f4c-4428-85ff-2950668db303
19.0,Self-Employed,Doctorate,Married,Professional,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
19.0,Self-Employed,Doctorate,Married,Sales,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Prof-school,Divorced,Sales,White,Male,39.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Prof-school,Married,White-Collar,White,Male,39.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Self-Employed,Prof-school,Married,Other/Unknown,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Self-Employed,Prof-school,Married,Other/Unknown,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Self-Employed,Masters,Married,White-Collar,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
19.0,Self-Employed,Doctorate,Divorced,White-Collar,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
24.0,Government,Doctorate,Married,White-Collar,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Other/Unknown,Masters,Married,Other/Unknown,White,Female,42.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Doctorate,Married,Sales,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Self-Employed,Doctorate,Married,Other/Unknown,White,Female,45.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Self-Employed,Doctorate,Married,Other/Unknown,White,Male,45.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Government,Doctorate,Married,White-Collar,White,Male,43.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Private,Doctorate,Married,Professional,White,Male,45.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Government,Doctorate,Married,Professional,White,Male,45.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Self-Employed,Doctorate,Married,White-Collar,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Government,Doctorate,Married,White-Collar,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Self-Employed,Doctorate,Married,Other/Unknown,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
25.0,Other/Unknown,Assoc,Married,Other/Unknown,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Private,Prof-school,Married,White-Collar,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Private,Prof-school,Married,White-Collar,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Private,Prof-school,Married,White-Collar,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Some-college,Married,Professional,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Private,Masters,Married,Professional,Other,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
19.0,Self-Employed,Masters,Married,White-Collar,White,Male,43.0,c3a951e7-8f4c-4428-85ff-2950668db303
19.0,Self-Employed,Doctorate,Married,White-Collar,White,Male,43.0,c3a951e7-8f4c-4428-85ff-2950668db303
19.0,Private,Doctorate,Married,White-Collar,White,Male,43.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Self-Employed,Masters,Married,White-Collar,White,Male,43.0,c3a951e7-8f4c-4428-85ff-2950668db303
23.0,Other/Unknown,Masters,Married,Other/Unknown,White,Female,42.0,c3a951e7-8f4c-4428-85ff-2950668db303
23.0,Other/Unknown,Masters,Married,Service,White,Female,42.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Private,Doctorate,Married,Professional,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Prof-school,Separated,Professional,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Government,Doctorate,Married,Professional,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Prof-school,Married,White-Collar,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
20.0,Self-Employed,Prof-school,Married,Other/Unknown,White,Male,39.0,c3a951e7-8f4c-4428-85ff-2950668db303
19.0,Government,Doctorate,Married,Service,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
19.0,Other/Unknown,Masters,Married,Other/Unknown,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Self-Employed,Masters,Married,Other/Unknown,White,Female,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
21.0,Self-Employed,Some-college,Married,Professional,White,Male,40.0,c3a951e7-8f4c-4428-85ff-2950668db303
78.0,Self-Employed,Bachelors,Separated,White-Collar,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Single,White-Collar,White,Female,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Divorced,White-Collar,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Single,White-Collar,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Married,Service,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Married,White-Collar,Other,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Single,White-Collar,Other,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Separated,White-Collar,White,Female,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Other/Unknown,Prof-school,Separated,Blue-Collar,Other,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,School,Married,White-Collar,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Other/Unknown,Bachelors,Separated,White-Collar,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,HS-grad,Married,White-Collar,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Separated,Blue-Collar,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Other/Unknown,Bachelors,Widowed,White-Collar,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Other/Unknown,Bachelors,Married,White-Collar,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Other/Unknown,School,Married,White-Collar,Other,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Other/Unknown,Bachelors,Single,White-Collar,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Separated,White-Collar,Other,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Divorced,White-Collar,Other,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,School,Married,White-Collar,Other,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Some-college,Married,Blue-Collar,Other,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,HS-grad,Divorced,White-Collar,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Married,White-Collar,Other,Female,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,School,Divorced,White-Collar,Other,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Other/Unknown,School,Married,White-Collar,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,School,Married,Blue-Collar,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Widowed,White-Collar,White,Female,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Widowed,Service,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Married,Service,White,Female,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Other/Unknown,Some-college,Single,White-Collar,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Widowed,White-Collar,Other,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Married,Blue-Collar,Other,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Bachelors,Separated,Other/Unknown,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,HS-grad,Married,White-Collar,Other,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
78.0,Self-Employed,Assoc,Divorced,White-Collar,White,Male,45.0,127a9135-a780-4cbc-874d-963203e18783
32.0,Private,Bachelors,Married,Blue-Collar,White,Female,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Doctorate,Married,Other/Unknown,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Bachelors,Married,Professional,Other,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Masters,Married,Blue-Collar,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Bachelors,Married,Professional,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Bachelors,Married,Other/Unknown,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Bachelors,Married,Service,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Bachelors,Married,White-Collar,White,Female,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Self-Employed,Bachelors,Married,White-Collar,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Self-Employed,Bachelors,Married,Professional,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Doctorate,Married,Blue-Collar,White,Female,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Prof-school,Married,Blue-Collar,Other,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Self-Employed,Masters,Married,Blue-Collar,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Bachelors,Married,White-Collar,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Bachelors,Married,Sales,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Government,Prof-school,Married,Blue-Collar,Other,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Doctorate,Married,Blue-Collar,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Bachelors,Married,White-Collar,Other,Female,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Bachelors,Married,Sales,White,Female,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Bachelors,Married,Professional,White,Female,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Prof-school,Married,Blue-Collar,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Masters,Married,White-Collar,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Masters,Married,Professional,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Bachelors,Married,White-Collar,Other,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Self-Employed,Bachelors,Married,Sales,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Doctorate,Married,Professional,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Doctorate,Married,White-Collar,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Government,Bachelors,Married,Other/Unknown,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Prof-school,Married,Blue-Collar,White,Female,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Government,Bachelors,Married,Professional,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Self-Employed,Prof-school,Married,Blue-Collar,White,Female,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Doctorate,Married,Sales,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Government,Doctorate,Married,Blue-Collar,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Bachelors,Married,Service,Other,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Masters,Married,Blue-Collar,Other,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Doctorate,Married,Service,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Bachelors,Married,Service,White,Female,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Government,Bachelors,Married,Service,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Bachelors,Married,Sales,Other,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Prof-school,Married,Other/Unknown,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Prof-school,Married,Sales,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Some-college,Married,Professional,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Private,Doctorate,Married,Blue-Collar,Other,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
32.0,Self-Employed,Bachelors,Married,Other/Unknown,White,Male,44.0,41028f4d-a8e3-4f91-98d9-8a4e6e41ae57
61.0,Private,Doctorate,Married,White-Collar,White,Male,3.0,cc0ac02b-7954-4783-8498-3b01f4aa5847
61.0,Private,Prof-school,Married,White-Collar,White,Male,3.0,cc0ac02b-7954-4783-8498-3b01f4aa5847
61.0,Private,Doctorate,Married,Sales,White,Male,3.0,cc0ac02b-7954-4783-8498-3b01f4aa5847
61.0,Private,Doctorate,Widowed,White-Collar,White,Male,3.0,cc0ac02b-7954-4783-8498-3b01f4aa5847
61.0,Private,Prof-school,Married,White-Collar,White,Female,3.0,cc0ac02b-7954-4783-8498-3b01f4aa5847
61.0,Private,Doctorate,Married,Blue-Collar,White,Male,3.0,cc0ac02b-7954-4783-8498-3b01f4aa5847
61.0,Self-Employed,Prof-school,Married,White-Collar,White,Female,3.0,cc0ac02b-7954-4783-8498-3b01f4aa5847
61.0,Government,Doctorate,Married,Blue-Collar,White,Male,3.0,cc0ac02b-7954-4783-8498-3b01f4aa5847
32.0,Private,Masters,Married,Service,White,Female,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Private,Doctorate,Married,Service,White,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Private,Masters,Married,Service,White,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Private,Bachelors,Married,Service,White,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Private,Masters,Married,Professional,White,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Private,Doctorate,Married,Service,White,Female,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Private,Prof-school,Married,Service,White,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Private,Doctorate,Married,Sales,White,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Private,Masters,Married,Service,Other,Female,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Private,Prof-school,Married,Blue-Collar,White,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Self-Employed,Doctorate,Married,Service,White,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Private,Bachelors,Married,Professional,White,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Self-Employed,Assoc,Married,Professional,White,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Government,Doctorate,Married,Service,White,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Private,Bachelors,Married,Other/Unknown,White,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Private,Prof-school,Married,White-Collar,White,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Government,Masters,Married,Other/Unknown,White,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Private,Prof-school,Married,Service,White,Female,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Private,Doctorate,Married,White-Collar,Other,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Private,Masters,Married,Blue-Collar,White,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Government,Prof-school,Married,Service,Other,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
32.0,Private,Doctorate,Married,White-Collar,White,Male,40.0,523ddfae-3c0f-41c1-ad83-8ed25de55642
33.0,Private,Prof-school,Divorced,Blue-Collar,White,Male,55.0,64bfe072-22c5-4ff7-8f17-ab9773716a6d
33.0,Private,Doctorate,Divorced,Blue-Collar,White,Male,55.0,64bfe072-22c5-4ff7-8f17-ab9773716a6d
33.0,Private,Masters,Divorced,Blue-Collar,White,Male,55.0,64bfe072-22c5-4ff7-8f17-ab9773716a6d
33.0,Private,Doctorate,Divorced,Professional,White,Male,55.0,64bfe072-22c5-4ff7-8f17-ab9773716a6d
33.0,Private,Prof-school,Married,Blue-Collar,White,Male,55.0,64bfe072-22c5-4ff7-8f17-ab9773716a6d
33.0,Private,Doctorate,Widowed,Blue-Collar,White,Male,55.0,64bfe072-22c5-4ff7-8f17-ab9773716a6d
33.0,Private,Doctorate,Married,Blue-Collar,Other,Male,55.0,64bfe072-22c5-4ff7-8f17-ab9773716a6d
33.0,Private,Doctorate,Married,Blue-Collar,White,Male,55.0,64bfe072-22c5-4ff7-8f17-ab9773716a6d
33.0,Government,Doctorate,Divorced,Sales,Other,Male,55.0,64bfe072-22c5-4ff7-8f17-ab9773716a6d
33.0,Private,Doctorate,Divorced,Service,White,Male,55.0,64bfe072-22c5-4ff7-8f17-ab9773716a6d
33.0,Private,Bachelors,Divorced,White-Collar,White,Male,55.0,64bfe072-22c5-4ff7-8f17-ab9773716a6d
33.0,Self-Employed,Prof-school,Divorced,Blue-Collar,White,Male,55.0,64bfe072-22c5-4ff7-8f17-ab9773716a6d
33.0,Self-Employed,Doctorate,Divorced,Blue-Collar,White,Male,55.0,64bfe072-22c5-4ff7-8f17-ab9773716a6d
