status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,query_id
... < 0 DM,59.913491197643694,delay in paying off in the past,repairs,15051.401485094671,A61,4 <= ... < 7 years,3.9994424809135394,male : single,co-applicant,2.1622502108068637,unknown / no property,37.78439064972929,bank,rent,2.2409671853698634,management/ self-employed/ highly qualified employee/ officer,1.4542542521806865,none,yes,d0a1631d-fff0-446c-84ba-9a8b48d49279
... < 0 DM,59.913491197643694,delay in paying off in the past,repairs,12955.015717084916,A61,4 <= ... < 7 years,3.9994424809135394,male : single,co-applicant,2.138205817694216,unknown / no property,37.73834490185593,bank,rent,2.2409671853698634,management/ self-employed/ highly qualified employee/ officer,1.4542542521806865,none,yes,d0a1631d-fff0-446c-84ba-9a8b48d49279
0 <= ... < 200 DM,55.90830140723989,delay in paying off in the past,education,15568.820967567068,A61,unemployed,3.9844891545204337,male : divorced/separated,co-applicant,2.000885693260007,if not A121 : building society savings agreement/ life insurance,34.12911607577392,bank,own,2.133786881564979,skilled employee / official,1.356781730523527,none,yes,d0a1631d-fff0-446c-84ba-9a8b48d49279
0 <= ... < 200 DM,54.974354610542086,delay in paying off in the past,education,15568.820967567068,A61,unemployed,3.9844891545204337,male : divorced/separated,co-applicant,2.000885693260007,if not A121 : building society savings agreement/ life insurance,35.69247777478074,bank,own,2.133786881564979,skilled employee / official,1.356781730523527,none,yes,d0a1631d-fff0-446c-84ba-9a8b48d49279
0 <= ... < 200 DM,59.748077935861474,no credits taken/ all credits paid back duly,repairs,15609.399168252688,A61,.. >= 7 years,3.6909055154412265,male : divorced/separated,none,3.951672143389224,unknown / no property,29.840125774141132,stores,own,1.7089005328703617,skilled employee / official,1.9786444375159784,"yes, registered under the customers name",yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
0 <= ... < 200 DM,59.72451072896249,no credits taken/ all credits paid back duly,repairs,15609.399168252688,A61,.. >= 7 years,3.6907086519202585,male : divorced/separated,none,3.0096499346154,unknown / no property,35.48401228948594,stores,own,1.7110748579241537,skilled employee / official,1.9266506320374832,"yes, registered under the customers name",yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
... < 0 DM,59.80697213197775,no credits taken/ all credits paid back duly,car (new),15936.993991067577,A61,... < 1 year,3.654778775419691,male : divorced/separated,co-applicant,3.941650728525291,real estate,38.30233693121214,bank,rent,3.025049305682194,skilled employee / official,1.9656987431100084,"yes, registered under the customers name",yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
... < 0 DM,59.80697213197775,no credits taken/ all credits paid back duly,car (new),15936.993991067577,A61,... < 1 year,3.6475081354894368,male : divorced/separated,co-applicant,3.941650728525291,real estate,38.30233693121214,bank,rent,3.025049305682194,skilled employee / official,1.9656987431100084,"yes, registered under the customers name",yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
0 <= ... < 200 DM,30.887374541895262,no credits taken/ all credits paid back duly,business,15925.642412026064,A61,... < 1 year,3.49229819700016,male : divorced/separated,co-applicant,3.2776509622923204,unknown / no property,36.546503291242395,bank,own,1.1898533254197137,skilled employee / official,1.1979998584760465,"yes, registered under the customers name",yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
0 <= ... < 200 DM,30.865581465499627,no credits taken/ all credits paid back duly,business,15933.615758422382,A61,... < 1 year,3.484964374007636,male : divorced/separated,co-applicant,3.430846469859463,unknown / no property,36.56050683691346,bank,own,1.0259642160812448,skilled employee / official,1.007132213234134,"yes, registered under the customers name",yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
0 <= ... < 200 DM,59.99996790531119,delay in paying off in the past,education,11952.216016527713,A61,.. >= 7 years,3.999743971683285,male : divorced/separated,none,3.7310853625742824,unknown / no property,61.66324159374613,bank,rent,3.97984871328953,skilled employee / official,1.2054459527824548,none,yes,a6a3e4eb-e25a-45b5-8f11-259853c43e49
0 <= ... < 200 DM,59.89677648717114,no credits taken/ all credits paid back duly,education,9814.233992560205,A61,.. >= 7 years,3.9984966923681475,male : divorced/separated,none,2.651196936530348,if not A121 : building society savings agreement/ life insurance,37.66298469313367,bank,own,2.6488832853094473,skilled employee / official,1.2297608568649605,none,yes,a6a3e4eb-e25a-45b5-8f11-259853c43e49
0 <= ... < 200 DM,59.90927256892063,no credits taken/ all credits paid back duly,education,9814.233992560205,A61,... < 1 year,2.0342189771459367,male : divorced/separated,none,2.651196936530348,if not A121 : building society savings agreement/ life insurance,37.66298469313367,bank,own,2.6488832853094473,skilled employee / official,1.2429012060385638,none,yes,a6a3e4eb-e25a-45b5-8f11-259853c43e49
0 <= ... < 200 DM,56.99755356862099,delay in paying off in the past,education,15926.138111269633,A61,4 <= ... < 7 years,3.9999993038949304,male : divorced/separated,none,2.197572336405011,"if not A121/A122 : car or other, not in attribute 6",38.34403924886598,bank,rent,2.7923145932736855,skilled employee / official,1.3293777186371296,none,yes,a6a3e4eb-e25a-45b5-8f11-259853c43e49
0 <= ... < 200 DM,56.99755356862099,delay in paying off in the past,education,15925.75782197119,A61,unemployed,3.99999927626452,male : divorced/separated,none,2.197572336405011,"if not A121/A122 : car or other, not in attribute 6",38.34403924886598,bank,rent,2.920673536902188,skilled employee / official,1.3293777186371296,none,yes,a6a3e4eb-e25a-45b5-8f11-259853c43e49
