status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,query_id
0 <= ... < 200 DM,56.373950393449554,all credits at this bank paid back duly,education,15943.329834478114,A61,... < 1 year,3.999679113170554,male : divorced/separated,co-applicant,3.089782948919129,unknown / no property,40.28340926788561,stores,rent,3.860709305110579,skilled employee / official,1.616962737374802,none,yes,c7bc3dee-25a0-4bdb-bbd7-5375f0d85303
0 <= ... < 200 DM,56.375502393009434,all credits at this bank paid back duly,education,15943.330984643571,A61,... < 1 year,3.999679113170554,male : divorced/separated,co-applicant,3.089782948919129,unknown / no property,40.28337254337049,stores,rent,1.8227431831805383,skilled employee / official,1.616962737374802,none,yes,c7bc3dee-25a0-4bdb-bbd7-5375f0d85303
0 <= ... < 200 DM,45.951774817869456,delay in paying off in the past,repairs,15208.016527481092,A61,4 <= ... < 7 years,3.9994667956730505,male : divorced/separated,none,2.454584951300652,unknown / no property,32.2159732168444,stores,rent,1.913625219649385,skilled employee / official,1.3919931871094096,none,yes,c7bc3dee-25a0-4bdb-bbd7-5375f0d85303
0 <= ... < 200 DM,47.317692228012696,delay in paying off in the past,repairs,14288.45474933978,A61,4 <= ... < 7 years,3.989524420079207,male : divorced/separated,none,2.5127972051328507,unknown / no property,21.048492630696593,stores,rent,1.3554544836672888,skilled employee / official,1.3915963800866382,none,yes,c7bc3dee-25a0-4bdb-bbd7-5375f0d85303
0 <= ... < 200 DM,59.91675415347724,delay in paying off in the past,education,15719.79321801976,A61,.. >= 7 years,3.9999585186973055,male : divorced/separated,none,2.9142941883615077,unknown / no property,35.784318886371736,stores,own,2.217264677109116,unskilled - resident,1.2304141286319152,"yes, registered under the customers name",yes,c7bc3dee-25a0-4bdb-bbd7-5375f0d85303
0 <= ... < 200 DM,56.04303984509262,delay in paying off in the past,education,15719.79321801976,A61,.. >= 7 years,3.9846592900215088,male : divorced/separated,none,2.9142941883615077,unknown / no property,35.784318886371736,stores,own,2.217264677109116,unskilled - resident,1.2304141286319152,"yes, registered under the customers name",yes,c7bc3dee-25a0-4bdb-bbd7-5375f0d85303
0 <= ... < 200 DM,59.17029748075499,no credits taken/ all credits paid back duly,repairs,15837.056966438877,A61,.. >= 7 years,3.993625598223356,male : divorced/separated,none,2.6015247287318077,if not A121 : building society savings agreement/ life insurance,35.02089778139032,stores,rent,2.7353310054218913,skilled employee / official,1.5599195667665815,"yes, registered under the customers name",yes,c7bc3dee-25a0-4bdb-bbd7-5375f0d85303
0 <= ... < 200 DM,59.17029748075499,no credits taken/ all credits paid back duly,repairs,15837.056966438877,A61,.. >= 7 years,3.9095534713473232,male : divorced/separated,none,2.6015247287318077,if not A121 : building society savings agreement/ life insurance,35.02089778139032,stores,rent,2.7353310054218913,skilled employee / official,1.5599195667665815,"yes, registered under the customers name",yes,c7bc3dee-25a0-4bdb-bbd7-5375f0d85303
0 <= ... < 200 DM,59.99823374097275,delay in paying off in the past,repairs,15929.62185937986,A61,... < 1 year,3.9996605479040217,male : single,none,2.694192125838226,"if not A121/A122 : car or other, not in attribute 6",34.40391137176097,bank,own,3.232520602962827,skilled employee / official,1.9974858281941137,"yes, registered under the customers name",yes,c7bc3dee-25a0-4bdb-bbd7-5375f0d85303
0 <= ... < 200 DM,59.99823374097275,critical account/ other credits existing (not at this bank),repairs,15929.62185937986,A61,... < 1 year,3.9996655815701647,male : single,none,2.2345218665094704,"if not A121/A122 : car or other, not in attribute 6",34.40391137176097,bank,own,3.2299411241151263,skilled employee / official,1.9974858281941137,"yes, registered under the customers name",yes,c7bc3dee-25a0-4bdb-bbd7-5375f0d85303
0 <= ... < 200 DM,59.091467289692865,no credits taken/ all credits paid back duly,education,15773.785719945632,A61,... < 1 year,3.9996089132128754,male : divorced/separated,none,2.5917687191343624,if not A121 : building society savings agreement/ life insurance,25.439725617783928,stores,rent,3.996090938739744,skilled employee / official,1.5804398923958909,none,yes,c7bc3dee-25a0-4bdb-bbd7-5375f0d85303
... < 0 DM,59.50318807841645,no credits taken/ all credits paid back duly,car (new),15886.575094997974,A61,... < 1 year,3.2133132972575646,male : divorced/separated,co-applicant,3.6962613729707985,unknown / no property,42.811397344089144,stores,rent,2.388905617015609,skilled employee / official,1.6750961327376224,"yes, registered under the customers name",yes,1b9a4318-9a7a-491a-b55d-7665953b08d9
0 <= ... < 200 DM,46.028132871968765,delay in paying off in the past,education,15933.503815237664,A61,.. >= 7 years,3.897491901635534,male : divorced/separated,none,3.195632764910658,unknown / no property,47.46153935434699,bank,own,1.7779192646249786,skilled employee / official,1.8243143844410536,none,yes,1b9a4318-9a7a-491a-b55d-7665953b08d9
0 <= ... < 200 DM,44.701881117291954,delay in paying off in the past,education,15940.59186000709,A61,.. >= 7 years,3.8181790556514095,male : divorced/separated,none,3.195632764910658,unknown / no property,44.34233615564288,bank,own,1.0916252495318863,skilled employee / official,1.8243143844410536,none,yes,1b9a4318-9a7a-491a-b55d-7665953b08d9
0 <= ... < 200 DM,59.71192975487668,no credits taken/ all credits paid back duly,education,3374.024249753791,A61,.. >= 7 years,3.1560877959842397,male : married/widowed,co-applicant,3.2612760762829716,unknown / no property,24.15922648425127,bank,own,1.0485942033693696,skilled employee / official,1.833739169556394,"yes, registered under the customers name",yes,1b9a4318-9a7a-491a-b55d-7665953b08d9
0 <= ... < 200 DM,59.7116771385793,no credits taken/ all credits paid back duly,education,3176.96675423494,A61,... < 1 year,3.2533270944203703,male : married/widowed,co-applicant,3.258103539814617,unknown / no property,44.425234880437515,bank,own,1.0432358292186124,skilled employee / official,1.833731322760474,"yes, registered under the customers name",yes,1b9a4318-9a7a-491a-b55d-7665953b08d9
... < 0 DM,59.91669708698172,no credits taken/ all credits paid back duly,repairs,15708.413646448824,A64,.. >= 7 years,3.5877432529881537,male : divorced/separated,none,3.5330751211232867,unknown / no property,34.93410128350563,bank,own,3.864183309597363,skilled employee / official,1.105637452775288,none,yes,1b9a4318-9a7a-491a-b55d-7665953b08d9
0 <= ... < 200 DM,59.74443484783737,no credits taken/ all credits paid back duly,repairs,15708.413646448824,A64,.. >= 7 years,3.4374363873258726,male : divorced/separated,none,3.254709938873589,unknown / no property,34.93410128350563,bank,own,3.899262398320409,skilled employee / official,1.105637452775288,none,yes,1b9a4318-9a7a-491a-b55d-7665953b08d9
0 <= ... < 200 DM,26.607922595111667,no credits taken/ all credits paid back duly,repairs,4752.31362215991,A61,... < 1 year,3.8825975140637254,male : divorced/separated,co-applicant,3.5020955462660384,unknown / no property,35.46176428396039,stores,rent,2.44038184993872,skilled employee / official,1.254961041536382,none,yes,1b9a4318-9a7a-491a-b55d-7665953b08d9
... < 0 DM,46.64143536488353,existing credits paid back duly till now,education,15919.990446449863,A61,.. >= 7 years,3.9845535312809695,male : single,none,3.9742113073376784,unknown / no property,26.025300824367505,bank,own,3.78543048422478,skilled employee / official,1.9961143407325717,"yes, registered under the customers name",yes,1b9a4318-9a7a-491a-b55d-7665953b08d9
... < 0 DM,48.51360810782083,existing credits paid back duly till now,education,1863.1830276297817,A61,.. >= 7 years,3.9845535312809695,male : single,none,3.9742113073376784,unknown / no property,26.025300824367505,bank,own,3.78543048422478,skilled employee / official,1.9961143407325717,"yes, registered under the customers name",yes,1b9a4318-9a7a-491a-b55d-7665953b08d9
0 <= ... < 200 DM,47.57705414214555,no credits taken/ all credits paid back duly,car (new),15913.343971876311,A61,4 <= ... < 7 years,3.9955927961272706,male : divorced/separated,co-applicant,3.3890740698180983,unknown / no property,28.998847763733895,stores,rent,2.593757315417704,management/ self-employed/ highly qualified employee/ officer,1.6365525952157054,none,yes,eb86c2ff-1a7f-48fa-a28a-200007d42776
0 <= ... < 200 DM,47.57705414214555,no credits taken/ all credits paid back duly,business,15913.343971876311,A61,4 <= ... < 7 years,3.99356522165773,male : divorced/separated,co-applicant,3.4065783640539475,unknown / no property,29.024998853265977,stores,rent,2.593757315417704,management/ self-employed/ highly qualified employee/ officer,1.6365525952157054,none,yes,eb86c2ff-1a7f-48fa-a28a-200007d42776
... < 0 DM,58.66670627223445,all credits at this bank paid back duly,repairs,5517.070765179352,A61,... < 1 year,3.9530112647538815,male : divorced/separated,none,2.7419652045564096,unknown / no property,42.97215297759795,bank,rent,3.074614957123707,skilled employee / official,1.8978244540816476,none,yes,eb86c2ff-1a7f-48fa-a28a-200007d42776
... < 0 DM,58.66956619449753,all credits at this bank paid back duly,repairs,5510.648279392343,A61,... < 1 year,3.947765729806476,male : divorced/separated,none,2.7419652045564096,unknown / no property,42.97215297759795,bank,rent,3.074614957123707,skilled employee / official,1.8978244540816476,none,yes,eb86c2ff-1a7f-48fa-a28a-200007d42776
0 <= ... < 200 DM,59.99589630834791,no credits taken/ all credits paid back duly,education,15915.189848368012,A61,.. >= 7 years,3.991153489381564,male : divorced/separated,none,2.1344892150649555,unknown / no property,34.25790892730748,stores,rent,3.320055495973162,management/ self-employed/ highly qualified employee/ officer,1.345924463065952,none,yes,eb86c2ff-1a7f-48fa-a28a-200007d42776
0 <= ... < 200 DM,59.99590157003109,no credits taken/ all credits paid back duly,education,15915.189848368012,A61,.. >= 7 years,3.991153489381564,male : divorced/separated,none,1.905679905919822,unknown / no property,34.25790892730748,stores,rent,3.4933832882704627,management/ self-employed/ highly qualified employee/ officer,1.345924463065952,none,yes,eb86c2ff-1a7f-48fa-a28a-200007d42776
0 <= ... < 200 DM,59.87315571205227,no credits taken/ all credits paid back duly,education,15870.232303659364,A61,.. >= 7 years,3.926273659348835,male : divorced/separated,none,3.992284122071943,unknown / no property,52.246565719933585,stores,rent,1.98717143715344,skilled employee / official,1.216848410647666,none,yes,eb86c2ff-1a7f-48fa-a28a-200007d42776
0 <= ... < 200 DM,59.95946313579659,no credits taken/ all credits paid back duly,education,15322.57889787729,A61,... < 1 year,3.926273659348835,male : divorced/separated,none,3.992284122071943,unknown / no property,52.246565719933585,stores,rent,1.98717143715344,skilled employee / official,1.216848410647666,none,yes,eb86c2ff-1a7f-48fa-a28a-200007d42776
0 <= ... < 200 DM,47.71199794181661,no credits taken/ all credits paid back duly,repairs,15933.98795354363,A61,... < 1 year,3.9897256792340534,male : divorced/separated,none,2.2568625372714965,if not A121 : building society savings agreement/ life insurance,33.24957838356992,stores,own,2.3024299276190656,skilled employee / official,1.993886956175027,none,yes,eb86c2ff-1a7f-48fa-a28a-200007d42776
0 <= ... < 200 DM,50.03122997911344,no credits taken/ all credits paid back duly,repairs,15823.382715540456,A61,... < 1 year,3.896381619777428,male : divorced/separated,none,1.5749459326753756,if not A121 : building society savings agreement/ life insurance,31.335175337938143,stores,own,2.019527787293351,skilled employee / official,1.9838986509929768,none,yes,eb86c2ff-1a7f-48fa-a28a-200007d42776
... < 0 DM,51.817141821150656,no credits taken/ all credits paid back duly,car (new),15895.726774238348,A61,.. >= 7 years,3.9879247692360944,male : single,co-applicant,3.5329513980784153,unknown / no property,25.268317073459738,stores,own,3.993761038166887,skilled employee / official,1.74085981663963,none,yes,eb86c2ff-1a7f-48fa-a28a-200007d42776
... < 0 DM,51.74507951641272,no credits taken/ all credits paid back duly,car (new),15940.705020211222,A61,.. >= 7 years,3.638259112467853,male : single,co-applicant,3.5437060842862245,unknown / no property,25.00420432785927,stores,own,3.935257744125899,skilled employee / official,1.6858666023751772,none,yes,eb86c2ff-1a7f-48fa-a28a-200007d42776
0 <= ... < 200 DM,49.99393258031017,no credits taken/ all credits paid back duly,car (new),15944.907398245414,A61,.. >= 7 years,3.497338454254052,male : divorced/separated,co-applicant,3.997990372229372,real estate,46.89260663046117,stores,rent,1.6143977737940696,skilled employee / official,1.7904953870931517,none,yes,797829e5-82f8-4c58-bdf0-2647a6f2aa2c
0 <= ... < 200 DM,49.99393258031017,no credits taken/ all credits paid back duly,car (new),15944.870631053662,A61,.. >= 7 years,2.9959306501425083,male : divorced/separated,co-applicant,3.9980649131989914,real estate,46.79075474731573,stores,rent,1.6143977737940696,skilled employee / official,1.7642023470184256,none,yes,797829e5-82f8-4c58-bdf0-2647a6f2aa2c
... < 0 DM,39.51499841219195,no credits taken/ all credits paid back duly,repairs,15334.046520070224,A64,... < 1 year,3.969207980314892,male : divorced/separated,none,3.489883592088258,unknown / no property,38.16026430986957,bank,own,3.933832195907744,skilled employee / official,1.6400656989808144,none,yes,797829e5-82f8-4c58-bdf0-2647a6f2aa2c
... < 0 DM,39.51499841219195,no credits taken/ all credits paid back duly,repairs,15334.046520070224,A64,... < 1 year,3.969207980314892,male : divorced/separated,none,3.4870139635700057,unknown / no property,38.03280051328862,bank,own,1.0998939299765935,skilled employee / official,1.6400656989808144,none,yes,797829e5-82f8-4c58-bdf0-2647a6f2aa2c
0 <= ... < 200 DM,29.80270777788516,no credits taken/ all credits paid back duly,education,5557.897721672355,A61,.. >= 7 years,3.956639109556885,male : divorced/separated,co-applicant,3.9218715058825104,unknown / no property,30.354153453738085,none,rent,3.7470394604936623,skilled employee / official,1.0165978013234556,none,yes,797829e5-82f8-4c58-bdf0-2647a6f2aa2c
0 <= ... < 200 DM,31.53117394845058,no credits taken/ all credits paid back duly,education,5534.9425193517,A64,.. >= 7 years,3.970992704478375,male : divorced/separated,co-applicant,3.018576421550606,unknown / no property,35.297778315736515,bank,rent,3.988477027361748,skilled employee / official,1.0190746459513291,"yes, registered under the customers name",yes,797829e5-82f8-4c58-bdf0-2647a6f2aa2c
... < 0 DM,59.99278707833177,no credits taken/ all credits paid back duly,car (new),15901.070142111175,A61,... < 1 year,3.205521340872714,male : divorced/separated,none,3.950400571789425,if not A121 : building society savings agreement/ life insurance,33.512101782636904,bank,rent,1.3840138851115895,skilled employee / official,1.2070339039286695,none,yes,797829e5-82f8-4c58-bdf0-2647a6f2aa2c
... < 0 DM,59.99274490920609,no credits taken/ all credits paid back duly,car (new),14936.111864180786,A61,... < 1 year,3.0902780115724515,male : divorced/separated,none,3.312608868741249,real estate,36.18911194557026,bank,rent,1.3860178374584955,skilled employee / official,1.137131989821382,none,yes,797829e5-82f8-4c58-bdf0-2647a6f2aa2c
0 <= ... < 200 DM,59.94174181165799,no credits taken/ all credits paid back duly,repairs,13948.84480719566,A61,.. >= 7 years,3.982396886453495,male : divorced/separated,none,3.966339054340741,unknown / no property,28.26064219787312,bank,rent,2.2576346774435385,skilled employee / official,1.656059384083362,none,yes,797829e5-82f8-4c58-bdf0-2647a6f2aa2c
... < 0 DM,43.64614388737151,no credits taken/ all credits paid back duly,education,15934.20724674628,A61,... < 1 year,3.658760666218575,male : divorced/separated,none,3.982039972275706,unknown / no property,33.94735413317942,bank,own,1.362618957704158,skilled employee / official,1.4588320011559204,"yes, registered under the customers name",yes,797829e5-82f8-4c58-bdf0-2647a6f2aa2c
... < 0 DM,43.64614388737151,no credits taken/ all credits paid back duly,education,15934.20724674628,A61,... < 1 year,3.658760666218575,male : divorced/separated,none,3.982039972275706,unknown / no property,32.54797758632734,bank,own,1.362618957704158,skilled employee / official,1.4588320011559204,"yes, registered under the customers name",yes,797829e5-82f8-4c58-bdf0-2647a6f2aa2c
0 <= ... < 200 DM,59.384044476523336,delay in paying off in the past,car (new),15944.728212402208,A61,... < 1 year,3.9516700940639344,male : divorced/separated,co-applicant,2.6616367899673863,unknown / no property,70.56906602492843,stores,rent,3.727495622671897,skilled employee / official,1.9618084609590996,none,yes,d0a1631d-fff0-446c-84ba-9a8b48d49279
0 <= ... < 200 DM,57.83487392011965,delay in paying off in the past,car (new),15944.728212402208,A61,unemployed,3.9516700940639344,male : divorced/separated,co-applicant,2.7310797993408022,unknown / no property,69.66483870922096,none,rent,1.7708038026744828,skilled employee / official,1.923933198797108,none,yes,d0a1631d-fff0-446c-84ba-9a8b48d49279
0 <= ... < 200 DM,56.86848037009945,delay in paying off in the past,repairs,15924.358508849296,A61,4 <= ... < 7 years,3.997847347144882,male : divorced/separated,co-applicant,2.4386106283122317,unknown / no property,42.14796233745871,bank,rent,2.6681897676775135,skilled employee / official,1.245808133682737,none,yes,d0a1631d-fff0-446c-84ba-9a8b48d49279
0 <= ... < 200 DM,56.86848037009945,delay in paying off in the past,repairs,15924.358508849296,A61,4 <= ... < 7 years,3.997847347144882,male : divorced/separated,co-applicant,2.4386106283122317,unknown / no property,42.14796233745871,bank,rent,2.6681897676775135,skilled employee / official,1.1592841591053762,none,yes,d0a1631d-fff0-446c-84ba-9a8b48d49279
0 <= ... < 200 DM,59.92275574266445,no credits taken/ all credits paid back duly,education,12306.74385091953,A61,4 <= ... < 7 years,3.976125570902528,male : divorced/separated,none,3.848523894597083,unknown / no property,59.46482058412496,stores,own,2.6926095534799326,unskilled - resident,1.539911455934836,none,yes,d0a1631d-fff0-446c-84ba-9a8b48d49279
0 <= ... < 200 DM,59.83096523119402,no credits taken/ all credits paid back duly,education,13181.693621902245,A61,.. >= 7 years,3.999475071786706,male : divorced/separated,none,3.704737179103714,unknown / no property,34.49682550806736,none,own,2.167084342117848,skilled employee / official,1.2809345532037677,none,yes,d0a1631d-fff0-446c-84ba-9a8b48d49279
0 <= ... < 200 DM,20.26952185271035,delay in paying off in the past,car (new),15921.27796363512,A61,... < 1 year,3.9793282640040735,male : divorced/separated,none,2.873678601555264,"if not A121/A122 : car or other, not in attribute 6",23.187981527865855,stores,own,3.0416946017684294,skilled employee / official,1.9788055299231109,"yes, registered under the customers name",yes,d0a1631d-fff0-446c-84ba-9a8b48d49279
... < 0 DM,59.80574666496344,no credits taken/ all credits paid back duly,repairs,15944.37711459624,A61,... < 1 year,3.997317010498648,male : divorced/separated,co-applicant,2.463192552797213,real estate,34.415001608204044,stores,rent,3.1095137027685715,skilled employee / official,1.535444363260253,none,yes,d0a1631d-fff0-446c-84ba-9a8b48d49279
... < 0 DM,59.17818750071734,no credits taken/ all credits paid back duly,repairs,15944.37711459624,A61,unemployed,3.997317010498648,male : divorced/separated,co-applicant,2.2687606301479177,"if not A121/A122 : car or other, not in attribute 6",34.41498695301203,stores,rent,3.1095137027685715,skilled employee / official,1.535444363260253,none,yes,d0a1631d-fff0-446c-84ba-9a8b48d49279
0 <= ... < 200 DM,40.228020290206615,delay in paying off in the past,car (new),15873.932693451388,A61,.. >= 7 years,3.814583403050196,male : divorced/separated,co-applicant,3.873623678329353,unknown / no property,42.00479990009303,stores,rent,1.208580790339071,skilled employee / official,1.4257005524807531,none,yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
0 <= ... < 200 DM,40.30467040136553,delay in paying off in the past,car (new),14302.182846519552,A61,.. >= 7 years,3.6691996249508505,male : divorced/separated,co-applicant,3.224245952271848,unknown / no property,42.16906504294917,stores,rent,1.2125545086114091,skilled employee / official,1.3890416113309023,none,yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
0 <= ... < 200 DM,50.48619441627272,no credits taken/ all credits paid back duly,car (new),5654.651178413935,A61,... < 1 year,3.897117878617335,male : divorced/separated,none,3.322483838460353,unknown / no property,35.83496299109469,stores,rent,2.515891581164949,skilled employee / official,1.828369983097807,none,yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
0 <= ... < 200 DM,47.44972425914804,no credits taken/ all credits paid back duly,car (new),4704.1392547513615,A61,... < 1 year,3.0997179211682235,male : divorced/separated,none,3.322483838460353,unknown / no property,35.83496299109469,stores,rent,2.426272724746573,skilled employee / official,1.8295314189145924,none,yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
0 <= ... < 200 DM,59.960339502836355,delay in paying off in the past,education,12264.683370955923,A61,.. >= 7 years,3.470561694870607,male : divorced/separated,none,3.2106568107098212,unknown / no property,44.45251275634052,bank,rent,3.965252533569611,skilled employee / official,1.504577582319025,none,yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
0 <= ... < 200 DM,59.960339502836355,delay in paying off in the past,education,12266.199462684055,A61,... < 1 year,3.4605828844616573,male : divorced/separated,none,3.210643051558856,unknown / no property,37.82268761896732,bank,rent,3.922205808973829,skilled employee / official,1.4921056268335668,none,yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
0 <= ... < 200 DM,59.98817830355382,no credits taken/ all credits paid back duly,car (new),13237.184574030754,A61,.. >= 7 years,3.34303442052012,male : divorced/separated,none,3.9922938696317343,unknown / no property,33.43113396007935,stores,own,3.670495406262261,skilled employee / official,1.001250873246298,none,yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
0 <= ... < 200 DM,59.72663911146052,no credits taken/ all credits paid back duly,car (new),12999.729457385696,A61,... < 1 year,3.3473724476139903,male : married/widowed,none,2.6405325179488406,unknown / no property,33.369996765140264,stores,own,3.8322142036328537,skilled employee / official,1.0000181762083804,none,yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
0 <= ... < 200 DM,59.94959351776541,no credits taken/ all credits paid back duly,repairs,7763.752427336484,A61,.. >= 7 years,3.999995088496391,male : divorced/separated,none,3.9122694099240887,real estate,35.32769126127711,bank,rent,3.4991262645488415,skilled employee / official,1.3543561087981737,none,yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
0 <= ... < 200 DM,59.94959351776541,no credits taken/ all credits paid back duly,repairs,7763.752427336484,A61,.. >= 7 years,3.999995088496391,male : divorced/separated,none,3.9122694099240887,real estate,36.21597050419447,bank,rent,3.496220506171917,skilled employee / official,1.3543561087981737,none,yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
... < 0 DM,36.925103596390755,no credits taken/ all credits paid back duly,car (new),14332.357911578576,A61,... < 1 year,3.739324240216277,male : single,none,3.891257929826591,unknown / no property,30.854199937903388,bank,own,1.416897231079877,skilled employee / official,1.3122414298317184,none,yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
... < 0 DM,38.59160328052226,no credits taken/ all credits paid back duly,car (new),11423.469225372237,A61,1 <= ... < 4 years,3.739292124855363,male : single,none,3.8842883409664606,unknown / no property,28.69691025240636,bank,own,1.2400784508764202,skilled employee / official,1.3122414298317184,none,yes,4ce5d8d7-bde7-4977-8a0f-fe14f3e07783
0 <= ... < 200 DM,59.951819640396685,no credits taken/ all credits paid back duly,education,15875.571934907051,A61,4 <= ... < 7 years,3.9976659832912538,male : divorced/separated,none,3.9602038694707584,unknown / no property,36.001689417494426,stores,rent,3.993564248650776,unemployed/ unskilled - non-resident,1.9999043867423183,none,yes,a6a3e4eb-e25a-45b5-8f11-259853c43e49
0 <= ... < 200 DM,59.951819640396685,no credits taken/ all credits paid back duly,education,15875.571934907051,A61,4 <= ... < 7 years,3.9976659832912538,male : divorced/separated,none,3.943100797842933,unknown / no property,37.77046958728475,stores,rent,3.997302572627686,unemployed/ unskilled - non-resident,1.9999043867423183,none,yes,a6a3e4eb-e25a-45b5-8f11-259853c43e49
0 <= ... < 200 DM,38.60337062385517,delay in paying off in the past,repairs,15867.136167352608,A61,unemployed,3.966724345847088,male : divorced/separated,none,3.995289289289575,unknown / no property,24.36899200355559,stores,own,2.1297316214838093,management/ self-employed/ highly qualified employee/ officer,1.6962621487543983,none,yes,a6a3e4eb-e25a-45b5-8f11-259853c43e49
0 <= ... < 200 DM,38.60337062385517,delay in paying off in the past,repairs,15783.340380092292,A61,unemployed,3.966724345847088,male : divorced/separated,none,1.8946787652944397,unknown / no property,23.475653667272468,stores,own,2.100760050594199,management/ self-employed/ highly qualified employee/ officer,1.6962621487543983,none,yes,a6a3e4eb-e25a-45b5-8f11-259853c43e49
0 <= ... < 200 DM,59.45627021041687,no credits taken/ all credits paid back duly,education,15501.269829737976,A61,... < 1 year,3.9850634827600233,male : divorced/separated,none,3.6295112928148887,unknown / no property,35.159612917945246,stores,own,2.4750295743472055,skilled employee / official,1.2634103157692256,none,yes,a6a3e4eb-e25a-45b5-8f11-259853c43e49
