query_uuid,cf_index,sigma,proximity,geometric_instability,intervention_instability,is_pareto_optimal,age,workclass,education,marital_status,occupation,race,gender,hours_per_week
41028f4d-a8e3-4f91-98d9-8a4e6e41ae57,14,0.03,1.4142135381698608,0.9468690752983093,0.3333333432674408,True,32.0,Private,Bachelors,Married,Sales,White,Male,44.0
41028f4d-a8e3-4f91-98d9-8a4e6e41ae57,16,0.03,1.4142135381698608,1.1421047449111938,9.99999993922529e-09,True,32.0,Private,Doctorate,Married,Blue-Collar,White,Male,44.0
41028f4d-a8e3-4f91-98d9-8a4e6e41ae57,20,0.03,1.4142135381698608,1.1421047449111938,9.99999993922529e-09,True,32.0,Private,Prof-school,Married,Blue-Collar,White,Male,44.0
41028f4d-a8e3-4f91-98d9-8a4e6e41ae57,26,0.03,2.0,0.9468690752983093,4.999999969612645e-09,True,32.0,Private,Doctorate,Married,White-Collar,White,Male,44.0
41028f4d-a8e3-4f91-98d9-8a4e6e41ae57,40,0.03,2.0,0.9468690752983093,4.999999969612645e-09,True,32.0,Private,Prof-school,Married,Sales,White,Male,44.0
cc0ac02b-7954-4783-8498-3b01f4aa5847,0,0.03,1.4142135381698608,0.03713810443878174,9.99999993922529e-09,True,61.0,Private,Doctorate,Married,White-Collar,White,Male,3.0
cc0ac02b-7954-4783-8498-3b01f4aa5847,3,0.03,2.0,0.03713810443878174,4.999999969612645e-09,True,61.0,Private,Doctorate,Widowed,White-Collar,White,Male,3.0
523ddfae-3c0f-41c1-ad83-8ed25de55642,0,0.03,2.0,0.05153951421380043,4.999999969612645e-09,True,32.0,Private,Masters,Married,Service,White,Female,40.0
523ddfae-3c0f-41c1-ad83-8ed25de55642,1,0.03,1.4142135381698608,0.05153951421380043,9.99999993922529e-09,True,32.0,Private,Doctorate,Married,Service,White,Male,40.0
523ddfae-3c0f-41c1-ad83-8ed25de55642,2,0.03,1.4142135381698608,0.05153951421380043,9.99999993922529e-09,True,32.0,Private,Masters,Married,Service,White,Male,40.0
523ddfae-3c0f-41c1-ad83-8ed25de55642,3,0.03,1.4142135381698608,0.05153951421380043,9.99999993922529e-09,True,32.0,Private,Bachelors,Married,Service,White,Male,40.0
523ddfae-3c0f-41c1-ad83-8ed25de55642,6,0.03,1.4142135381698608,0.05153951421380043,9.99999993922529e-09,True,32.0,Private,Prof-school,Married,Service,White,Male,40.0
523ddfae-3c0f-41c1-ad83-8ed25de55642,17,0.03,2.0,0.05153951421380043,4.999999969612645e-09,True,32.0,Private,Prof-school,Married,Service,White,Female,40.0
64bfe072-22c5-4ff7-8f17-ab9773716a6d,1,0.03,1.4142135381698608,0.04502434656023979,9.99999993922529e-09,True,33.0,Private,Doctorate,Divorced,Blue-Collar,White,Male,55.0
64bfe072-22c5-4ff7-8f17-ab9773716a6d,4,0.03,2.0,0.04502434656023979,4.999999969612645e-09,True,33.0,Private,Prof-school,Married,Blue-Collar,White,Male,55.0
64bfe072-22c5-4ff7-8f17-ab9773716a6d,9,0.03,2.0,0.04502434656023979,4.999999969612645e-09,True,33.0,Private,Doctorate,Divorced,Service,White,Male,55.0
ac83d6ed-17c9-455c-8882-18dcdecb8369,10,0.03,1.4142135381698608,0.048186253756284714,9.99999993922529e-09,True,39.0,Private,Doctorate,Single,White-Collar,White,Male,40.0
ac83d6ed-17c9-455c-8882-18dcdecb8369,19,0.03,2.0,0.048186253756284714,4.999999969612645e-09,True,39.0,Self-Employed,Prof-school,Single,White-Collar,White,Male,40.0
527b6aba-00a3-427c-a206-2e0b724ec174,0,0.03,1.4142135381698608,0.05575641989707947,9.99999993922529e-09,True,49.0,Private,Doctorate,Married,Sales,White,Male,25.0
527b6aba-00a3-427c-a206-2e0b724ec174,1,0.03,1.4142135381698608,0.05575641989707947,9.99999993922529e-09,True,49.0,Private,Prof-school,Married,Sales,White,Male,25.0
527b6aba-00a3-427c-a206-2e0b724ec174,2,0.03,1.4142135381698608,0.05575641989707947,9.99999993922529e-09,True,49.0,Private,Bachelors,Married,Sales,White,Male,25.0
527b6aba-00a3-427c-a206-2e0b724ec174,6,0.03,1.4142135381698608,0.05575641989707947,9.99999993922529e-09,True,49.0,Private,Masters,Married,Sales,White,Male,25.0
527b6aba-00a3-427c-a206-2e0b724ec174,18,0.03,2.0,0.5140887498855591,4.999999969612645e-09,True,49.0,Private,Prof-school,Married,Sales,White,Female,25.0
fc4166fd-913f-42e3-b95b-ecd17541efab,0,0.03,2.0,0.48801755905151367,4.999999969612645e-09,True,45.0,Government,Doctorate,Divorced,Service,White,Male,40.0
fc4166fd-913f-42e3-b95b-ecd17541efab,1,0.03,1.4142135381698608,0.029900306835770607,0.1666666716337204,True,45.0,Private,Doctorate,Divorced,Service,White,Male,40.0
fc4166fd-913f-42e3-b95b-ecd17541efab,11,0.03,2.0,0.029900306835770607,0.1111111119389534,True,45.0,Private,Doctorate,Divorced,White-Collar,White,Male,40.0
35e00925-df3b-4a8c-9b7a-2a7a4f01d46f,15,0.05,1.4142135381698608,0.4969369173049927,9.99999993922529e-09,True,31.0,Self-Employed,Doctorate,Single,Professional,White,Female,40.0
c3a951e7-8f4c-4428-85ff-2950668db303,9,0.05,2.4494898319244385,0.02479112334549427,3.3333329430007552e-09,True,20.0,Other/Unknown,Masters,Married,Other/Unknown,White,Female,40.0
c3a951e7-8f4c-4428-85ff-2950668db303,22,0.05,2.4495279788970947,0.023112520575523376,3.3333329430007552e-09,True,21.0,Self-Employed,Doctorate,Married,Other/Unknown,White,Male,40.0
c3a951e7-8f4c-4428-85ff-2950668db303,33,0.05,3.1623072624206543,0.03380444645881653,1.999999943436137e-09,True,19.0,Self-Employed,Doctorate,Married,Professional,White,Female,40.0
c3a951e7-8f4c-4428-85ff-2950668db303,40,0.05,2.828460454940796,0.01808575727045536,2.4999999848063226e-09,True,19.0,Self-Employed,Doctorate,Divorced,White-Collar,White,Male,40.0
c3a951e7-8f4c-4428-85ff-2950668db303,43,0.05,2.8284270763397217,0.022249704226851463,2.4999999848063226e-09,True,20.0,Self-Employed,Doctorate,Married,Sales,White,Male,40.0
c3a951e7-8f4c-4428-85ff-2950668db303,53,0.05,3.1622776985168457,1.414420485496521,1.999999943436137e-09,True,20.0,Private,Prof-school,Married,White-Collar,White,Female,40.0
127a9135-a780-4cbc-874d-963203e18783,5,0.05,1.4142135381698608,0.5325287580490112,9.99999993922529e-09,True,78.0,Self-Employed,Bachelors,Married,White-Collar,Other,Male,45.0
41028f4d-a8e3-4f91-98d9-8a4e6e41ae57,3,0.05,1.4142135381698608,0.05546172335743904,9.99999993922529e-09,True,32.0,Private,Masters,Married,Blue-Collar,White,Male,44.0
41028f4d-a8e3-4f91-98d9-8a4e6e41ae57,4,0.05,1.4142135381698608,0.05546172335743904,9.99999993922529e-09,True,32.0,Private,Bachelors,Married,Professional,White,Male,44.0
41028f4d-a8e3-4f91-98d9-8a4e6e41ae57,6,0.05,1.4142135381698608,0.05546172335743904,9.99999993922529e-09,True,32.0,Private,Bachelors,Married,Service,White,Male,44.0
41028f4d-a8e3-4f91-98d9-8a4e6e41ae57,13,0.05,1.4142135381698608,0.05546172335743904,9.99999993922529e-09,True,32.0,Private,Bachelors,Married,White-Collar,White,Male,44.0
41028f4d-a8e3-4f91-98d9-8a4e6e41ae57,20,0.05,1.4142135381698608,0.05546172335743904,9.99999993922529e-09,True,32.0,Private,Prof-school,Married,Blue-Collar,White,Male,44.0
41028f4d-a8e3-4f91-98d9-8a4e6e41ae57,28,0.05,2.0,0.05546172335743904,4.999999969612645e-09,True,32.0,Private,Prof-school,Married,Blue-Collar,White,Female,44.0
cc0ac02b-7954-4783-8498-3b01f4aa5847,0,0.05,1.4142135381698608,0.024179041385650635,9.99999993922529e-09,True,61.0,Private,Doctorate,Married,White-Collar,White,Male,3.0
cc0ac02b-7954-4783-8498-3b01f4aa5847,1,0.05,1.4142135381698608,0.024179041385650635,9.99999993922529e-09,True,61.0,Private,Prof-school,Married,White-Collar,White,Male,3.0
cc0ac02b-7954-4783-8498-3b01f4aa5847,4,0.05,2.0,0.024179041385650635,4.999999969612645e-09,True,61.0,Private,Prof-school,Married,White-Collar,White,Female,3.0
523ddfae-3c0f-41c1-ad83-8ed25de55642,1,0.05,1.4142135381698608,0.5170525908470154,0.1666666716337204,True,32.0,Private,Doctorate,Married,Service,White,Male,40.0
523ddfae-3c0f-41c1-ad83-8ed25de55642,2,0.05,1.4142135381698608,0.07464485615491867,0.3333333432674408,True,32.0,Private,Masters,Married,Service,White,Male,40.0
523ddfae-3c0f-41c1-ad83-8ed25de55642,3,0.05,1.4142135381698608,0.07464485615491867,0.3333333432674408,True,32.0,Private,Bachelors,Married,Service,White,Male,40.0
523ddfae-3c0f-41c1-ad83-8ed25de55642,6,0.05,1.4142135381698608,0.5170525908470154,0.1666666716337204,True,32.0,Private,Prof-school,Married,Service,White,Male,40.0
523ddfae-3c0f-41c1-ad83-8ed25de55642,19,0.05,2.0,0.07464485615491867,0.1111111119389534,True,32.0,Private,Masters,Married,Blue-Collar,White,Male,40.0
64bfe072-22c5-4ff7-8f17-ab9773716a6d,1,0.05,1.4142135381698608,0.06016276404261589,9.99999993922529e-09,True,33.0,Private,Doctorate,Divorced,Blue-Collar,White,Male,55.0
64bfe072-22c5-4ff7-8f17-ab9773716a6d,4,0.05,2.0,0.06016276404261589,4.999999969612645e-09,True,33.0,Private,Prof-school,Married,Blue-Collar,White,Male,55.0
64bfe072-22c5-4ff7-8f17-ab9773716a6d,7,0.05,2.0,0.06016276404261589,4.999999969612645e-09,True,33.0,Private,Doctorate,Married,Blue-Collar,White,Male,55.0
ac83d6ed-17c9-455c-8882-18dcdecb8369,1,0.05,1.4142135381698608,0.06133142113685608,9.99999993922529e-09,True,39.0,Private,Masters,Married,White-Collar,White,Male,40.0
ac83d6ed-17c9-455c-8882-18dcdecb8369,6,0.05,2.0,0.06133142113685608,4.999999969612645e-09,True,39.0,Private,Masters,Married,White-Collar,Other,Male,40.0
ac83d6ed-17c9-455c-8882-18dcdecb8369,8,0.05,2.0,0.06133142113685608,4.999999969612645e-09,True,39.0,Self-Employed,Masters,Widowed,White-Collar,White,Male,40.0
ac83d6ed-17c9-455c-8882-18dcdecb8369,9,0.05,2.0,0.06133142113685608,4.999999969612645e-09,True,39.0,Private,Doctorate,Separated,White-Collar,White,Male,40.0
ac83d6ed-17c9-455c-8882-18dcdecb8369,10,0.05,1.4142135381698608,0.06133142113685608,9.99999993922529e-09,True,39.0,Private,Doctorate,Single,White-Collar,White,Male,40.0
ac83d6ed-17c9-455c-8882-18dcdecb8369,15,0.05,2.0,0.06133142113685608,4.999999969612645e-09,True,39.0,Private,Doctorate,Married,White-Collar,White,Male,40.0
ac83d6ed-17c9-455c-8882-18dcdecb8369,20,0.05,2.0,0.06133142113685608,4.999999969612645e-09,True,39.0,Self-Employed,Doctorate,Single,White-Collar,White,Male,40.0
527b6aba-00a3-427c-a206-2e0b724ec174,0,0.05,1.4142135381698608,0.05719199776649475,9.99999993922529e-09,True,49.0,Private,Doctorate,Married,Sales,White,Male,25.0
527b6aba-00a3-427c-a206-2e0b724ec174,1,0.05,1.4142135381698608,0.05719199776649475,9.99999993922529e-09,True,49.0,Private,Prof-school,Married,Sales,White,Male,25.0
527b6aba-00a3-427c-a206-2e0b724ec174,2,0.05,1.4142135381698608,0.05719199776649475,9.99999993922529e-09,True,49.0,Private,Bachelors,Married,Sales,White,Male,25.0
527b6aba-00a3-427c-a206-2e0b724ec174,6,0.05,1.4142135381698608,0.05719199776649475,9.99999993922529e-09,True,49.0,Private,Masters,Married,Sales,White,Male,25.0
fc4166fd-913f-42e3-b95b-ecd17541efab,0,0.05,2.0,0.061562519520521164,4.999999969612645e-09,True,45.0,Government,Doctorate,Divorced,Service,White,Male,40.0
fc4166fd-913f-42e3-b95b-ecd17541efab,1,0.05,1.4142135381698608,0.061562519520521164,9.99999993922529e-09,True,45.0,Private,Doctorate,Divorced,Service,White,Male,40.0
fc4166fd-913f-42e3-b95b-ecd17541efab,3,0.05,2.0,0.061562519520521164,4.999999969612645e-09,True,45.0,Private,Doctorate,Divorced,Other/Unknown,White,Male,40.0
fc4166fd-913f-42e3-b95b-ecd17541efab,11,0.05,2.0,0.061562519520521164,4.999999969612645e-09,True,45.0,Private,Doctorate,Divorced,White-Collar,White,Male,40.0
35e00925-df3b-4a8c-9b7a-2a7a4f01d46f,8,0.07,1.4142135381698608,0.5559201240539551,9.99999993922529e-09,True,31.0,Other/Unknown,Doctorate,Single,Professional,White,Male,40.0
c3a951e7-8f4c-4428-85ff-2950668db303,9,0.07,2.4494898319244385,0.9474878311157227,0.13333334028720856,True,20.0,Other/Unknown,Masters,Married,Other/Unknown,White,Female,40.0
c3a951e7-8f4c-4428-85ff-2950668db303,10,0.07,2.8284270763397217,0.03069245256483555,0.14999999105930328,True,20.0,Self-Employed,Prof-school,Married,Other/Unknown,White,Female,40.0
c3a951e7-8f4c-4428-85ff-2950668db303,12,0.07,2.4494898319244385,0.034420255571603775,0.1944444626569748,True,20.0,Self-Employed,Prof-school,Single,White-Collar,White,Male,40.0
c3a951e7-8f4c-4428-85ff-2950668db303,36,0.07,2.8284454345703125,0.031857579946517944,0.0833333358168602,True,20.0,Self-Employed,Prof-school,Married,White-Collar,White,Male,39.0
c3a951e7-8f4c-4428-85ff-2950668db303,65,0.07,2.8284270763397217,0.4949755370616913,0.0833333358168602,True,20.0,Self-Employed,Prof-school,Separated,Professional,White,Male,40.0
c3a951e7-8f4c-4428-85ff-2950668db303,70,0.07,2.4495279788970947,0.9445157051086426,0.13333334028720856,True,19.0,Other/Unknown,Masters,Married,Other/Unknown,White,Female,40.0
c3a951e7-8f4c-4428-85ff-2950668db303,71,0.07,2.828460454940796,0.030458755791187286,0.14999999105930328,True,21.0,Self-Employed,Masters,Married,Other/Unknown,White,Female,40.0
127a9135-a780-4cbc-874d-963203e18783,4,0.07,1.4142135381698608,0.09244469553232193,0.1666666716337204,True,78.0,Self-Employed,Bachelors,Married,Service,White,Male,45.0
41028f4d-a8e3-4f91-98d9-8a4e6e41ae57,0,0.07,1.4142135381698608,0.06325428932905197,0.3333333432674408,True,32.0,Private,Bachelors,Married,Blue-Collar,White,Female,44.0
41028f4d-a8e3-4f91-98d9-8a4e6e41ae57,4,0.07,1.4142135381698608,0.06325428932905197,0.3333333432674408,True,32.0,Private,Bachelors,Married,Professional,White,Male,44.0
41028f4d-a8e3-4f91-98d9-8a4e6e41ae57,16,0.07,1.4142135381698608,0.06325428932905197,0.3333333432674408,True,32.0,Private,Doctorate,Married,Blue-Collar,White,Male,44.0
41028f4d-a8e3-4f91-98d9-8a4e6e41ae57,26,0.07,2.0,1.4159408807754517,0.1666666716337204,True,32.0,Private,Doctorate,Married,White-Collar,White,Male,44.0
41028f4d-a8e3-4f91-98d9-8a4e6e41ae57,36,0.07,2.0,0.06325428932905197,0.2222222238779068,True,32.0,Private,Bachelors,Married,Service,White,Female,44.0
cc0ac02b-7954-4783-8498-3b01f4aa5847,0,0.07,1.4142135381698608,0.12363090366125107,0.1666666716337204,True,61.0,Private,Doctorate,Married,White-Collar,White,Male,3.0
cc0ac02b-7954-4783-8498-3b01f4aa5847,1,0.07,1.4142135381698608,0.12363090366125107,0.1666666716337204,True,61.0,Private,Prof-school,Married,White-Collar,White,Male,3.0
cc0ac02b-7954-4783-8498-3b01f4aa5847,5,0.07,2.0,0.12363090366125107,0.1111111119389534,True,61.0,Private,Doctorate,Married,Blue-Collar,White,Male,3.0
523ddfae-3c0f-41c1-ad83-8ed25de55642,1,0.07,1.4142135381698608,0.06743069738149643,0.1666666716337204,True,32.0,Private,Doctorate,Married,Service,White,Male,40.0
523ddfae-3c0f-41c1-ad83-8ed25de55642,2,0.07,1.4142135381698608,0.06743069738149643,0.1666666716337204,True,32.0,Private,Masters,Married,Service,White,Male,40.0
523ddfae-3c0f-41c1-ad83-8ed25de55642,3,0.07,1.4142135381698608,0.06743069738149643,0.1666666716337204,True,32.0,Private,Bachelors,Married,Service,White,Male,40.0
523ddfae-3c0f-41c1-ad83-8ed25de55642,6,0.07,1.4142135381698608,0.5167578458786011,9.99999993922529e-09,True,32.0,Private,Prof-school,Married,Service,White,Male,40.0
64bfe072-22c5-4ff7-8f17-ab9773716a6d,0,0.07,1.4142135381698608,0.962984561920166,0.1666666716337204,True,33.0,Private,Prof-school,Divorced,Blue-Collar,White,Male,55.0
64bfe072-22c5-4ff7-8f17-ab9773716a6d,5,0.07,2.0,0.7224175333976746,0.1111111119389534,True,33.0,Private,Doctorate,Widowed,Blue-Collar,White,Male,55.0
64bfe072-22c5-4ff7-8f17-ab9773716a6d,12,0.07,2.0,0.5274031758308411,0.2222222238779068,True,33.0,Self-Employed,Doctorate,Divorced,Blue-Collar,White,Male,55.0
64bfe072-22c5-4ff7-8f17-ab9773716a6d,14,0.07,2.0,1.1578160524368286,4.999999969612645e-09,True,33.0,Private,Bachelors,Married,Blue-Collar,White,Male,55.0
ac83d6ed-17c9-455c-8882-18dcdecb8369,1,0.07,1.4142135381698608,0.7224762439727783,0.5,True,39.0,Private,Masters,Married,White-Collar,White,Male,40.0
ac83d6ed-17c9-455c-8882-18dcdecb8369,6,0.07,2.0,0.5274295210838318,0.2777777910232544,True,39.0,Private,Masters,Married,White-Collar,Other,Male,40.0
ac83d6ed-17c9-455c-8882-18dcdecb8369,7,0.07,1.4142135381698608,0.9627037048339844,0.1666666716337204,True,39.0,Self-Employed,Masters,Single,White-Collar,White,Male,40.0
ac83d6ed-17c9-455c-8882-18dcdecb8369,9,0.07,2.0,0.7224762439727783,0.1666666716337204,True,39.0,Private,Doctorate,Separated,White-Collar,White,Male,40.0
ac83d6ed-17c9-455c-8882-18dcdecb8369,10,0.07,1.4142135381698608,0.9627037048339844,0.1666666716337204,True,39.0,Private,Doctorate,Single,White-Collar,White,Male,40.0
ac83d6ed-17c9-455c-8882-18dcdecb8369,14,0.07,2.0,0.5274295210838318,0.2777777910232544,True,39.0,Private,Masters,Married,Service,White,Male,40.0
ac83d6ed-17c9-455c-8882-18dcdecb8369,20,0.07,2.0,0.7224762439727783,0.1666666716337204,True,39.0,Self-Employed,Doctorate,Single,White-Collar,White,Male,40.0
ac83d6ed-17c9-455c-8882-18dcdecb8369,21,0.07,2.0,0.9627037048339844,0.1111111119389534,True,39.0,Self-Employed,Masters,Divorced,White-Collar,White,Male,40.0
527b6aba-00a3-427c-a206-2e0b724ec174,0,0.07,1.4142135381698608,0.07538823038339615,9.99999993922529e-09,True,49.0,Private,Doctorate,Married,Sales,White,Male,25.0
527b6aba-00a3-427c-a206-2e0b724ec174,2,0.07,1.4142135381698608,0.07538823038339615,9.99999993922529e-09,True,49.0,Private,Bachelors,Married,Sales,White,Male,25.0
527b6aba-00a3-427c-a206-2e0b724ec174,6,0.07,1.4142135381698608,0.07538823038339615,9.99999993922529e-09,True,49.0,Private,Masters,Married,Sales,White,Male,25.0
527b6aba-00a3-427c-a206-2e0b724ec174,12,0.07,2.0,0.07538823038339615,4.999999969612645e-09,True,49.0,Private,Doctorate,Married,Sales,Other,Male,25.0
fc4166fd-913f-42e3-b95b-ecd17541efab,0,0.07,2.0,0.09352435916662216,4.999999969612645e-09,True,45.0,Government,Doctorate,Divorced,Service,White,Male,40.0
fc4166fd-913f-42e3-b95b-ecd17541efab,1,0.07,1.4142135381698608,0.09352435916662216,9.99999993922529e-09,True,45.0,Private,Doctorate,Divorced,Service,White,Male,40.0
fc4166fd-913f-42e3-b95b-ecd17541efab,6,0.07,2.0,0.09352435916662216,4.999999969612645e-09,True,45.0,Private,HS-grad,Married,Professional,White,Male,40.0
