age,hours_per_week,education,gender,marital_status,occupation,race,workclass,query_id
20.873198,44.118473,Some-college,Male,Single,Other/Unknown,White,Other/Unknown,67661d5c-7f5d-4b73-bce7-c99e5ca2c493
74.55513,50.098637,Bachelors,Male,Married,White-Collar,White,Government,e142328e-d3c5-4bf6-95db-c690ebee5712
78.21394,44.269516,Bachelors,Male,Married,White-Collar,White,Self-Employed,e142328e-d3c5-4bf6-95db-c690ebee5712
80.89833,45.966507,Bachelors,Male,Married,White-Collar,White,Self-Employed,e142328e-d3c5-4bf6-95db-c690ebee5712
34.87212,42.852562,Bachelors,Male,Married,Blue-Collar,White,Private,fc1b1f28-312d-4d48-82d4-20986c831a92
29.245026,44.43004,Bachelors,Male,Married,Blue-Collar,White,Private,fc1b1f28-312d-4d48-82d4-20986c831a92
23.423935,51.175247,Bachelors,Male,Married,Blue-Collar,White,Private,fc1b1f28-312d-4d48-82d4-20986c831a92
58.446728,6.339987,HS-grad,Male,Married,White-Collar,White,Private,11554135-9a66-4023-94ab-2475b351d0c5
66.24353,1.0,HS-grad,Male,Married,White-Collar,White,Private,11554135-9a66-4023-94ab-2475b351d0c5
56.034878,7.8119435,Doctorate,Male,Married,White-Collar,White,Private,11554135-9a66-4023-94ab-2475b351d0c5
34.406628,37.49638,School,Male,Married,Service,White,Private,437cccb7-dd60-4864-b12f-90253ddc3543
30.280499,39.252407,School,Male,Married,Service,White,Private,437cccb7-dd60-4864-b12f-90253ddc3543
31.915604,37.367702,School,Male,Married,Service,White,Private,437cccb7-dd60-4864-b12f-90253ddc3543
30.865347,56.16475,School,Male,Divorced,Blue-Collar,White,Private,0514c0be-f2a3-4109-b213-f795c7114a59
39.93856,51.756004,School,Male,Divorced,Blue-Collar,White,Private,0514c0be-f2a3-4109-b213-f795c7114a59
32.21232,52.902473,Bachelors,Male,Divorced,Blue-Collar,White,Private,0514c0be-f2a3-4109-b213-f795c7114a59
41.97796,34.013176,Masters,Male,Single,White-Collar,White,Private,34e4ad5b-1a1a-4fe6-a68b-1e6ae4217058
34.075935,38.228607,Masters,Male,Single,White-Collar,White,Private,34e4ad5b-1a1a-4fe6-a68b-1e6ae4217058
39.26215,32.439262,Masters,Male,Single,White-Collar,White,Private,34e4ad5b-1a1a-4fe6-a68b-1e6ae4217058
52.6217,18.487885,Assoc,Male,Married,Sales,White,Private,7c70933b-a814-4270-aca1-b793491bab23
51.209705,29.672527,Assoc,Male,Married,Sales,White,Private,7c70933b-a814-4270-aca1-b793491bab23
49.09199,21.336168,Assoc,Male,Married,Sales,White,Private,7c70933b-a814-4270-aca1-b793491bab23
45.613346,33.356503,Some-college,Male,Divorced,Service,White,Private,f5974493-2192-4441-8854-5173280a8d2f
48.763058,36.749794,HS-grad,Male,Divorced,Service,White,Private,f5974493-2192-4441-8854-5173280a8d2f
38.389324,45.886814,HS-grad,Male,Divorced,Service,White,Private,f5974493-2192-4441-8854-5173280a8d2f
23.962797,39.08389,Doctorate,Male,Single,Professional,White,Self-Employed,e3dff26e-be4e-466a-8f32-2e50193b3c6b
28.747654,39.338306,Doctorate,Male,Single,Professional,White,Self-Employed,e3dff26e-be4e-466a-8f32-2e50193b3c6b
27.850775,39.81771,Doctorate,Male,Single,Professional,White,Self-Employed,e3dff26e-be4e-466a-8f32-2e50193b3c6b
17.0,40.022858,Some-college,Male,Single,Other/Unknown,White,Other/Unknown,67661d5c-7f5d-4b73-bce7-c99e5ca2c493
22.778656,23.972849,Some-college,Male,Single,Other/Unknown,White,Other/Unknown,67661d5c-7f5d-4b73-bce7-c99e5ca2c493
18.536785,38.597214,Some-college,Male,Single,Other/Unknown,White,Other/Unknown,67661d5c-7f5d-4b73-bce7-c99e5ca2c493
83.05632,44.066383,Bachelors,Male,Married,White-Collar,Other,Government,e142328e-d3c5-4bf6-95db-c690ebee5712
78.46498,53.67606,Bachelors,Male,Married,White-Collar,White,Self-Employed,e142328e-d3c5-4bf6-95db-c690ebee5712
73.8811,42.63555,Bachelors,Male,Married,White-Collar,White,Self-Employed,e142328e-d3c5-4bf6-95db-c690ebee5712
28.145613,57.271095,Bachelors,Male,Married,Blue-Collar,White,Private,fc1b1f28-312d-4d48-82d4-20986c831a92
33.609406,47.291023,Bachelors,Male,Married,Blue-Collar,White,Private,fc1b1f28-312d-4d48-82d4-20986c831a92
37.578934,44.29689,Bachelors,Female,Married,Blue-Collar,White,Private,fc1b1f28-312d-4d48-82d4-20986c831a92
61.434242,1.0,HS-grad,Male,Married,White-Collar,White,Other/Unknown,11554135-9a66-4023-94ab-2475b351d0c5
61.443684,13.020465,HS-grad,Male,Married,White-Collar,White,Private,11554135-9a66-4023-94ab-2475b351d0c5
71.05208,6.916083,HS-grad,Male,Married,White-Collar,White,Private,11554135-9a66-4023-94ab-2475b351d0c5
31.216427,47.557068,School,Male,Married,Service,White,Private,437cccb7-dd60-4864-b12f-90253ddc3543
27.271473,40.184143,School,Male,Married,Service,White,Private,437cccb7-dd60-4864-b12f-90253ddc3543
32.575443,43.47531,School,Male,Married,Service,White,Private,437cccb7-dd60-4864-b12f-90253ddc3543
34.840893,46.42033,School,Male,Divorced,Blue-Collar,White,Private,0514c0be-f2a3-4109-b213-f795c7114a59
31.80343,69.048195,School,Male,Divorced,Blue-Collar,White,Private,0514c0be-f2a3-4109-b213-f795c7114a59
27.97335,47.73339,School,Male,Divorced,Blue-Collar,White,Private,0514c0be-f2a3-4109-b213-f795c7114a59
48.173813,34.719364,Masters,Male,Single,White-Collar,White,Private,34e4ad5b-1a1a-4fe6-a68b-1e6ae4217058
50.835266,32.26372,Masters,Female,Married,White-Collar,White,Private,34e4ad5b-1a1a-4fe6-a68b-1e6ae4217058
40.14623,48.156593,Masters,Male,Single,White-Collar,White,Private,34e4ad5b-1a1a-4fe6-a68b-1e6ae4217058
53.09327,21.821848,Assoc,Male,Married,Sales,White,Other/Unknown,7c70933b-a814-4270-aca1-b793491bab23
50.73584,18.872707,Assoc,Male,Married,Sales,White,Private,7c70933b-a814-4270-aca1-b793491bab23
49.03057,18.76976,Assoc,Male,Married,Sales,White,Private,7c70933b-a814-4270-aca1-b793491bab23
45.944214,43.301193,HS-grad,Male,Divorced,Service,White,Private,f5974493-2192-4441-8854-5173280a8d2f
59.59949,29.866186,HS-grad,Male,Divorced,Service,White,Private,f5974493-2192-4441-8854-5173280a8d2f
45.726105,42.337482,HS-grad,Male,Divorced,Service,White,Private,f5974493-2192-4441-8854-5173280a8d2f
32.13273,35.253407,Doctorate,Male,Single,Blue-Collar,White,Self-Employed,90aa647d-42e6-445e-8d8d-cf8181f1873e
26.348484,38.577847,Doctorate,Male,Single,Professional,White,Self-Employed,90aa647d-42e6-445e-8d8d-cf8181f1873e
30.082401,40.058445,Doctorate,Male,Single,Professional,White,Self-Employed,90aa647d-42e6-445e-8d8d-cf8181f1873e
18.381662,44.843513,Some-college,Male,Single,Other/Unknown,White,Other/Unknown,1862d4c5-a2f3-411b-8196-4bd4c34361ef
22.266787,41.404835,Some-college,Male,Single,Other/Unknown,White,Other/Unknown,1862d4c5-a2f3-411b-8196-4bd4c34361ef
20.953033,39.864994,Some-college,Male,Single,Other/Unknown,White,Other/Unknown,1862d4c5-a2f3-411b-8196-4bd4c34361ef
76.32618,40.901413,Bachelors,Male,Single,White-Collar,White,Self-Employed,426d82d1-04d1-4fc1-bb20-3844cb59053f
79.661835,43.799564,Bachelors,Male,Married,White-Collar,White,Self-Employed,426d82d1-04d1-4fc1-bb20-3844cb59053f
75.739845,41.08757,Bachelors,Male,Married,White-Collar,White,Self-Employed,426d82d1-04d1-4fc1-bb20-3844cb59053f
34.027195,44.403385,Bachelors,Male,Married,Blue-Collar,White,Private,d3b709db-8ac6-4bd9-993d-44846a6e6220
32.98681,46.36436,Bachelors,Male,Married,Service,White,Private,d3b709db-8ac6-4bd9-993d-44846a6e6220
31.791065,45.10479,Bachelors,Male,Married,Blue-Collar,White,Private,d3b709db-8ac6-4bd9-993d-44846a6e6220
61.689865,5.102087,HS-grad,Male,Married,White-Collar,White,Private,8f2a3c40-aa33-4b2a-a890-dfb2c3a24b20
57.16261,1.0,HS-grad,Male,Married,White-Collar,White,Private,8f2a3c40-aa33-4b2a-a890-dfb2c3a24b20
63.12913,4.1880755,HS-grad,Male,Married,White-Collar,White,Private,8f2a3c40-aa33-4b2a-a890-dfb2c3a24b20
31.875298,42.95505,School,Male,Married,Service,White,Private,04513bc1-af99-43f4-abdf-f965763e7bf8
36.12501,38.358917,School,Male,Married,Service,White,Private,04513bc1-af99-43f4-abdf-f965763e7bf8
29.614973,45.56124,School,Male,Married,Service,White,Private,04513bc1-af99-43f4-abdf-f965763e7bf8
35.5836,53.5722,School,Male,Divorced,Blue-Collar,White,Private,f7f5fea7-43ed-443d-9e1a-b095182dabc7
37.020733,53.21487,School,Male,Divorced,Blue-Collar,White,Private,f7f5fea7-43ed-443d-9e1a-b095182dabc7
32.40927,51.282494,School,Male,Divorced,Blue-Collar,White,Private,f7f5fea7-43ed-443d-9e1a-b095182dabc7
37.01693,35.384857,Assoc,Male,Single,White-Collar,White,Private,3fd54854-3dd3-4730-a769-3e9a5f60b218
40.709663,37.8536,Masters,Male,Single,White-Collar,White,Private,3fd54854-3dd3-4730-a769-3e9a5f60b218
39.086468,34.304775,Masters,Male,Single,White-Collar,White,Private,3fd54854-3dd3-4730-a769-3e9a5f60b218
48.98658,28.897991,Assoc,Male,Married,Sales,White,Private,9749685d-b858-43e6-9714-1aa5afac939b
46.09101,22.075657,Assoc,Male,Married,Sales,White,Private,9749685d-b858-43e6-9714-1aa5afac939b
44.710033,20.017096,Assoc,Male,Married,Sales,White,Private,9749685d-b858-43e6-9714-1aa5afac939b
47.946884,40.235794,HS-grad,Male,Divorced,Service,Other,Private,3bdb7a70-9a87-44c9-82c6-fb36ca5a2f14
45.126774,36.334435,HS-grad,Male,Divorced,Service,White,Private,3bdb7a70-9a87-44c9-82c6-fb36ca5a2f14
45.18786,41.13027,HS-grad,Male,Divorced,Service,White,Private,3bdb7a70-9a87-44c9-82c6-fb36ca5a2f14
29.088165,36.14626,Doctorate,Male,Single,Professional,White,Self-Employed,90aa647d-42e6-445e-8d8d-cf8181f1873e
29.867376,32.09568,Doctorate,Female,Single,Professional,White,Self-Employed,90aa647d-42e6-445e-8d8d-cf8181f1873e
29.350523,38.55748,Doctorate,Male,Single,Professional,White,Self-Employed,90aa647d-42e6-445e-8d8d-cf8181f1873e
21.85178,40.394497,Some-college,Male,Single,Other/Unknown,White,Other/Unknown,1862d4c5-a2f3-411b-8196-4bd4c34361ef
17.0,37.38911,Some-college,Male,Single,Other/Unknown,White,Other/Unknown,1862d4c5-a2f3-411b-8196-4bd4c34361ef
17.45956,36.06107,Some-college,Male,Single,Other/Unknown,White,Other/Unknown,1862d4c5-a2f3-411b-8196-4bd4c34361ef
79.628044,38.33662,Bachelors,Male,Married,White-Collar,White,Self-Employed,426d82d1-04d1-4fc1-bb20-3844cb59053f
85.187744,40.11103,Bachelors,Male,Married,White-Collar,White,Self-Employed,426d82d1-04d1-4fc1-bb20-3844cb59053f
73.90687,42.029366,Bachelors,Male,Married,White-Collar,Other,Self-Employed,426d82d1-04d1-4fc1-bb20-3844cb59053f
28.365484,44.970383,Bachelors,Male,Married,Blue-Collar,White,Private,d3b709db-8ac6-4bd9-993d-44846a6e6220
25.584145,42.38639,Bachelors,Male,Married,Blue-Collar,White,Private,d3b709db-8ac6-4bd9-993d-44846a6e6220
33.04913,41.852608,Bachelors,Male,Married,Blue-Collar,White,Private,d3b709db-8ac6-4bd9-993d-44846a6e6220
61.04933,3.069768,HS-grad,Male,Married,White-Collar,White,Private,8f2a3c40-aa33-4b2a-a890-dfb2c3a24b20
61.893665,1.0,HS-grad,Male,Married,White-Collar,White,Private,8f2a3c40-aa33-4b2a-a890-dfb2c3a24b20
64.15193,1.0,HS-grad,Male,Married,White-Collar,White,Private,8f2a3c40-aa33-4b2a-a890-dfb2c3a24b20
27.984816,43.80235,School,Male,Widowed,Service,White,Private,04513bc1-af99-43f4-abdf-f965763e7bf8
28.406374,44.42264,School,Male,Married,Service,White,Private,04513bc1-af99-43f4-abdf-f965763e7bf8
29.770613,48.280125,School,Male,Married,Other/Unknown,White,Private,04513bc1-af99-43f4-abdf-f965763e7bf8
32.994236,55.1692,School,Male,Divorced,Blue-Collar,White,Private,f7f5fea7-43ed-443d-9e1a-b095182dabc7
39.020485,67.070854,School,Male,Divorced,Blue-Collar,White,Private,f7f5fea7-43ed-443d-9e1a-b095182dabc7
31.81918,52.462875,School,Male,Divorced,Blue-Collar,White,Private,f7f5fea7-43ed-443d-9e1a-b095182dabc7
