age,priors_count,c_charge_degree,race,sex,query_id
19.572283,0.2790241,F,African-American,Male,3d7687bc-da7c-458a-ab25-c391444b7245
24.289747,0.0,F,African-American,Male,3d7687bc-da7c-458a-ab25-c391444b7245
43.615692,1.496464,F,African-American,Male,7f653813-5f28-4aed-8868-63211273450b
43.04291,0.0,F,Caucasian,Male,7f653813-5f28-4aed-8868-63211273450b
38.237324,0.27867633,F,Caucasian,Male,7f653813-5f28-4aed-8868-63211273450b
32.050888,2.9264283,F,Caucasian,Male,f1f8fba7-8b0a-466e-8999-e24d7078b2fe
31.492172,1.2710432,F,Caucasian,Male,f1f8fba7-8b0a-466e-8999-e24d7078b2fe
30.752586,0.0,F,Caucasian,Male,f1f8fba7-8b0a-466e-8999-e24d7078b2fe
43.21615,1.5895553,M,Caucasian,Female,42d4cf4f-54bc-4f14-8a12-1f1cd30c5c6d
40.74121,3.8379676,M,Caucasian,Female,42d4cf4f-54bc-4f14-8a12-1f1cd30c5c6d
45.776764,0.0,M,Caucasian,Female,42d4cf4f-54bc-4f14-8a12-1f1cd30c5c6d
57.317368,1.2169054,F,Caucasian,Female,06666d0c-5470-4d11-bbfa-cbee4c3b9fc4
57.16624,1.9235204,F,Caucasian,Female,06666d0c-5470-4d11-bbfa-cbee4c3b9fc4
55.194775,7.794219,F,Caucasian,Female,06666d0c-5470-4d11-bbfa-cbee4c3b9fc4
29.702892,4.48776,M,Caucasian,Male,75ffba90-0620-4a33-a116-90e5bb8824cc
20.228247,0.0,F,Caucasian,Male,75ffba90-0620-4a33-a116-90e5bb8824cc
24.585945,5.999572,M,Caucasian,Male,75ffba90-0620-4a33-a116-90e5bb8824cc
28.117594,8.521414,F,African-American,Male,812d433a-e60f-478f-9be3-b31e781f7d4d
33.162003,4.9340115,F,African-American,Male,812d433a-e60f-478f-9be3-b31e781f7d4d
33.141987,6.3855553,F,African-American,Male,812d433a-e60f-478f-9be3-b31e781f7d4d
30.387423,6.268626,M,African-American,Female,18216dcf-eb8e-4b3f-bcf1-83fb6742db6c
30.420177,3.7738495,F,African-American,Female,18216dcf-eb8e-4b3f-bcf1-83fb6742db6c
28.585283,7.030178,F,African-American,Female,18216dcf-eb8e-4b3f-bcf1-83fb6742db6c
47.53521,5.387374,M,Caucasian,Male,7d0bb7ce-d75c-420e-b954-a9f08827d327
42.618122,4.6414914,M,Caucasian,Male,7d0bb7ce-d75c-420e-b954-a9f08827d327
41.838474,2.0557406,M,Caucasian,Male,7d0bb7ce-d75c-420e-b954-a9f08827d327
39.841434,1.4949784,M,African-American,Male,ebe1a4e3-66a9-4d7b-8930-69b309da2c54
42.136635,2.7228608,M,African-American,Male,ebe1a4e3-66a9-4d7b-8930-69b309da2c54
50.706417,1.7867126,M,African-American,Male,ebe1a4e3-66a9-4d7b-8930-69b309da2c54
22.829329,0.0,F,Caucasian,Male,3d7687bc-da7c-458a-ab25-c391444b7245
30.400639,0.60055864,F,African-American,Female,3d7687bc-da7c-458a-ab25-c391444b7245
20.148293,3.3457472,F,African-American,Male,3d7687bc-da7c-458a-ab25-c391444b7245
