employment_years,num_open_credit_acc,annual_income,loan_grade,credit_history,purpose,home,addr_state,query_id
10,23,9600.0,A,4.1,purchase,OWN,ID,68bc44d9-380a-4bb1-b831-262a682c7e1e
10,5,9600.0,A,11.4,purchase,OWN,UT,68bc44d9-380a-4bb1-b831-262a682c7e1e
10,2,9600.0,A,26.2,debt,OWN,VA,68bc44d9-380a-4bb1-b831-262a682c7e1e
10,4,9600.0,D,46.4,purchase,OWN,KY,68bc44d9-380a-4bb1-b831-262a682c7e1e
10,31,9600.0,A,38.5,debt,OWN,VA,68bc44d9-380a-4bb1-b831-262a682c7e1e
3,4,9600.0,F,31.1,educational,RENT,VT,f1eab40d-367f-4b8c-be0e-dcb71c30388b
0,2,9600.0,F,3.1,purchase,RENT,VT,f1eab40d-367f-4b8c-be0e-dcb71c30388b
10,2,9600.0,A,3.1,purchase,RENT,VT,f1eab40d-367f-4b8c-be0e-dcb71c30388b
10,31,11218.2,F,3.2,purchase,RENT,VT,f1eab40d-367f-4b8c-be0e-dcb71c30388b
10,8,9600.0,C,46.4,purchase,RENT,VT,f1eab40d-367f-4b8c-be0e-dcb71c30388b
10,7,9600.0,C,24.9,educational,MORTGAGE,ID,d598a679-6a06-4640-880b-a496badf7ba8
2,14,9600.0,C,46.4,purchase,RENT,FL,d598a679-6a06-4640-880b-a496badf7ba8
0,14,9600.0,C,13.1,purchase,MORTGAGE,ID,d598a679-6a06-4640-880b-a496badf7ba8
3,31,9600.0,C,17.9,debt,RENT,ID,d598a679-6a06-4640-880b-a496badf7ba8
10,31,23335.2,C,46.4,purchase,MORTGAGE,ID,d598a679-6a06-4640-880b-a496badf7ba8
10,7,9600.0,C,24.9,educational,MORTGAGE,ID,5c4f0d80-07ce-4bd3-bcc4-1a17220a67c3
2,14,9600.0,C,46.4,purchase,RENT,FL,5c4f0d80-07ce-4bd3-bcc4-1a17220a67c3
0,14,9600.0,C,13.1,purchase,MORTGAGE,ID,5c4f0d80-07ce-4bd3-bcc4-1a17220a67c3
3,31,9600.0,C,17.9,debt,RENT,ID,5c4f0d80-07ce-4bd3-bcc4-1a17220a67c3
10,31,23335.2,C,46.4,purchase,MORTGAGE,ID,5c4f0d80-07ce-4bd3-bcc4-1a17220a67c3
10,13,9600.0,F,3.1,purchase,RENT,VT,a7f75697-69ad-4cf5-bd90-4412307e76c9
0,12,22721.0,D,15.3,small_business,MORTGAGE,ID,a7f75697-69ad-4cf5-bd90-4412307e76c9
10,2,9600.0,F,30.2,purchase,RENT,VT,a7f75697-69ad-4cf5-bd90-4412307e76c9
3,31,9600.0,C,17.9,purchase,MORTGAGE,ID,a7f75697-69ad-4cf5-bd90-4412307e76c9
10,31,9600.0,F,46.4,purchase,RENT,VT,a7f75697-69ad-4cf5-bd90-4412307e76c9
1,7,9600.0,B,9.6,purchase,MORTGAGE,ID,bfbfc055-d530-4921-8640-eb41002154d9
0,2,21832.6,C,17.5,debt,OWN,ID,bfbfc055-d530-4921-8640-eb41002154d9
3,7,37002.8,B,46.4,debt,OWN,ID,bfbfc055-d530-4921-8640-eb41002154d9
10,19,9600.0,C,6.4,debt,OWN,ID,bfbfc055-d530-4921-8640-eb41002154d9
10,31,9600.0,A,21.9,purchase,OWN,VA,bfbfc055-d530-4921-8640-eb41002154d9
2,2,9600.0,F,3.9,purchase,RENT,VT,dfbc824c-ce30-49d6-96e9-8b98a6fe1e27
10,14,11668.0,A,3.1,educational,RENT,VT,dfbc824c-ce30-49d6-96e9-8b98a6fe1e27
0,25,9600.0,C,14.8,purchase,MORTGAGE,ID,dfbc824c-ce30-49d6-96e9-8b98a6fe1e27
10,12,9600.0,F,27.9,debt,RENT,VA,dfbc824c-ce30-49d6-96e9-8b98a6fe1e27
10,31,9600.0,A,46.4,debt,RENT,VT,dfbc824c-ce30-49d6-96e9-8b98a6fe1e27
10,2,9600.0,A,11.9,purchase,OWN,ID,6d95a79f-0b3a-44e7-889b-7a84cae0c3e8
10,31,9600.0,A,17.4,purchase,MORTGAGE,UT,6d95a79f-0b3a-44e7-889b-7a84cae0c3e8
10,14,10764.7,A,19.7,debt,OWN,VA,6d95a79f-0b3a-44e7-889b-7a84cae0c3e8
10,13,9721.0,A,46.4,purchase,MORTGAGE,MS,6d95a79f-0b3a-44e7-889b-7a84cae0c3e8
10,31,9600.0,A,46.4,purchase,OWN,ID,6d95a79f-0b3a-44e7-889b-7a84cae0c3e8
10,2,9600.0,A,5.4,purchase,OWN,UT,539d70f4-9906-41d5-9933-a1e86f3a05fa
6,5,9600.0,C,46.4,debt,MORTGAGE,ID,539d70f4-9906-41d5-9933-a1e86f3a05fa
10,7,9600.0,A,23.4,debt,OWN,VA,539d70f4-9906-41d5-9933-a1e86f3a05fa
10,31,9600.0,A,7.3,purchase,OWN,UT,539d70f4-9906-41d5-9933-a1e86f3a05fa
10,27,9600.0,A,41.7,debt,MORTGAGE,VA,539d70f4-9906-41d5-9933-a1e86f3a05fa
0,7,9600.0,D,21.8,small_business,MORTGAGE,ID,ef377d00-00cc-40e1-88d7-3a74dec28e62
10,2,9600.0,A,18.9,purchase,OWN,UT,ef377d00-00cc-40e1-88d7-3a74dec28e62
10,5,9600.0,B,46.4,small_business,MORTGAGE,ID,ef377d00-00cc-40e1-88d7-3a74dec28e62
10,16,9600.0,F,17.8,purchase,RENT,VT,ef377d00-00cc-40e1-88d7-3a74dec28e62
10,31,10365.7,D,25.4,small_business,MORTGAGE,ID,ef377d00-00cc-40e1-88d7-3a74dec28e62
10,13,9600.0,A,5.0,purchase,OWN,ID,0b368256-40df-43d3-be06-f32cc8de3cd8
10,6,9600.0,A,24.0,purchase,OWN,KY,0b368256-40df-43d3-be06-f32cc8de3cd8
10,2,9600.0,A,46.4,debt,MORTGAGE,VA,0b368256-40df-43d3-be06-f32cc8de3cd8
10,27,9600.0,A,25.5,debt,MORTGAGE,VA,0b368256-40df-43d3-be06-f32cc8de3cd8
10,31,15808.5,A,46.4,purchase,OWN,MS,0b368256-40df-43d3-be06-f32cc8de3cd8
10,23,9600.0,A,4.1,purchase,OWN,ID,a61eacfc-ea59-4800-a9fd-76f2cadcb913
10,5,9600.0,A,11.4,purchase,OWN,UT,a61eacfc-ea59-4800-a9fd-76f2cadcb913
10,2,9600.0,A,26.2,debt,OWN,VA,a61eacfc-ea59-4800-a9fd-76f2cadcb913
10,4,9600.0,D,46.4,purchase,OWN,KY,a61eacfc-ea59-4800-a9fd-76f2cadcb913
10,31,9600.0,A,38.5,debt,OWN,VA,a61eacfc-ea59-4800-a9fd-76f2cadcb913
3,4,9600.0,F,31.1,educational,RENT,VT,f55e51f9-44b4-4aaa-b52e-7014661ec528
0,2,9600.0,F,3.1,purchase,RENT,VT,f55e51f9-44b4-4aaa-b52e-7014661ec528
10,2,9600.0,A,3.1,purchase,RENT,VT,f55e51f9-44b4-4aaa-b52e-7014661ec528
10,31,11218.2,F,3.2,purchase,RENT,VT,f55e51f9-44b4-4aaa-b52e-7014661ec528
10,8,9600.0,C,46.4,purchase,RENT,VT,f55e51f9-44b4-4aaa-b52e-7014661ec528
