duration_in_month,credit_amount,installment_rate_in_percentage_of_disposable_income,present_residence_since,age_in_years,number_of_existing_credits_at_this_bank,number_of_people_being_liable_to_provide_maintenance_for,credit_history,foreign_worker,housing,job,other_debtors_guarantors,other_installment_plans,personal_status_and_sex,present_employment_since,property,purpose,savings_account_bonds,status_of_existing_checking_account,telephone,query_id
19.636902,3305.2043,3.1462204,1.0,30.06517,1.0,1.0135211,no credits taken/ all credits paid back duly,yes,own,skilled employee / official,none,bank,male : single,4 <= ... < 7 years,if not A121 : building society savings agreement/ life insurance,business,A61,... < 0 DM,"yes, registered under the customers name",f28728d7-1f8f-490b-a85a-ce005346ada0
18.209496,3250.841,2.9882765,1.0,29.51391,1.0,1.0,no credits taken/ all credits paid back duly,yes,own,skilled employee / official,none,bank,male : single,4 <= ... < 7 years,if not A121 : building society savings agreement/ life insurance,business,A61,... < 0 DM,"yes, registered under the customers name",f28728d7-1f8f-490b-a85a-ce005346ada0
28.325588,2460.9902,4.0,1.9800093,23.486063,1.8950634,1.0,critical account/ other credits existing (not at this bank),yes,own,unskilled - resident,none,none,male : single,1 <= ... < 4 years,if not A121 : building society savings agreement/ life insurance,radio/television,A63,... >= 200 DM / salary assignments for at least 1 year,none,f4dab0eb-578c-4854-b060-e6c566be92f6
27.0506,2447.1992,4.0,2.2499442,23.296358,2.0129876,1.0,critical account/ other credits existing (not at this bank),yes,own,unskilled - resident,none,none,male : single,1 <= ... < 4 years,"if not A121/A122 : car or other, not in attribute 6",radio/television,A63,0 <= ... < 200 DM,none,f4dab0eb-578c-4854-b060-e6c566be92f6
24.297085,2602.9397,4.0,1.8803959,23.618567,1.9068972,1.0,critical account/ other credits existing (not at this bank),yes,own,unskilled - resident,none,none,male : single,1 <= ... < 4 years,if not A121 : building society savings agreement/ life insurance,radio/television,A63,0 <= ... < 200 DM,none,f4dab0eb-578c-4854-b060-e6c566be92f6
13.518701,1214.2389,3.9102168,3.9258778,21.501024,2.042253,1.0470645,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,guarantor,none,male : single,... < 1 year,real estate,radio/television,A65,0 <= ... < 200 DM,none,7a1d27da-32d1-43c7-9f2c-5e3e27d55dd3
12.154383,1012.413,4.0,3.852654,20.370134,1.9022201,1.0197965,critical account/ other credits existing (not at this bank),no,own,skilled employee / official,guarantor,none,male : single,... < 1 year,real estate,radio/television,A61,0 <= ... < 200 DM,none,7a1d27da-32d1-43c7-9f2c-5e3e27d55dd3
15.716615,1903.5962,4.0,4.0,22.1233,2.0957541,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,guarantor,none,male : single,... < 1 year,real estate,radio/television,A61,0 <= ... < 200 DM,none,7a1d27da-32d1-43c7-9f2c-5e3e27d55dd3
17.271526,3760.8918,3.0214882,3.9924178,33.52413,1.0,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,furniture/equipment,A61,0 <= ... < 200 DM,"yes, registered under the customers name",598d65f2-5e74-487e-99c4-01efd2c9893d
19.161581,3835.307,3.0200548,3.9846904,37.805264,1.0,1.0052408,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,furniture/equipment,A61,0 <= ... < 200 DM,"yes, registered under the customers name",598d65f2-5e74-487e-99c4-01efd2c9893d
18.154999,3251.613,3.0156062,4.0,37.19585,1.0,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,furniture/equipment,A61,0 <= ... < 200 DM,"yes, registered under the customers name",598d65f2-5e74-487e-99c4-01efd2c9893d
7.6506634,1305.8138,1.1180696,1.8994184,23.56865,1.0467365,1.0,existing credits paid back duly till now,yes,own,unemployed/ unskilled - non-resident,none,none,female : divorced/separated/married,unemployed,if not A121 : building society savings agreement/ life insurance,car (used),A63,... < 0 DM,"yes, registered under the customers name",be4df02b-e0ee-4bc9-83c7-958f199907c8
4.0532966,2018.3322,1.0512977,1.9186122,24.518375,1.0,1.0,existing credits paid back duly till now,yes,rent,unemployed/ unskilled - non-resident,co-applicant,none,female : divorced/separated/married,unemployed,if not A121 : building society savings agreement/ life insurance,domestic appliances,A63,... < 0 DM,"yes, registered under the customers name",be4df02b-e0ee-4bc9-83c7-958f199907c8
6.483081,1638.5267,1.0,2.0939293,23.650242,1.0,1.0,existing credits paid back duly till now,yes,rent,unemployed/ unskilled - non-resident,none,none,female : divorced/separated/married,unemployed,if not A121 : building society savings agreement/ life insurance,car (used),A63,... < 0 DM,"yes, registered under the customers name",be4df02b-e0ee-4bc9-83c7-958f199907c8
18.138647,6247.1846,3.0207634,2.8728507,25.522818,1.0915947,1.0,existing credits paid back duly till now,yes,rent,unskilled - resident,none,none,male : single,4 <= ... < 7 years,real estate,car (new),A61,0 <= ... < 200 DM,none,f8ebf506-894b-45e0-9e12-0c5bf412928b
17.230406,6849.733,2.91273,2.9772012,29.716417,1.0,1.0304335,existing credits paid back duly till now,yes,rent,unskilled - resident,none,none,female : divorced/separated/married,4 <= ... < 7 years,real estate,car (new),A61,0 <= ... < 200 DM,none,f8ebf506-894b-45e0-9e12-0c5bf412928b
19.379425,7272.5337,2.969027,2.992028,30.463617,1.0044713,1.0,existing credits paid back duly till now,yes,rent,unskilled - resident,none,none,male : single,unemployed,real estate,car (new),A61,0 <= ... < 200 DM,none,f8ebf506-894b-45e0-9e12-0c5bf412928b
11.061047,1676.5974,3.8668327,3.8924294,39.577152,1.8705046,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,1 <= ... < 4 years,"if not A121/A122 : car or other, not in attribute 6",car (new),A64,0 <= ... < 200 DM,none,bf365c45-e25f-465d-85f6-951a0fc5fe2b
11.381586,1627.3137,3.990098,4.0,41.14563,1.9199586,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,1 <= ... < 4 years,"if not A121/A122 : car or other, not in attribute 6",car (new),A64,0 <= ... < 200 DM,none,bf365c45-e25f-465d-85f6-951a0fc5fe2b
11.799721,1401.783,4.0,4.0,41.63835,1.9088005,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,1 <= ... < 4 years,"if not A121/A122 : car or other, not in attribute 6",car (new),A64,0 <= ... < 200 DM,none,bf365c45-e25f-465d-85f6-951a0fc5fe2b
15.306171,2730.9705,2.8600976,2.704213,35.396717,1.0,1.0,existing credits paid back duly till now,yes,own,skilled employee / official,none,bank,male : married/widowed,... < 1 year,real estate,business,A64,0 <= ... < 200 DM,"yes, registered under the customers name",94d147fe-67c6-4d69-848a-9e371e60f0a8
20.828926,2635.5068,3.1120842,2.682497,33.26949,1.0,1.0504655,existing credits paid back duly till now,yes,own,skilled employee / official,none,bank,male : divorced/separated,... < 1 year,real estate,business,A64,0 <= ... < 200 DM,"yes, registered under the customers name",94d147fe-67c6-4d69-848a-9e371e60f0a8
18.694464,697.98645,3.1678872,3.1338863,34.452847,1.0,1.0,existing credits paid back duly till now,yes,own,skilled employee / official,none,bank,male : married/widowed,... < 1 year,real estate,business,A64,0 <= ... < 200 DM,"yes, registered under the customers name",94d147fe-67c6-4d69-848a-9e371e60f0a8
15.562101,885.5597,3.838292,2.0221004,35.443493,2.239462,1.0,critical account/ other credits existing (not at this bank),yes,own,management/ self-employed/ highly qualified employee/ officer,none,none,male : single,unemployed,"if not A121/A122 : car or other, not in attribute 6",car (used),A61,0 <= ... < 200 DM,"yes, registered under the customers name",69fef94e-e910-4e3d-a6bb-04a0c1fd9a16
9.098322,2090.2788,3.7297564,2.0638556,31.587809,2.1288176,1.0,critical account/ other credits existing (not at this bank),yes,own,management/ self-employed/ highly qualified employee/ officer,none,none,male : single,unemployed,"if not A121/A122 : car or other, not in attribute 6",car (used),A61,0 <= ... < 200 DM,"yes, registered under the customers name",69fef94e-e910-4e3d-a6bb-04a0c1fd9a16
15.378668,972.5612,4.0,1.9317716,38.850254,1.8061447,1.0677595,critical account/ other credits existing (not at this bank),yes,own,management/ self-employed/ highly qualified employee/ officer,none,none,male : single,unemployed,"if not A121/A122 : car or other, not in attribute 6",car (used),A61,0 <= ... < 200 DM,"yes, registered under the customers name",69fef94e-e910-4e3d-a6bb-04a0c1fd9a16
22.821144,1571.4197,4.0,3.8521547,48.907295,1.2020285,1.0593171,delay in paying off in the past,yes,own,skilled employee / official,none,stores,male : married/widowed,... < 1 year,real estate,radio/television,A61,... < 0 DM,none,0c5a7432-26d7-4579-8f57-0a169c9f3a5e
20.273481,2824.8394,3.9999018,4.0,45.009983,1.0,1.0099142,delay in paying off in the past,yes,own,skilled employee / official,none,stores,male : married/widowed,... < 1 year,real estate,radio/television,A61,... < 0 DM,none,0c5a7432-26d7-4579-8f57-0a169c9f3a5e
28.055449,1876.4614,3.9901679,4.0,47.535046,1.0892618,1.0,delay in paying off in the past,yes,rent,skilled employee / official,none,stores,male : married/widowed,... < 1 year,real estate,radio/television,A61,... < 0 DM,none,0c5a7432-26d7-4579-8f57-0a169c9f3a5e
15.850267,1558.0745,3.067302,1.0,34.01901,1.2637801,1.0194645,no credits taken/ all credits paid back duly,yes,own,skilled employee / official,none,bank,male : single,4 <= ... < 7 years,if not A121 : building society savings agreement/ life insurance,business,A61,... < 0 DM,none,f28728d7-1f8f-490b-a85a-ce005346ada0
16.845821,3283.972,2.9487374,1.0,22.80987,1.0,1.0155156,no credits taken/ all credits paid back duly,yes,own,skilled employee / official,none,bank,male : single,4 <= ... < 7 years,if not A121 : building society savings agreement/ life insurance,business,A61,... < 0 DM,"yes, registered under the customers name",f28728d7-1f8f-490b-a85a-ce005346ada0
25.237812,3117.7292,3.05403,1.0,32.696934,1.1784353,1.0,no credits taken/ all credits paid back duly,yes,own,skilled employee / official,none,bank,male : single,4 <= ... < 7 years,if not A121 : building society savings agreement/ life insurance,business,A61,... < 0 DM,"yes, registered under the customers name",f28728d7-1f8f-490b-a85a-ce005346ada0
31.902111,4133.2427,3.6957803,2.0798962,21.238022,2.1617506,1.1059698,delay in paying off in the past,yes,own,unskilled - resident,none,none,male : single,1 <= ... < 4 years,if not A121 : building society savings agreement/ life insurance,radio/television,A63,0 <= ... < 200 DM,none,f4dab0eb-578c-4854-b060-e6c566be92f6
32.500072,3362.5212,3.730873,1.8873124,21.774805,1.832772,1.0136923,critical account/ other credits existing (not at this bank),yes,own,unskilled - resident,none,none,male : single,1 <= ... < 4 years,if not A121 : building society savings agreement/ life insurance,radio/television,A63,0 <= ... < 200 DM,none,f4dab0eb-578c-4854-b060-e6c566be92f6
21.792557,309.16977,4.0,1.996062,24.805367,2.0179853,1.0,critical account/ other credits existing (not at this bank),yes,own,unskilled - resident,none,none,male : single,1 <= ... < 4 years,if not A121 : building society savings agreement/ life insurance,radio/television,A63,0 <= ... < 200 DM,none,f4dab0eb-578c-4854-b060-e6c566be92f6
15.280552,2091.6162,3.9813137,4.0,27.152458,2.074338,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,guarantor,none,male : single,... < 1 year,real estate,radio/television,A61,0 <= ... < 200 DM,none,7a1d27da-32d1-43c7-9f2c-5e3e27d55dd3
11.218548,674.4477,3.6859384,4.0,23.867653,1.921634,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,guarantor,none,male : single,... < 1 year,real estate,radio/television,A61,0 <= ... < 200 DM,none,7a1d27da-32d1-43c7-9f2c-5e3e27d55dd3
12.473442,1626.3517,3.737719,3.7857234,20.325214,2.0470452,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,guarantor,none,male : single,... < 1 year,real estate,radio/television,A61,0 <= ... < 200 DM,none,7a1d27da-32d1-43c7-9f2c-5e3e27d55dd3
19.096996,4336.1787,3.0542965,4.0,35.830887,1.1621788,1.0388669,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,furniture/equipment,A61,0 <= ... < 200 DM,"yes, registered under the customers name",598d65f2-5e74-487e-99c4-01efd2c9893d
11.366651,2795.377,2.8192782,4.0,35.2215,1.0456669,1.052695,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,furniture/equipment,A61,0 <= ... < 200 DM,"yes, registered under the customers name",598d65f2-5e74-487e-99c4-01efd2c9893d
19.397741,2390.3298,2.997631,4.0,36.18685,1.1257812,1.0002007,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,furniture/equipment,A61,0 <= ... < 200 DM,"yes, registered under the customers name",598d65f2-5e74-487e-99c4-01efd2c9893d
8.571004,658.7398,1.0,1.6802022,28.83823,1.0,1.0573959,existing credits paid back duly till now,yes,rent,unemployed/ unskilled - non-resident,none,stores,female : divorced/separated/married,unemployed,if not A121 : building society savings agreement/ life insurance,car (used),A63,... < 0 DM,"yes, registered under the customers name",be4df02b-e0ee-4bc9-83c7-958f199907c8
6.371686,1544.1279,1.0,2.3837047,24.52044,1.0,1.0719653,existing credits paid back duly till now,yes,rent,unemployed/ unskilled - non-resident,guarantor,none,female : divorced/separated/married,unemployed,if not A121 : building society savings agreement/ life insurance,car (used),A63,... < 0 DM,"yes, registered under the customers name",be4df02b-e0ee-4bc9-83c7-958f199907c8
4.0,1946.9215,1.0,1.9463464,21.41796,1.0,1.0,existing credits paid back duly till now,yes,rent,unemployed/ unskilled - non-resident,none,none,female : divorced/separated/married,unemployed,if not A121 : building society savings agreement/ life insurance,car (used),A63,... < 0 DM,"yes, registered under the customers name",be4df02b-e0ee-4bc9-83c7-958f199907c8
15.29851,5923.001,2.9879568,2.9240065,27.743048,1.0,1.0376673,existing credits paid back duly till now,yes,rent,unskilled - resident,guarantor,none,male : single,4 <= ... < 7 years,real estate,car (new),A61,0 <= ... < 200 DM,"yes, registered under the customers name",f8ebf506-894b-45e0-9e12-0c5bf412928b
15.979144,6405.263,2.9665499,2.960064,28.901257,1.0355374,1.0,existing credits paid back duly till now,yes,rent,unskilled - resident,none,none,male : single,4 <= ... < 7 years,real estate,car (new),A61,0 <= ... < 200 DM,none,f8ebf506-894b-45e0-9e12-0c5bf412928b
22.022648,4966.2505,2.941415,2.8403656,31.492985,1.137774,1.0145867,existing credits paid back duly till now,yes,rent,unskilled - resident,none,none,male : divorced/separated,4 <= ... < 7 years,real estate,car (new),A61,0 <= ... < 200 DM,none,f8ebf506-894b-45e0-9e12-0c5bf412928b
9.944705,276.0,3.9724479,3.9383097,34.978767,2.1374094,1.0569412,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,1 <= ... < 4 years,"if not A121/A122 : car or other, not in attribute 6",car (new),A64,0 <= ... < 200 DM,none,bf365c45-e25f-465d-85f6-951a0fc5fe2b
13.853608,1440.322,4.0,3.8662612,39.56558,1.9731613,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,unemployed,"if not A121/A122 : car or other, not in attribute 6",car (new),A64,0 <= ... < 200 DM,none,bf365c45-e25f-465d-85f6-951a0fc5fe2b
9.521478,1588.6646,4.0,4.0,39.413113,1.8246493,1.020669,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,1 <= ... < 4 years,"if not A121/A122 : car or other, not in attribute 6",car (new),A64,0 <= ... < 200 DM,"yes, registered under the customers name",bf365c45-e25f-465d-85f6-951a0fc5fe2b
20.418701,2052.8357,3.2312932,3.050857,39.844738,1.2196898,1.0666941,existing credits paid back duly till now,yes,own,skilled employee / official,none,bank,male : married/widowed,... < 1 year,real estate,business,A64,0 <= ... < 200 DM,"yes, registered under the customers name",94d147fe-67c6-4d69-848a-9e371e60f0a8
16.639614,1343.4475,3.170805,2.9928021,33.599075,1.0,1.0,existing credits paid back duly till now,yes,own,skilled employee / official,none,bank,male : married/widowed,... < 1 year,real estate,business,A64,0 <= ... < 200 DM,"yes, registered under the customers name",94d147fe-67c6-4d69-848a-9e371e60f0a8
15.834732,1786.6598,2.7554774,2.8809967,32.550148,1.1111367,1.0099477,existing credits paid back duly till now,yes,own,skilled employee / official,none,bank,male : married/widowed,... < 1 year,real estate,business,A64,0 <= ... < 200 DM,"yes, registered under the customers name",94d147fe-67c6-4d69-848a-9e371e60f0a8
12.349444,2240.5454,3.7420397,2.0640686,28.877865,1.9285204,1.0,critical account/ other credits existing (not at this bank),yes,own,management/ self-employed/ highly qualified employee/ officer,none,none,male : single,unemployed,"if not A121/A122 : car or other, not in attribute 6",car (used),A61,0 <= ... < 200 DM,"yes, registered under the customers name",69fef94e-e910-4e3d-a6bb-04a0c1fd9a16
14.904282,3768.8813,4.0,2.01525,33.126606,2.168559,1.0020077,critical account/ other credits existing (not at this bank),yes,own,management/ self-employed/ highly qualified employee/ officer,none,none,male : single,unemployed,"if not A121/A122 : car or other, not in attribute 6",car (used),A61,0 <= ... < 200 DM,"yes, registered under the customers name",69fef94e-e910-4e3d-a6bb-04a0c1fd9a16
8.386961,2115.2942,3.744679,2.5952501,32.761818,1.9695082,1.0,critical account/ other credits existing (not at this bank),yes,own,management/ self-employed/ highly qualified employee/ officer,none,none,male : single,unemployed,"if not A121/A122 : car or other, not in attribute 6",car (used),A61,0 <= ... < 200 DM,"yes, registered under the customers name",69fef94e-e910-4e3d-a6bb-04a0c1fd9a16
23.056084,276.0,4.0,3.9310293,45.168674,1.0,1.0,delay in paying off in the past,yes,own,skilled employee / official,none,stores,male : married/widowed,... < 1 year,real estate,radio/television,A61,... < 0 DM,none,0c5a7432-26d7-4579-8f57-0a169c9f3a5e
27.30113,935.8205,4.0,4.0,42.700844,1.0,1.0,delay in paying off in the past,yes,own,skilled employee / official,none,stores,male : married/widowed,... < 1 year,real estate,radio/television,A61,... < 0 DM,none,0c5a7432-26d7-4579-8f57-0a169c9f3a5e
24.753527,276.0,3.6774008,4.0,46.693886,1.0,1.0,delay in paying off in the past,yes,own,skilled employee / official,none,stores,male : married/widowed,... < 1 year,unknown / no property,radio/television,A61,... < 0 DM,none,0c5a7432-26d7-4579-8f57-0a169c9f3a5e
22.16248,3302.52,2.7706838,1.1161435,38.256676,1.3026934,1.0,no credits taken/ all credits paid back duly,yes,own,skilled employee / official,none,bank,male : single,4 <= ... < 7 years,if not A121 : building society savings agreement/ life insurance,business,A61,... >= 200 DM / salary assignments for at least 1 year,"yes, registered under the customers name",f28728d7-1f8f-490b-a85a-ce005346ada0
17.40221,4889.595,3.077443,1.0,33.941654,1.0301218,1.0,no credits taken/ all credits paid back duly,yes,own,management/ self-employed/ highly qualified employee/ officer,none,bank,male : single,4 <= ... < 7 years,if not A121 : building society savings agreement/ life insurance,business,A61,... < 0 DM,"yes, registered under the customers name",f28728d7-1f8f-490b-a85a-ce005346ada0
16.127192,2620.6348,3.1566029,1.0,27.5495,1.105363,1.0930704,no credits taken/ all credits paid back duly,yes,own,skilled employee / official,none,bank,male : single,4 <= ... < 7 years,if not A121 : building society savings agreement/ life insurance,business,A61,... < 0 DM,"yes, registered under the customers name",f28728d7-1f8f-490b-a85a-ce005346ada0
30.451145,440.93588,4.0,1.8913597,27.775633,1.983011,1.0,critical account/ other credits existing (not at this bank),yes,rent,unskilled - resident,none,none,male : single,1 <= ... < 4 years,if not A121 : building society savings agreement/ life insurance,radio/television,A63,0 <= ... < 200 DM,none,f4dab0eb-578c-4854-b060-e6c566be92f6
22.42499,3547.8538,3.985907,2.1360445,31.010326,1.8722131,1.0710284,critical account/ other credits existing (not at this bank),yes,own,unskilled - resident,none,none,male : single,1 <= ... < 4 years,if not A121 : building society savings agreement/ life insurance,radio/television,A63,0 <= ... < 200 DM,none,f4dab0eb-578c-4854-b060-e6c566be92f6
25.13404,732.4349,4.0,1.606188,19.0,1.8399949,1.1099269,critical account/ other credits existing (not at this bank),yes,own,unskilled - resident,none,none,male : single,1 <= ... < 4 years,if not A121 : building society savings agreement/ life insurance,radio/television,A63,... >= 200 DM / salary assignments for at least 1 year,none,f4dab0eb-578c-4854-b060-e6c566be92f6
15.771878,427.2784,3.4742785,4.0,23.72642,2.24456,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,guarantor,none,male : single,... < 1 year,real estate,radio/television,A61,0 <= ... < 200 DM,none,7a1d27da-32d1-43c7-9f2c-5e3e27d55dd3
12.70991,508.9696,4.0,3.8818412,23.635632,1.6761286,1.1010491,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,guarantor,none,male : divorced/separated,... < 1 year,real estate,radio/television,A61,0 <= ... < 200 DM,none,7a1d27da-32d1-43c7-9f2c-5e3e27d55dd3
12.257525,1608.4196,4.0,4.0,19.0,1.9319805,1.0693743,critical account/ other credits existing (not at this bank),yes,own,unskilled - resident,guarantor,bank,male : single,.. >= 7 years,real estate,radio/television,A61,0 <= ... < 200 DM,none,7a1d27da-32d1-43c7-9f2c-5e3e27d55dd3
12.711172,1235.1959,2.8422914,3.900459,38.60971,1.1988837,1.0398062,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,furniture/equipment,A65,0 <= ... < 200 DM,"yes, registered under the customers name",598d65f2-5e74-487e-99c4-01efd2c9893d
17.258663,3991.2354,2.6261563,4.0,34.21552,1.3533751,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,furniture/equipment,A61,0 <= ... < 200 DM,"yes, registered under the customers name",598d65f2-5e74-487e-99c4-01efd2c9893d
19.248716,3643.2,2.8397918,4.0,30.123747,1.2114768,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,furniture/equipment,A61,0 <= ... < 200 DM,"yes, registered under the customers name",598d65f2-5e74-487e-99c4-01efd2c9893d
6.177724,543.121,1.1814468,2.059094,19.0,1.0019221,1.0798131,existing credits paid back duly till now,yes,for free,unemployed/ unskilled - non-resident,none,none,female : divorced/separated/married,unemployed,if not A121 : building society savings agreement/ life insurance,car (used),A63,... < 0 DM,"yes, registered under the customers name",be4df02b-e0ee-4bc9-83c7-958f199907c8
7.7700596,451.43518,1.0318629,2.1361516,20.447552,1.0815699,1.0,existing credits paid back duly till now,yes,rent,unemployed/ unskilled - non-resident,none,none,female : divorced/separated/married,unemployed,if not A121 : building society savings agreement/ life insurance,car (used),A63,... < 0 DM,"yes, registered under the customers name",be4df02b-e0ee-4bc9-83c7-958f199907c8
4.039008,2609.7551,1.0777161,1.718345,24.899055,1.2361023,1.0162839,existing credits paid back duly till now,yes,rent,unemployed/ unskilled - non-resident,none,none,female : divorced/separated/married,unemployed,if not A121 : building society savings agreement/ life insurance,car (used),A63,... < 0 DM,"yes, registered under the customers name",be4df02b-e0ee-4bc9-83c7-958f199907c8
21.502352,8944.006,2.8855646,2.7675412,29.567158,1.1178234,1.0,existing credits paid back duly till now,yes,rent,unskilled - resident,none,none,male : single,4 <= ... < 7 years,real estate,repairs,A61,0 <= ... < 200 DM,none,f8ebf506-894b-45e0-9e12-0c5bf412928b
16.739456,6041.1147,2.9211245,3.176547,38.023697,1.0,1.0183437,existing credits paid back duly till now,yes,rent,unskilled - resident,none,none,male : single,4 <= ... < 7 years,real estate,car (new),A61,0 <= ... < 200 DM,none,f8ebf506-894b-45e0-9e12-0c5bf412928b
15.09577,6300.2954,2.8806696,2.8965423,26.067152,1.2333354,1.0855979,existing credits paid back duly till now,yes,rent,unskilled - resident,none,none,male : single,4 <= ... < 7 years,real estate,car (new),A61,0 <= ... < 200 DM,none,f8ebf506-894b-45e0-9e12-0c5bf412928b
15.280788,792.47906,4.0,4.0,45.409622,1.9288397,1.0263213,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,1 <= ... < 4 years,"if not A121/A122 : car or other, not in attribute 6",car (new),A64,0 <= ... < 200 DM,none,bf365c45-e25f-465d-85f6-951a0fc5fe2b
