ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,query_id
72.10412,1.9999999,5.6766963,27.020317,0.0,0.0934142,0.0,90.957954,13.008045,7.3307934,0.0,0.42831615,100.0,0.0,0.0,3.148102,10.044244,43.54978,4.4073057,1.0803707,1.8970625,100.0,a218132f-5a79-4e2f-993e-d849ea3a0e8f
71.17749,1.9999999,0.0,4.0,0.0,0.0,0.0,95.08772,11.238905,7.5668025,2.800592,0.20372763,98.6644,0.0,4.8910747,0.0,20.804998,39.737606,2.056389,2.6418493,2.0302684,100.0,a218132f-5a79-4e2f-993e-d849ea3a0e8f
67.42516,190.09431,0.0,27.59592,22.619593,0.0,0.0,100.0,15.213359,6.8424387,9.765276,2.0006373,19.936623,2.4790392,1.8676219,1.3365629,77.84115,48.612507,8.36722,2.5833054,2.1460755,91.51901,8906104a-4dfe-4c3c-a9d1-4b1971a1cfe6
71.21099,169.26999,0.0,27.221062,18.822065,0.20541187,0.0,93.26938,14.77715,6.5129714,16.65461,0.0,14.844829,0.24706519,5.4457393,6.1710405,62.811783,75.84354,8.751003,1.4500484,3.449027,85.98555,8906104a-4dfe-4c3c-a9d1-4b1971a1cfe6
66.377235,191.96513,0.0,87.83817,20.3702,0.0,0.7796875,100.0,17.219877,7.1272917,16.331087,0.95761067,24.22181,1.4675856,8.913923,0.46800923,61.82746,33.35858,8.948276,1.0,3.2301793,83.31129,8906104a-4dfe-4c3c-a9d1-4b1971a1cfe6
69.10207,151.28314,1.0781223,45.717766,22.06652,2.2054133,0.29805824,91.30719,60.00597,5.7218814,29.32014,1.6381081,20.62192,0.011260934,7.0978365,9.727233,30.87666,111.071754,5.2166557,1.1250719,0.0,68.28988,d79e9c69-9fb3-44be-893b-bb5fe3a22538
72.126236,122.55192,0.0,43.667156,26.516018,0.36546037,0.90006983,87.17828,62.769894,6.291934,17.07272,2.5601978,16.877111,0.0,11.282636,11.394004,13.881668,53.8584,2.54635,2.141774,1.260198,67.023674,d79e9c69-9fb3-44be-893b-bb5fe3a22538
69.68636,103.8475,29.931572,85.58674,24.302156,0.62579745,0.0,85.09996,61.489075,5.9107437,27.884233,3.252091,23.64789,1.4521453,7.8150253,11.960357,42.718025,74.089005,5.6694584,2.8196335,1.0174675,61.78674,d79e9c69-9fb3-44be-893b-bb5fe3a22538
90.16017,263.9219,53.832134,101.85463,11.861281,2.0678823,0.0033963276,91.36801,15.956614,6.997125,9.042202,2.1545093,59.99565,5.6421814,2.249961,0.0,0.0,51.781116,4.2454624,1.4324337,0.37198132,52.319492,f86a885d-7498-476e-912a-b07df2785512
92.38266,198.3866,45.613407,81.81437,10.420644,0.0,0.0,100.0,13.390991,7.347548,12.178923,0.0,51.159348,4.7959027,4.833406,0.96143687,0.0,62.73452,3.2192326,1.0,0.26364833,50.57739,f86a885d-7498-476e-912a-b07df2785512
85.57374,177.73315,43.09455,102.041145,7.979686,0.0,0.33448908,100.0,10.8986225,7.8998413,4.2412844,0.0,42.901016,6.8561497,0.0,0.0,4.383204,107.65013,4.339121,2.107779,0.0,51.077217,f86a885d-7498-476e-912a-b07df2785512
61.915894,76.3702,14.323305,14.490521,13.786404,0.19364448,0.21231213,100.0,12.8257675,7.060403,9.152237,5.243937,39.635723,2.3472524,2.8418453,1.898473,66.02838,84.40516,2.7616189,1.2502801,1.7684593,95.83914,8ab52680-e21b-4f1c-9fe7-7e78ab11b3fb
57.956783,54.437862,41.29734,4.0,7.023478,0.0,0.36850455,88.61593,16.548231,6.5523596,8.103738,2.6226315,40.712555,1.384676,5.4202247,0.0,64.01459,72.580444,5.211582,2.3813813,0.92656565,80.6484,8ab52680-e21b-4f1c-9fe7-7e78ab11b3fb
56.1408,62.753693,13.633658,4.0,10.96077,1.6480492,0.0,93.901794,19.320896,6.952155,15.381482,4.398225,35.92267,0.16592646,2.0569348,6.1224995,86.686226,92.395424,4.103674,1.053402,0.6396346,96.40492,8ab52680-e21b-4f1c-9fe7-7e78ab11b3fb
65.5407,193.52005,0.0,44.916546,22.328125,1.5236043,1.213541,100.0,17.158092,6.5384817,76.166115,3.325025,30.581236,2.3598795,4.3801284,6.711792,0.0,81.40376,0.0,3.2798483,0.930162,38.43362,bdb0e6f5-d4c5-49d3-b318-12e1dff616be
76.355934,122.979294,7.8260465,65.633354,25.076487,0.68421936,0.0,100.0,17.111967,7.291155,64.38967,5.8636417,25.881847,0.0,1.3255624,9.491367,0.0,46.704937,0.0,5.245905,0.0,39.933414,bdb0e6f5-d4c5-49d3-b318-12e1dff616be
79.50101,96.58708,24.18055,64.463425,18.483389,0.0,0.24384032,100.0,10.264672,7.7876177,66.41909,5.2190833,35.987576,0.0,0.0,0.0,5.960816,98.74592,2.214565,2.3470192,0.0,50.747852,bdb0e6f5-d4c5-49d3-b318-12e1dff616be
70.95693,181.44998,0.0,117.4975,23.694643,0.0,0.0,83.09426,0.0,3.2810764,29.022465,0.0,17.807747,22.546661,4.7479987,0.0,24.07043,83.18975,8.827958,3.8533015,1.3994787,82.57659,7577e59b-c7dd-47e0-bc0f-e400045182af
60.413235,161.3505,29.06776,103.963036,26.830992,0.0,0.034908313,77.14887,0.0,3.4369602,28.234053,0.62523466,39.543488,22.48832,1.2749547,0.89838034,31.351334,74.19805,10.826875,1.0,2.2129486,85.56954,7577e59b-c7dd-47e0-bc0f-e400045182af
63.85811,216.41412,44.032597,84.76354,24.020304,1.5497483,1.1818304,72.402916,5.062613,4.6460342,23.367289,0.8530065,35.179436,20.98291,0.44622952,0.0,25.711843,62.445145,8.889404,1.0,0.94999486,80.76545,7577e59b-c7dd-47e0-bc0f-e400045182af
85.50016,139.5007,0.0,70.74603,24.27526,0.0,0.6255763,100.0,12.322895,7.72058,27.859306,0.05515825,25.646904,3.9698024,0.022246733,0.0,0.0,57.56044,0.0,1.7707493,1.7471372,32.06319,ad2e6186-c6a5-4d87-9bd4-e08d2c18fedf
83.40382,222.96585,11.340212,115.74301,22.415129,0.0039963736,0.28762892,99.24399,13.03236,7.284287,24.811083,0.0,38.377228,2.7949615,0.14187099,4.4572616,17.322674,98.63651,1.8649576,3.1397078,0.4786542,31.426043,ad2e6186-c6a5-4d87-9bd4-e08d2c18fedf
83.67555,71.84492,59.269337,45.00954,23.462755,1.4746442,0.0,96.96359,6.45209,7.688011,27.756916,0.18195839,31.817616,3.3661358,0.0,0.0,13.93812,53.313534,1.9762268,1.0,1.4958606,33.740807,ad2e6186-c6a5-4d87-9bd4-e08d2c18fedf
67.47341,210.28065,2.5057042,56.920128,24.687323,0.3630525,0.0,100.0,10.610274,3.94082,25.81627,0.0044519636,58.761,0.0,1.9689032,7.596443,29.424095,59.16239,3.906805,1.0,0.34488475,66.12729,835d5a50-a0de-4f1d-80ef-78df3effafe9
65.50073,170.22278,19.463005,95.54165,28.434813,0.5558758,0.0,99.11481,9.564517,3.2242272,20.847305,1.8574399,57.673367,1.1755614,3.9655333,7.6785893,21.33002,90.17023,4.503064,3.1145353,0.0,76.04219,835d5a50-a0de-4f1d-80ef-78df3effafe9
78.0107,176.16254,0.0,87.95276,23.916883,0.0,0.5272497,97.62251,17.198774,4.2634015,29.951788,1.6978574,51.161854,0.036806703,7.02334,5.6007614,22.986593,77.817444,1.4469758,1.0,0.0,81.032524,835d5a50-a0de-4f1d-80ef-78df3effafe9
67.604004,346.8293,16.237528,55.054024,37.75087,0.0,0.26096797,96.09063,38.3639,6.176519,41.71315,2.7444606,37.66299,0.56858426,12.498049,6.4730706,69.49474,35.21239,6.88161,5.898781,3.1169677,76.11994,5288fde5-e293-4f54-8950-89c1c8d3a9a2
64.01619,306.61566,12.900168,99.382866,41.132412,1.3400303,2.9234638,86.8097,41.21476,6.07563,37.380997,3.8220034,41.9116,0.8688493,12.451262,8.928424,73.30735,48.024292,5.618931,6.944027,6.73161,65.256226,5288fde5-e293-4f54-8950-89c1c8d3a9a2
66.288376,344.2034,1.2898834,118.31022,36.188404,0.7655897,0.0,83.53052,44.425945,5.6053896,42.917534,4.5283217,34.85112,0.0,9.345192,3.650949,72.997284,47.538097,8.468303,6.2835417,2.0646212,60.229195,5288fde5-e293-4f54-8950-89c1c8d3a9a2
66.87693,29.072693,18.373276,4.0,0.0,0.0,0.0,97.43644,17.969389,7.596993,0.0,1.1995361,100.0,2.5290387,3.2092345,3.8985674,13.266939,35.25,0.0,2.2030988,0.0,100.0,a218132f-5a79-4e2f-993e-d849ea3a0e8f
74.70196,1.9999999,29.564741,16.116922,0.0,0.0,1.2687316,90.11355,19.722666,7.9037933,1.420398,0.0,99.39868,0.0,0.0,1.949858,16.31986,36.23985,4.991127,1.3814087,2.22989,90.98532,a218132f-5a79-4e2f-993e-d849ea3a0e8f
64.28879,74.012764,47.59995,4.0,4.135461,0.0,0.0,100.0,13.01462,7.219328,8.228844,0.8221809,100.0,0.0,4.886584,0.0,54.962433,68.47277,0.0,1.0,1.3135413,99.84844,a218132f-5a79-4e2f-993e-d849ea3a0e8f
66.37704,265.0234,0.0,28.071083,9.410641,0.0,0.8336962,100.0,21.952389,7.044497,14.504499,3.6881409,36.037144,0.0,2.0887415,0.0,76.00776,57.640232,12.492443,1.0,2.199725,92.439995,8906104a-4dfe-4c3c-a9d1-4b1971a1cfe6
68.27543,130.73616,47.685707,5.872592,24.584803,0.9756044,0.0,100.0,13.21303,7.1122556,17.22754,2.4212797,13.335818,0.0,0.0,0.36941645,46.150513,82.311134,10.623683,1.0,2.6121407,85.54488,8906104a-4dfe-4c3c-a9d1-4b1971a1cfe6
65.66939,160.70438,0.0,68.14302,25.278425,0.44991326,0.0,98.74388,17.641165,6.834317,17.871426,1.25503,23.952011,0.4871842,6.204641,2.668602,72.87852,83.80476,5.5464053,1.0,0.9885523,86.37732,8906104a-4dfe-4c3c-a9d1-4b1971a1cfe6
68.32162,86.68375,16.108255,50.188385,30.012386,0.0,0.0,92.16277,56.98216,6.435784,20.05728,1.7701006,22.825222,0.33038643,13.070426,1.0402346,21.537457,76.00185,5.943356,3.6288068,2.6700099,71.93208,d79e9c69-9fb3-44be-893b-bb5fe3a22538
66.16645,176.61714,5.7744417,44.629158,23.086145,0.0,0.0,100.0,63.231277,5.1977262,33.403606,3.030949,20.588503,1.4926529,12.649061,0.10484451,51.860126,42.874916,6.310506,1.0822501,0.0,67.88429,d79e9c69-9fb3-44be-893b-bb5fe3a22538
67.88545,107.31453,0.0,70.451324,31.410723,0.51226115,0.0,89.17563,59.49956,5.704023,29.173382,2.9945703,25.51089,0.0,8.75111,8.296042,31.793886,41.317314,3.0112042,4.107152,2.6198537,54.665176,d79e9c69-9fb3-44be-893b-bb5fe3a22538
91.292,306.49976,91.37827,89.12853,6.559878,0.0,0.0,100.0,17.853125,7.5770574,12.26314,0.25228703,53.891136,3.4301662,0.0,0.0,10.766424,11.667494,1.6697857,3.3250015,0.0,56.256588,f86a885d-7498-476e-912a-b07df2785512
90.897896,229.47986,58.635284,68.78812,21.751287,1.5120827,0.0,100.0,12.606211,7.1124415,7.9339285,0.89718485,43.094933,10.437442,0.0,8.2532835,5.4849553,62.15162,0.0,2.3637562,0.0,52.00801,f86a885d-7498-476e-912a-b07df2785512
86.6484,104.39304,53.483658,108.77449,12.346085,2.7140687,1.2154137,100.0,4.675637,6.8298435,19.244934,1.7060151,57.817345,8.616367,0.0,1.8997139,0.0,61.477158,0.0,1.0,0.2812626,57.157677,f86a885d-7498-476e-912a-b07df2785512
60.41256,89.337395,0.0,4.0,6.7257595,0.5732598,0.24643077,90.81229,10.494029,6.940389,6.4707823,4.6723585,42.637856,3.1399202,2.182583,3.086076,58.37485,0.0,7.985403,3.2701287,1.2388016,89.49279,8ab52680-e21b-4f1c-9fe7-7e78ab11b3fb
65.447205,68.484146,4.2832637,32.79012,14.684659,0.7008763,0.0,100.0,15.424911,6.6650224,14.742117,3.375999,64.78474,0.36147732,1.6024151,6.570675,106.58766,33.92037,4.232994,1.0,1.8236899,90.536835,8ab52680-e21b-4f1c-9fe7-7e78ab11b3fb
62.23386,64.48957,4.9561625,4.0,12.20986,0.52114457,0.0,100.0,9.973633,6.7360926,21.648735,4.3583636,40.142624,1.3518283,0.0,0.0,57.805996,81.29268,7.8203173,2.0953498,0.0,77.54376,8ab52680-e21b-4f1c-9fe7-7e78ab11b3fb
75.16904,104.48706,0.0,100.29045,20.286434,0.0,0.5528358,100.0,9.116643,7.5745125,64.89542,2.5956292,28.98193,1.3158101,4.648964,6.2763557,9.044996,95.9021,0.0,3.8330965,1.2206395,26.896072,bdb0e6f5-d4c5-49d3-b318-12e1dff616be
75.29019,128.86842,0.0,39.709972,23.904001,0.0,1.797405,100.0,16.473679,7.590586,81.640976,5.563025,36.48418,0.0,3.397143,3.027243,0.0,45.84725,4.929284,3.9658725,0.532204,33.98295,bdb0e6f5-d4c5-49d3-b318-12e1dff616be
71.536804,108.8345,0.0,12.383855,27.25074,0.14192314,0.0,100.0,12.001006,6.8752356,73.10326,5.528834,41.75624,0.0,5.3894844,0.0,0.0,82.63462,0.9304639,3.1532016,0.32240346,40.120422,bdb0e6f5-d4c5-49d3-b318-12e1dff616be
62.73968,203.69598,0.0,115.76008,31.72544,0.0,0.31649846,95.12525,0.0,4.304161,33.97617,0.0,24.660713,22.194347,0.0,0.0,17.743868,59.9389,13.466873,2.9772322,0.0,82.0953,7577e59b-c7dd-47e0-bc0f-e400045182af
63.506824,142.90959,0.0,111.84369,30.083954,1.6104894,0.059943084,76.70045,0.0,3.5298607,14.211101,1.8903522,18.042526,22.127213,1.1363394,1.2312086,17.572657,3.337026,7.466415,3.9380474,0.28007728,91.48939,7577e59b-c7dd-47e0-bc0f-e400045182af
63.7011,212.98412,25.600618,105.30558,14.033856,1.4619638,1.4367297,67.51967,3.4897935,4.0484414,18.558935,0.0,33.879677,19.568707,0.0,0.0,1.8917464,73.66782,8.775436,2.5289445,1.8806386,78.39176,7577e59b-c7dd-47e0-bc0f-e400045182af
75.31465,190.15019,0.0,127.527824,34.10235,1.458277,0.031938516,92.061226,19.854774,6.467928,20.375977,0.0,25.718052,6.476382,2.063068,3.8429067,49.38985,0.0,0.0,1.0712092,1.7699995,34.584858,ad2e6186-c6a5-4d87-9bd4-e08d2c18fedf
83.076065,149.28716,23.549496,53.459236,26.793785,1.0836939,0.0,95.289024,13.536532,5.55227,37.21665,0.60438246,32.109783,2.8546867,3.53943,3.2799573,32.396408,72.968155,0.0,6.5902267,0.0,27.586555,ad2e6186-c6a5-4d87-9bd4-e08d2c18fedf
85.854576,226.98967,4.4442577,60.221478,30.306772,0.0,1.5007071,94.479576,14.775127,7.4306593,22.888159,0.0,31.429005,2.1554239,0.0,0.0,0.059808165,99.533615,0.47606766,1.0,0.0,37.68934,ad2e6186-c6a5-4d87-9bd4-e08d2c18fedf
70.767166,181.64297,0.0,87.14876,17.64934,0.0,0.0,100.0,4.973549,4.347734,20.37033,0.0,67.12096,0.0,2.41522,4.0464625,34.533062,57.716248,1.3433244,1.0,0.30267173,82.795456,835d5a50-a0de-4f1d-80ef-78df3effafe9
67.113625,168.71588,30.378775,126.08097,19.055082,2.0660574,0.06452055,90.60138,14.730387,4.3875074,24.519682,0.0,64.16456,1.5726471,1.6261048,6.485692,15.069953,35.139328,0.0,4.464336,0.0,89.56414,835d5a50-a0de-4f1d-80ef-78df3effafe9
77.770424,118.8215,0.0,74.34249,30.918274,0.0,0.0,96.23181,19.041252,3.5331407,19.859266,2.0052369,58.72791,0.07199541,0.0,0.84413743,40.929565,27.478546,1.4250338,1.8256661,0.010152444,83.59319,835d5a50-a0de-4f1d-80ef-78df3effafe9
65.015045,365.1462,23.828453,102.72051,49.152462,0.46681774,1.474087,86.21492,26.746786,6.543975,32.44983,3.4179795,29.962994,0.0,7.2988544,8.320935,103.18362,47.123085,8.739451,7.511412,2.1210659,74.76971,5288fde5-e293-4f54-8950-89c1c8d3a9a2
70.23317,362.01157,0.0,107.44744,35.725994,0.0,0.0,92.37179,41.178818,5.162605,47.103657,3.6789453,31.024286,0.0,16.1181,13.378246,89.510254,8.169254,6.0927014,5.770856,4.398854,63.09942,5288fde5-e293-4f54-8950-89c1c8d3a9a2
66.5832,436.95056,17.244808,125.507065,36.883408,0.0,1.2857728,72.05309,41.199673,5.9246507,36.830963,0.60580164,47.269432,0.0,2.7556942,14.5952015,73.47759,97.03121,7.702879,9.010669,6.1032834,84.93328,5288fde5-e293-4f54-8950-89c1c8d3a9a2
